real_time (s),video_playback_time (s),video_quality,bitrate (kbps),stall_in_this_segment (s),bandwidth
0.02,0.0,480p,397,0.02,64
7.387,0.0,480p,397,7.367,64
15.021,0.0,480p,397,7.634000000000001,64
20.006,0.0,480p,397,4.984999999999999,64
21.029,0.0,480p,397,1.0229999999999997,64
21.807,0.0,480p,397,0.7779999999999987,64
21.815,0.0,480p,397,0.008000000000002672,64
30.001,0.0,480p,397,8.186,64
39.467,0.0,144p,394,9.465999999999998,64
60.001,0.0,144p,394,20.534,64
78.69,0.02,144p,394,18.669000000000004,64
79.441,0.023,144p,394,0.7480000000000047,64
80.001,0.023,144p,394,0.5600000000000023,64
80.367,0.023,144p,394,0.36599999999999966,64
81.143,0.213,144p,394,0.5859999999999985,64
81.893,0.966,144p,394,0,64
90.001,9.073,144p,394,0.000999999999990564,64
102.813,21.883,144p,394,0.0020000000000095497,64
110.001,21.883,144p,394,7.188000000000002,64
143.89,30.109,144p,394,25.66299999999997,64
150.001,36.22,144p,394,2.842170943040401e-14,64
152.75,38.969,144p,394,0.0,64
153.698,39.916,144p,394,0.0010000000000047748,64
160.001,39.916,144p,394,6.302999999999997,64
356.989,39.916,144p,394,196.98799999999997,128
360.001,39.916,144p,394,3.0120000000000005,128
366.479,39.988,144p,394,6.406000000000006,128
367.229,40.01,144p,394,0.7280000000000086,128
368.198,40.01,144p,394,0.9689999999999941,128
368.947,40.199,144p,394,0.5600000000000023,128
369.697,40.951,144p,394,0,128
370.001,41.255,144p,394,0.0,128
400.001,71.255,144p,394,0.0,128
430.001,101.256,144p,394,0,128
460.001,131.258,144p,394,0,128
490.001,161.259,144p,394,0,192
509.629,180.887,144p,394,5.684341886080802e-14,192
509.825,180.887,144p,394,0.19599999999996953,192
510.001,180.887,144p,394,0.17599999999998772,192
520.629,180.887,144p,394,10.628000000000043,192
530.001,180.887,144p,394,9.371999999999957,192
547.633,180.887,144p,394,17.632000000000062,192
550.001,180.887,144p,394,2.367999999999938,192
580.001,180.887,144p,394,30.0,192
588.635,180.98,144p,394,8.540999999999997,192
589.385,181.001,144p,394,0.7290000000000418,192
590.001,181.001,144p,394,0.6159999999999854,192
590.379,181.001,144p,394,0.37800000000004275,192
591.128,181.217,144p,394,0.5330000000000155,192
591.879,181.969,144p,394,0,192
600.001,190.091,144p,394,0,192
609.813,199.903,144p,394,0.0,192
610.001,199.903,144p,394,0.18799999999998818,192
611.31,199.989,144p,394,1.2229999999999563,192
612.06,200.658,144p,394,0.08100000000001728,192
620.001,208.599,144p,394,5.684341886080802e-14,192
620.936,209.533,144p,394,0.0010000000000331966,192
629.885,209.623,144p,394,8.85899999999998,192
630.001,209.658,144p,394,0.08099999999996044,192
630.635,210.292,144p,394,0.0,192
640.001,219.658,144p,394,0.0,192
670.001,249.66,144p,394,0,192
730.001,309.662,144p,394,0,256
760.001,339.663,144p,394,0,256
790.001,369.665,144p,394,0,256
815.566,395.23,144p,394,5.684341886080802e-14,256
820.001,395.23,144p,394,4.434999999999945,256
825.989,395.23,144p,394,5.988000000000056,256
830.001,395.23,144p,394,4.011999999999944,256
840.402,395.23,144p,394,10.401000000000067,256
850.001,395.23,144p,394,9.598999999999933,256
850.421,395.23,144p,394,0.42000000000007276,256
850.423,395.23,144p,394,0.0019999999999527063,256
