real_time (s),video_playback_time (s),video_quality,bitrate (kbps),stall_in_this_segment (s),bandwidth
0.019,0.0,480p,397,0.019,64
3.117,0.0,480p,397,3.098,64
15.02,0.0,480p,397,11.902999999999999,64
17.533,0.0,480p,397,2.5130000000000017,64
17.54,0.0,480p,397,0.006999999999997897,64
20.001,0.0,480p,397,2.461000000000002,64
21.037,0.0,480p,397,1.0359999999999978,64
30.001,0.0,480p,397,8.964000000000002,64
40.001,0.0,480p,397,9.999999999999996,64
46.937,0.0,144p,394,6.936,64
60.001,0.0,144p,394,13.064,64
317.048,21.878,144p,278,235.169,128
320.001,21.878,144p,278,2.9529999999999745,128
344.053,21.878,144p,278,24.05200000000002,128
350.001,21.878,144p,278,5.947999999999979,128
380.001,21.878,144p,278,30.0,128
381.859,21.878,144p,278,1.858000000000004,128
390.001,21.878,144p,278,8.141999999999996,128
414.267,21.878,144p,278,24.26600000000002,128
420.001,21.878,144p,278,5.7339999999999804,128
470.001,53.04,144p,278,18.837999999999965,128
500.001,83.042,144p,278,0,192
509.884,92.916,144p,394,0.009000000000071395,192
536.589,119.63,144p,394,0,192
540.001,119.63,144p,394,3.411999999999921,192
557.563,119.709,144p,394,17.483000000000004,192
558.313,119.728,144p,394,0.7309999999999945,192
559.402,119.728,144p,394,1.0890000000000555,192
559.905,119.793,144p,394,0.43799999999993133,192
560.001,119.89,144p,394,0,192
560.656,120.546,144p,394,0,192
570.001,129.891,144p,394,5.684341886080802e-14,192
600.001,159.892,144p,394,0,192
630.001,189.893,144p,394,0,192
660.001,219.895,144p,394,0,192
690.001,249.896,144p,394,0,192
720.001,279.897,144p,394,0,256
750.001,309.898,144p,394,0,256
780.001,339.899,144p,394,0,256
810.001,369.901,144p,394,0,256
840.001,399.901,144p,394,0.0,256
844.956,404.857,144p,394,0,256
850.001,409.902,144p,394,0.0,256
880.001,439.903,144p,394,0,256
910.001,469.905,144p,394,0,256
940.001,499.906,144p,394,0,256
970.001,529.907,144p,394,0,192
1000.001,559.908,144p,394,0,192
1030.001,589.91,144p,394,0,192
1060.001,619.911,144p,394,0,192
1090.001,649.912,144p,394,0,192
1120.001,679.913,144p,394,0,192
1150.001,709.914,144p,394,0,192
1180.001,739.915,144p,394,0,192
1210.001,769.917,144p,394,0,128
1240.001,799.918,144p,394,0,128
1270.001,829.92,144p,394,0,128
1300.001,859.921,144p,394,0,128
1300.576,860.487,240p,395,0.009000000000128239,128
1340.001,899.922,240p,395,0,128
1370.001,929.923,240p,395,0,128
1400.001,959.925,240p,395,0,128
1430.001,989.926,240p,395,0,128
1460.001,1019.927,240p,395,0,64
1490.001,1049.928,240p,395,0,64
1520.001,1079.93,240p,395,0,64
1550.001,1109.931,240p,395,0,64
1550.339,1110.269,144p,394,0.0,64
1573.196,1133.118,144p,394,0.008000000000038199,64
1574.741,1133.118,144p,394,1.5450000000000728,64
1580.001,1133.118,144p,394,5.259999999999991,64
1592.745,1133.118,144p,394,12.743999999999915,64
1600.001,1133.118,144p,394,7.2560000000000855,64
1636.219,1142.876,144p,394,26.460000000000036,64
1640.001,1142.876,144p,394,3.7819999999999254,64
1644.863,1142.876,144p,394,4.86200000000008,64
1650.001,1142.876,144p,394,5.13799999999992,64
1659.266,1142.876,144p,394,9.2650000000001,64
1660.001,1142.876,144p,394,0.7349999999999,64
1954.522,1142.876,144p,278,294.52099999999996,128
1960.001,1142.876,144p,278,5.479000000000042,192
1977.926,1142.876,144p,278,17.924999999999955,192
1980.001,1142.876,144p,278,2.0750000000000455,192
2014.432,1159.913,144p,278,17.394000000000005,192
2020.001,1159.913,144p,278,5.56899999999996,192
2037.151,1159.985,144p,278,17.078000000000202,192
2037.901,1160.006,144p,278,0.7289999999998145,192
