real_time (s),video_playback_time (s),video_quality,bitrate (kbps),stall_in_this_segment (s),bandwidth
0.02,0.0,480p,397,0.02,64
2.931,0.0,480p,397,2.911,64
15.022,0.0,480p,397,12.091000000000001,64
17.348,0.0,480p,397,2.3259999999999987,64
17.356,0.0,480p,397,0.008000000000002672,64
20.001,0.0,480p,397,2.6449999999999996,64
21.037,0.0,480p,397,1.0359999999999978,64
30.001,0.0,480p,397,8.964000000000002,64
45.388,0.0,144p,394,15.386999999999997,64
263.945,48.735,144p,394,169.82199999999997,128
270.001,48.735,144p,394,6.055999999999983,128
300.001,48.735,144p,394,30.0,128
301.751,48.735,144p,394,1.75,128
310.001,48.735,144p,394,8.25,128
339.557,48.735,144p,394,29.55600000000004,128
340.001,48.735,144p,394,0.44399999999996,128
349.577,48.735,144p,394,9.576000000000022,128
349.584,48.823,144p,394,0,128
350.001,48.845,144p,394,0.39499999999992497,128
350.334,48.845,144p,394,0.3330000000000837,128
351.319,48.845,144p,394,0.9850000000000136,128
351.966,48.951,144p,394,0.54099999999994,128
352.716,49.704,144p,394,0,128
352.929,49.914,144p,394,0.002999999999985903,128
360.001,49.914,144p,394,7.072000000000003,128
390.001,49.914,144p,394,30.0,128
391.708,49.984,144p,394,1.6370000000000573,128
392.459,50.006,144p,394,0.7289999999999281,128
393.435,50.006,144p,394,0.9759999999999991,128
394.178,50.198,144p,394,0.5510000000000446,128
394.928,50.95,144p,394,0,128
400.001,56.023,144p,394,0,128
430.002,86.025,144p,394,0,128
470.003,126.028,144p,394,0,128
510.001,166.028,144p,394,0,192
512.264,168.289,144p,394,0.002000000000066393,192
515.382,168.289,144p,394,3.117999999999938,192
520.001,168.289,144p,394,4.619000000000028,192
531.585,168.289,144p,394,11.58400000000006,192
540.001,168.289,144p,394,8.41599999999994,192
549.588,168.289,144p,394,9.586999999999989,192
550.001,168.289,144p,394,0.4130000000000109,192
569.392,168.289,144p,394,19.391000000000076,192
570.001,168.289,144p,394,0.6089999999999236,192
600.001,168.289,144p,394,30.0,192
615.695,168.379,144p,394,15.604000000000042,192
616.445,168.402,144p,394,0.7270000000000323,192
617.319,168.402,144p,394,0.87399999999991,192
618.014,168.445,144p,394,0.6520000000000437,192
618.764,169.198,144p,394,0,192
620.001,170.434,144p,394,0.0009999999999763531,192
630.446,180.877,144p,394,0.0020000000000095497,192
633.59,180.964,144p,394,3.0570000000000164,192
634.34,181.638,144p,394,0.07599999999996498,192
640.001,187.3,144p,394,0,192
642.605,189.904,144p,394,5.684341886080802e-14,192
650.001,189.904,144p,394,7.395999999999958,192
651.563,189.981,144p,394,1.4850000000000136,192
652.313,190.658,144p,394,0.07299999999997908,192
660.001,198.346,144p,394,0.0,192
690.001,228.347,144p,394,0,192
720.001,258.348,144p,394,0,256
750.001,288.35,144p,394,0,256
780.001,318.351,144p,394,0,256
817.561,355.912,144p,394,0,256
820.001,355.912,144p,394,2.439999999999941,256
835.883,355.912,144p,394,15.882000000000062,256
840.001,355.912,144p,394,4.117999999999938,256
853.886,355.912,144p,394,13.884999999999991,256
860.001,355.912,144p,394,6.115000000000009,256
863.908,355.912,144p,394,3.907000000000039,256
870.001,355.912,144p,394,6.092999999999904,256
876.512,355.912,144p,394,6.510999999999967,256
878.314,355.912,144p,394,1.8020000000001346,256
880.001,355.912,144p,394,1.6869999999998981,256
890.916,355.912,144p,278,10.915000000000191,256
890.917,355.912,144p,278,0.0009999999999763531,256
910.321,355.988,144p,278,19.327999999999975,256
911.071,356.007,144p,278,0.7309999999999945,256
912.061,356.007,144p,278,0.9900000000000091,256
912.811,356.225,144p,278,0.5319999999999254,256
913.561,356.977,144p,278,0,256
920.001,363.416,144p,278,0.0009999999999763531,256
921.068,364.483,144p,278,0.0,256
922.223,364.563,144p,278,1.0749999999999318,256
922.973,365.239,144p,278,0.07399999999995543,256
930.001,372.267,144p,278,0.0,256
937.646,379.912,144p,278,0.0,256
940.001,379.912,144p,278,2.355000000000018,256
940.218,379.985,144p,278,0.14400000000000546,256
940.968,380.661,144p,278,0.07400000000006912,256
949.117,388.809,144p,278,0.0009999999999763531,256
950.001,388.809,144p,278,0.8840000000000146,256
961.222,388.884,144p,278,11.145999999999958,192
961.972,389.564,144p,278,0.06999999999993634,192
970.001,397.592,144p,278,0.00100000000009004,192
1000.001,427.593,144p,278,0,192
1060.001,487.596,144p,278,0,192
1080.083,507.678,144p,278,1.1368683772161603e-13,192
1086.467,507.759,144p,278,6.302999999999997,192
1087.217,508.44,144p,278,0.06899999999995998,192
1090.001,511.224,144p,278,0.0,192
1098.861,520.082,144p,278,0.002000000000066393,192
1100.001,520.082,144p,278,1.1399999999998727,192
1130.001,520.082,144p,278,30.0,192
1131.714,520.082,144p,394,1.7129999999999654,192
1131.715,520.082,144p,394,0.0009999999999763531,192
1144.317,520.082,144p,278,12.60200000000009,192
1144.318,520.082,144p,278,0.0009999999999763531,192
1162.322,520.082,144p,278,18.003999999999905,192
1170.001,520.082,144p,278,7.679000000000087,192
1178.524,520.082,144p,278,8.52299999999991,192
1180.001,520.082,144p,278,1.4770000000000891,192
1205.529,520.082,144p,278,25.52800000000002,128
1210.001,520.082,144p,278,4.47199999999998,128
1240.001,520.082,144p,278,30.0,128
1270.001,520.082,144p,278,30.0,128
1287.322,529.888,144p,278,7.514999999999873,128
1289.718,529.888,144p,278,2.3960000000001855,128
1290.001,529.888,144p,278,0.2829999999999018,128
1307.721,529.888,144p,278,17.720000000000027,128
1310.001,529.888,144p,278,2.2799999999999727,128
1334.726,529.888,144p,278,24.725000000000136,128
1340.001,529.888,144p,278,5.274999999999864,128
1365.331,529.888,144p,278,25.329999999999927,128
1370.001,529.888,144p,278,4.670000000000073,128
1379.734,529.888,144p,278,9.732999999999947,128
1380.001,529.888,144p,278,0.26700000000005275,128
1469.745,529.888,144p,278,89.74399999999991,64
1470.001,529.888,144p,278,0.2560000000000855,64
1493.148,529.888,144p,278,23.146999999999935,64
1500.001,529.888,144p,278,6.8530000000000655,64
1560.001,565.833,144p,278,24.055000000000064,64
1590.001,595.835,144p,278,0,64
1620.001,625.836,144p,278,0,64
1650.001,655.837,144p,278,0,64
1680.001,685.838,144p,278,0,128
1710.001,715.84,144p,278,0,128
1715.524,721.363,144p,278,0,128
1720.001,725.84,144p,278,1.1368683772161603e-13,128
1750.001,755.841,144p,278,0,128
1780.001,785.842,144p,278,0,128
1810.001,815.844,144p,278,0,128
1840.001,845.845,144p,278,0,128
1870.001,875.846,144p,278,0,128
1898.073,903.92,240p,395,0,128
1930.001,935.849,240p,395,0,192
1960.001,965.85,240p,395,0,192
1971.675,977.525,144p,394,0,192
1971.676,977.525,144p,394,0.0009999999999763531,192
1977.509,983.357,144p,394,0.00100000000009004,192
1980.001,983.357,144p,394,2.491999999999962,192
1990.086,983.443,144p,394,9.999000000000024,192
1990.836,984.125,144p,394,0.06799999999998363,192
1999.591,992.878,144p,394,0.0019999999998390194,192
2000.001,992.878,144p,394,0.41000000000008185,192
2144.059,999.906,144p,394,137.0300000000003,192
2150.001,999.906,144p,394,5.942000000000007,192
2178.263,999.906,144p,394,28.261999999999716,256
2180.001,999.906,144p,394,1.7380000000002838,256
2199.889,999.982,144p,394,19.811999999999898,256
2200.001,1000.003,144p,394,0.0909999999998945,256
2200.639,1000.003,144p,394,0.63799999999992,256
2201.643,1000.003,144p,394,1.0039999999999054,256
2202.394,1000.235,144p,394,0.5189999999997781,256
2203.144,1000.986,144p,394,0,256
2210.001,1007.843,144p,394,4.547473508864641e-13,256
2240.001,1037.844,144p,394,0,256
2270.001,1067.846,144p,394,0,256
2276.325,1074.168,144p,394,0.0019999999997253326,256
2280.002,1074.168,144p,394,3.6770000000001346,256
2470.001,1097.891,144p,278,166.27600000000007,192
2474.283,1097.891,144p,278,4.281999999999698,192
2480.001,1097.891,144p,278,5.718000000000302,192
2497.531,1097.975,144p,278,17.445999999999913,192
2498.282,1097.996,144p,278,0.7300000000000182,192
2499.269,1097.996,144p,278,0.9869999999996253,192
2499.877,1098.067,144p,278,0.5370000000002619,192
2500.001,1098.191,144p,278,2.2737367544323206e-13,192
2500.627,1098.818,144p,278,0,192
2510.001,1108.192,144p,278,2.2737367544323206e-13,192
2520.627,1118.819,240p,395,0,192
2528.273,1126.464,240p,395,0.0010000000002037268,192
2530.001,1126.464,240p,395,1.7280000000000655,192
2530.859,1126.539,240p,395,0.7829999999996744,192
2531.609,1127.206,240p,395,0.08300000000008367,192
2538.489,1134.086,240p,395,0.0,192
2540.001,1134.086,240p,395,1.512000000000171,192
2540.24,1134.086,144p,278,0.238999999999578,192
2577.9,1153.008,144p,278,18.738000000000284,192
2580.001,1153.008,144p,278,2.1010000000001128,192
2598.342,1153.083,144p,278,18.26599999999985,192
2599.093,1153.107,144p,278,0.7269999999998618,192
