real_time (s),video_playback_time (s),video_quality,bitrate (kbps),stall_in_this_segment (s),bandwidth
0.02,0.0,480p,397,0.02,64
3.301,0.0,480p,397,3.281,64
15.021,0.0,480p,397,11.72,64
17.715,0.0,480p,397,2.693999999999999,64
17.72,0.0,480p,397,0.004999999999999005,64
20.001,0.0,480p,397,2.2810000000000024,64
21.04,0.0,480p,397,1.038999999999998,64
30.001,0.0,480p,397,8.961000000000002,64
34.977,0.0,144p,394,4.9759999999999955,64
60.008,0.0,144p,394,25.031000000000006,64
75.675,0.003,144p,394,15.663999999999994,64
76.425,0.71,144p,394,0.043000000000006366,64
80.001,4.285,144p,394,0.0010000000000047748,64
101.941,26.216,144p,394,0.00899999999998613,64
110.001,26.216,144p,394,8.060000000000002,64
132.075,26.216,144p,394,22.073999999999984,64
138.133,26.295,144p,394,5.979000000000028,64
138.884,26.314,144p,394,0.7319999999999851,64
139.944,26.314,144p,394,1.0600000000000023,64
140.001,26.314,144p,394,0.05700000000001637,64
140.432,26.335,144p,394,0.40999999999996817,64
141.182,27.088,144p,394,0,64
150.001,35.906,144p,394,0.0010000000000047748,64
152.51,38.415,144p,394,0.0,64
153.858,39.763,144p,394,0.0,64
153.994,39.899,144p,394,0.0,64
160.001,39.899,144p,394,6.007000000000005,64
166.784,39.899,144p,394,6.782999999999987,64
170.001,39.899,144p,394,3.217000000000013,64
345.012,39.899,144p,394,175.011,128
350.001,39.899,144p,394,4.988999999999976,128
362.109,39.988,144p,394,12.019000000000005,128
362.859,40.01,144p,394,0.7280000000000086,128
363.944,40.01,144p,394,1.0850000000000364,128
364.447,40.073,144p,394,0.4399999999999977,128
365.197,40.825,144p,394,0,128
370.001,45.628,144p,394,0.0009999999999763531,128
400.001,75.629,144p,394,0,128
430.001,105.631,144p,394,0,128
460.001,135.632,144p,394,0,128
490.001,165.633,144p,394,0,192
524.271,199.903,144p,394,0.0,192
525.799,199.903,144p,394,1.52800000000002,192
530.001,199.903,144p,394,4.201999999999998,192
543.802,199.903,144p,394,13.801000000000045,192
550.001,199.903,144p,394,6.198999999999955,192
563.606,199.903,144p,394,13.605000000000018,192
570.001,199.903,144p,394,6.394999999999982,192
594.018,199.99,144p,394,23.930000000000064,192
594.768,200.012,144p,394,0.7280000000000086,192
595.77,200.012,144p,394,1.0019999999999527,192
596.52,200.239,144p,394,0.5229999999999677,192
597.27,200.991,144p,394,0,192
600.001,203.721,144p,394,0.0009999999999763531,192
606.186,209.904,144p,394,0.002000000000066393,192
608.253,209.975,144p,394,1.995999999999981,192
609.003,210.635,144p,394,0.09000000000003183,192
610.001,211.633,144p,394,0,192
619.253,220.884,144p,394,0.00100000000009004,192
620.001,220.884,144p,394,0.7479999999999336,192
620.739,220.958,144p,394,0.664000000000101,192
621.489,221.636,144p,394,0.07200000000000273,192
629.752,229.899,144p,394,0,192
630.001,229.899,144p,394,0.24900000000002365,192
637.548,229.979,144p,394,7.4669999999999845,192
638.299,230.656,144p,394,0.07400000000001228,192
640.001,232.358,144p,394,0.0,192
670.001,262.359,144p,394,0,192
700.001,292.361,144p,394,0,192
730.001,322.362,144p,394,0,256
760.001,352.363,144p,394,0,256
790.001,382.364,144p,394,0,256
805.126,397.489,144p,394,0.0,256
810.001,397.489,144p,394,4.875,256
814.638,397.489,144p,394,4.637000000000057,256
820.001,397.489,144p,394,5.362999999999943,256
914.59,397.582,144p,394,94.49600000000004,256
915.34,397.604,144p,394,0.7280000000000655,256
916.244,397.604,144p,394,0.9039999999999964,256
916.875,397.613,144p,394,0.6219999999998436,256
917.626,398.365,144p,394,0,256
920.001,400.74,144p,394,0.0,256
928.025,408.763,144p,394,0.0009999999999763531,256
930.001,408.763,144p,394,1.9760000000001128,256
938.157,408.844,144p,394,8.075000000000045,256
938.907,409.526,144p,394,0.06799999999998363,256
940.001,410.62,144p,394,0,256
949.277,419.896,144p,394,1.1368683772161603e-13,256
950.001,419.896,144p,394,0.7239999999999327,256
963.445,419.983,144p,394,13.356999999999971,192
964.195,420.666,144p,394,0.06700000000000728,192
970.001,426.472,144p,394,0.0,192
1000.001,456.473,144p,394,0,192
1030.001,486.474,144p,394,0,192
1060.001,516.476,144p,394,0,192
1090.001,546.477,144p,394,0,192
1203.123,606.578,144p,394,53.02100000000007,128
1203.598,607.05,144p,394,0.0029999999999290594,128
1210.001,607.05,144p,394,6.40300000000002,128
1240.001,607.05,144p,394,30.0,128
1290.001,641.177,144p,394,15.872999999999934,128
1320.001,671.178,144p,394,0,128
1380.001,731.18,144p,394,0,128
1410.001,761.182,144p,394,0,128
1414.224,765.403,144p,394,0.0019999999999527063,128
1420.001,765.403,144p,394,5.777000000000044,128
1450.001,765.403,144p,394,30.0,64
1462.891,772.76,144p,394,5.533000000000129,64
1470.001,772.76,144p,394,7.1099999999999,64
1477.227,772.845,144p,394,7.141000000000076,64
1477.978,773.527,144p,394,0.06899999999995998,64
1480.001,775.549,144p,394,0.0009999999999763531,64
1494.363,789.912,144p,394,0,64
1497.311,789.983,144p,394,2.8769999999999527,64
1498.062,790.663,144p,394,0.07099999999991269,64
1500.001,792.603,144p,394,0,64
1505.37,797.971,144p,394,0.0009999999998626663,64
1510.001,797.971,144p,394,4.6310000000000855,64
1560.001,831.277,144p,394,16.69399999999996,64
1590.001,861.278,144p,394,0,64
1620.001,891.279,144p,394,0,64
1650.001,921.28,144p,394,0,64
1657.116,928.395,144p,394,0.0,64
1660.001,928.395,144p,394,2.884999999999991,64
1686.794,936.804,144p,394,18.38400000000013,128
1690.001,936.804,144p,394,3.20699999999988,128
1694.673,936.876,144p,394,4.600000000000023,128
1695.424,937.543,144p,394,0.08399999999994634,128
1700.001,942.121,144p,394,0,128
1703.848,945.968,144p,394,0.0,128
1704.61,946.728,144p,394,0.0019999999999527063,128
1710.001,946.728,144p,394,5.391000000000076,128
1716.451,946.728,144p,394,6.4500000000000455,128
1720.001,946.728,144p,394,3.5499999999999545,128
1734.462,946.728,144p,394,14.461000000000013,128
1740.001,946.728,144p,394,5.538999999999987,128
1765.069,946.728,144p,394,25.067999999999984,128
1770.001,946.728,144p,394,4.932000000000016,128
1790.273,946.728,144p,394,20.271999999999935,128
1800.001,946.728,144p,394,9.728000000000065,128
1810.305,946.728,144p,278,10.304000000000087,128
1810.306,946.728,144p,278,0.0009999999999763531,128
1824.711,946.728,144p,278,14.404999999999973,128
1830.001,946.728,144p,278,5.289999999999964,128
1839.114,946.728,144p,278,9.113000000000056,128
1840.001,946.728,144p,278,0.8869999999999436,128
1855.317,946.728,144p,278,15.316000000000031,128
1860.001,946.728,144p,278,4.683999999999969,128
1869.72,946.728,144p,278,9.719000000000051,128
1870.001,946.728,144p,278,0.28099999999994907,128
1900.001,946.728,144p,278,30.0,128
1940.001,978.163,144p,278,8.56499999999994,192
1951.749,989.911,144p,278,1.1368683772161603e-13,192
1956.527,989.983,144p,278,4.706000000000017,192
1957.278,990.66,144p,278,0.07399999999995543,192
1960.001,993.383,144p,278,0,192
1964.707,998.088,144p,278,0.0010000000002037268,192
1970.001,998.088,144p,278,5.293999999999869,192
2010.308,1009.905,144p,278,28.49000000000001,192
2018.616,1009.977,144p,278,8.23599999999999,192
2019.366,1010.655,144p,278,0.07200000000000273,192
2020.001,1011.29,144p,278,0.0,192
2027.68,1018.968,144p,278,0.00100000000009004,192
2030.001,1018.968,144p,278,2.3209999999999127,192
2060.001,1018.968,144p,278,30.00000000000034,192
2076.307,1029.9,144p,278,5.3739999999993415,192
2080.001,1029.9,144p,278,3.6940000000004147,192
2084.567,1029.9,144p,394,4.5659999999998035,192
2107.376,1038.885,144p,394,13.824000000000296,192
2110.001,1038.885,144p,394,2.625,192
2147.544,1049.904,144p,394,26.52399999999966,192
2150.001,1049.904,144p,394,2.4570000000003347,192
2170.34,1049.904,144p,394,20.338999999999942,256
2180.001,1049.904,144p,394,9.661000000000058,256
2209.326,1049.976,144p,394,29.2529999999997,256
2210.001,1049.998,144p,394,0.6530000000002474,256
2210.076,1049.998,144p,394,0.0749999999998181,256
2211.045,1049.998,144p,394,0.9690000000000509,256
2211.795,1050.19,144p,394,0.5579999999999927,256
2212.545,1050.942,144p,394,0,256
2220.001,1058.397,144p,394,0.0010000000002037268,256
2221.123,1059.517,144p,394,0.0019999999997253326,256
2230.001,1059.517,144p,394,8.878000000000156,256
2250.715,1059.517,144p,394,20.713999999999942,256
2260.001,1059.517,144p,394,9.286000000000058,256
2266.918,1059.517,144p,394,6.916999999999916,256
2270.001,1059.517,144p,394,3.0830000000000837,256
2293.922,1059.517,144p,394,23.92099999999982,256
2300.001,1059.517,144p,394,6.079000000000178,256
2460.001,1059.517,144p,278,160.0,192
2475.278,1059.517,144p,278,15.276999999999589,192
2480.001,1059.517,144p,278,4.723000000000411,192
2520.001,1092.087,144p,278,7.430000000000064,192
2550.001,1122.088,144p,278,0,192
2580.001,1152.09,144p,278,0,192
2610.001,1182.091,144p,278,0,192
2626.098,1198.188,144p,278,0,192
2630.001,1198.188,144p,278,3.9030000000002474,192
2663.877,1208.343,144p,278,23.720999999999776,128
2667.601,1208.421,144p,278,3.6460000000001855,128
2668.352,1209.089,144p,278,0.0829999999998563,128
2670.001,1210.739,144p,278,0,128
2677.22,1217.957,144p,278,0.0009999999995216058,128
2678.399,1218.034,144p,278,1.1020000000000891,128
2679.149,1218.703,144p,278,0.08100000000013097,128
2680.001,1219.555,144p,278,2.2737367544323206e-13,128
2690.231,1229.784,144p,278,0.0009999999999763531,128
2694.108,1229.865,144p,278,3.796000000000049,128
2694.859,1230.546,144p,278,0.06999999999970896,128
2700.001,1235.689,144p,278,0,128
2730.001,1265.69,144p,278,0,128
2760.001,1295.692,144p,278,0,128
2789.608,1325.292,240p,395,0.007000000000061846,128
2820.001,1355.694,240p,395,0,128
2850.001,1385.695,240p,395,0,128
2880.001,1415.696,240p,395,0,64
2888.273,1423.969,144p,394,0,64
2888.274,1423.969,144p,394,0.0009999999997489795,64
2950.001,1449.897,144p,394,35.79900000000043,64
2951.265,1449.897,144p,394,1.263999999999669,64
2960.001,1449.897,144p,394,8.736000000000331,64
2965.668,1449.897,144p,278,5.666999999999916,64
2965.669,1449.897,144p,278,0.0009999999997489795,64
3004.927,1459.171,144p,278,29.98400000000015,64
3010.001,1459.171,144p,278,5.074000000000069,64
3016.627,1459.259,144p,278,6.5379999999997835,64
3017.377,1459.941,144p,278,0.06799999999998363,64
3020.001,1462.565,144p,278,2.2737367544323206e-13,64
3035.735,1478.299,144p,278,0.0,64
3038.077,1478.389,144p,278,2.25200000000018,64
3038.827,1479.067,144p,278,0.07199999999988904,64
3040.001,1480.241,144p,278,0.0,64
3044.883,1485.123,144p,278,0,64
3050.001,1485.123,144p,278,5.118000000000393,64
3100.001,1519.017,144p,278,16.105999999999995,64
3116.64,1535.656,144p,278,0,64
3120.001,1535.656,144p,278,3.361000000000331,128
3129.47,1535.728,144p,278,9.39699999999948,128
3130.001,1536.19,144p,278,0.06900000000041473,128
3130.22,1536.409,144p,278,0,128
3140.001,1546.191,144p,278,0,128
3157.102,1563.291,144p,278,0.0009999999997489795,128
3160.001,1563.291,144p,278,2.899000000000342,128
3190.001,1563.291,144p,278,30.0,128
3216.666,1584.39,144p,278,5.5659999999998035,128
3220.001,1584.39,144p,278,3.3350000000000364,128
3250.001,1584.39,144p,278,30.0,128
3268.845,1584.467,144p,278,18.766999999999598,128
3269.596,1584.489,144p,278,0.7290000000002692,128
3270.001,1584.489,144p,278,0.4050000000002001,128
3270.415,1584.489,144p,278,0.4139999999997599,128
3271.165,1584.534,144p,278,0.7049999999999272,128
3271.915,1585.285,144p,278,0,128
3280.001,1593.371,144p,278,2.2737367544323206e-13,128
3286.113,1599.482,144p,278,0.0009999999997489795,128
3290.001,1599.482,144p,278,3.8880000000003747,128
3292.374,1599.558,144p,278,2.2969999999995707,128
3293.124,1600.225,144p,278,0.08300000000008367,128
3300.001,1607.102,144p,278,2.2737367544323206e-13,128
3302.792,1609.892,144p,278,0.0009999999997489795,128
3310.001,1609.892,144p,278,7.209000000000287,128
3358.998,1636.169,240p,395,22.7199999999998,128
3375.541,1652.715,144p,278,0,192
3381.847,1659.019,144p,278,0.0019999999999527063,192
3390.001,1659.019,144p,278,8.153999999999996,192
3396.774,1659.089,144p,278,6.702999999999747,192
3397.524,1659.771,144p,278,0.06799999999998363,192
3400.001,1662.248,144p,278,2.2737367544323206e-13,192
3430.001,1692.249,144p,278,0,192
3444.348,1706.597,144p,278,0,192
3450.001,1706.597,144p,278,5.653000000000247,192
3472.921,1716.09,144p,278,13.42699999999968,192
3473.232,1716.181,144p,278,0.22000000000002728,192
3473.982,1716.849,144p,278,0.08200000000010732,192
3480.001,1722.868,144p,278,2.2737367544323206e-13,192
3483.122,1725.987,144p,278,0.001999999999497959,192
3490.001,1725.987,144p,278,6.87900000000036,192
3509.427,1726.075,144p,278,19.337999999999965,192
3510.001,1726.096,144p,278,0.553000000000111,192
3510.177,1726.096,144p,278,0.17599999999993088,192
3511.144,1726.096,144p,278,0.9669999999996435,192
3511.871,1726.263,144p,278,0.5600000000004002,192
3512.621,1727.015,144p,278,0,192
3520.001,1734.394,144p,278,0.0010000000002037268,192
3525.37,1739.762,144p,278,0.0009999999997489795,192
3530.001,1739.762,144p,278,4.631000000000313,192
3560.001,1739.762,144p,278,30.0,192
3574.835,1749.897,144p,278,4.698999999999842,192
3580.001,1749.897,144p,278,5.166000000000167,192
