real_time (s),video_playback_time (s),video_quality,bitrate (kbps),stall_in_this_segment (s),bandwidth
0.021,0.0,480p,397,0.021,64
3.863,0.0,480p,397,3.842,64
660.001,19.896,144p,394,636.242,128
666.397,19.984,144p,394,6.307999999999993,192
667.147,20.005,144p,394,0.7290000000000418,192
668.114,20.005,144p,394,0.9669999999999845,192
668.854,20.186,144p,394,0.5589999999999691,192
669.605,20.938,144p,394,0,192
670.001,21.334,144p,394,0.0,192
678.565,29.897,144p,394,0.0009999999999763531,192
680.001,29.897,144p,394,1.4359999999999218,192
710.001,29.897,144p,394,30.0,192
834.57,48.315,144p,278,106.15100000000018,256
840.001,48.315,144p,278,5.430999999999813,256
852.573,48.315,144p,278,12.572000000000116,256
860.001,48.315,144p,278,7.427999999999884,256
879.578,48.315,144p,278,19.576999999999998,256
880.001,48.315,144p,278,0.4230000000000018,256
910.001,48.315,144p,278,30.0,256
917.384,48.315,144p,278,7.383000000000038,256
920.001,48.315,144p,278,2.616999999999962,256
950.001,48.315,144p,278,30.0,256
967.791,48.315,144p,278,17.79000000000019,192
970.001,48.315,144p,278,2.209999999999809,192
985.06,48.396,144p,278,14.978000000000065,192
985.81,48.415,144p,278,0.7309999999999945,192
986.794,48.415,144p,278,0.9840000000000373,192
987.418,48.494,144p,278,0.5449999999999591,192
988.168,49.246,144p,278,0,192
990.001,51.079,144p,278,0.0,192
1020.001,81.08,144p,278,0,192
1050.001,111.081,144p,278,0,192
1080.001,141.082,144p,278,0,192
1110.001,171.083,144p,278,0,192
1130.37,191.453,144p,278,0,192
1140.001,201.085,144p,278,0,192
1142.972,204.056,144p,394,0.0,192
1142.973,204.056,144p,394,0.0009999999999763531,192
1149.853,210.936,144p,394,1.1368683772161603e-13,192
1150.001,210.936,144p,394,0.14799999999991087,192
1160.977,210.936,144p,394,10.976000000000113,192
1170.001,210.936,144p,394,9.023999999999887,192
1175.381,210.936,144p,394,5.380000000000109,192
1180.001,210.936,144p,394,4.619999999999891,192
1201.424,210.936,144p,394,21.423000000000002,128
1210.001,210.936,144p,394,8.576999999999998,128
1215.826,210.936,144p,394,5.8250000000000455,128
1220.001,210.936,144p,394,4.1749999999999545,128
1248.479,211.025,144p,394,28.38900000000001,128
1249.229,211.048,144p,394,0.7270000000000891,128
