real_time (s),video_playback_time (s),video_quality,bitrate (kbps),stall_in_this_segment (s),bandwidth
0.018,0.0,480p,397,0.018,64
6.476,0.0,480p,397,6.458,64
15.019,0.0,480p,397,8.543,64
20.001,0.0,480p,397,4.982000000000001,64
20.889,0.0,480p,397,0.8879999999999981,64
20.895,0.0,480p,397,0.006000000000000227,64
21.034,0.0,480p,397,0.13899999999999935,64
30.001,0.0,480p,397,8.967000000000002,64
40.001,0.0,480p,397,9.999999999999996,64
47.075,0.0,144p,394,7.074000000000005,64
60.001,0.0,144p,394,12.925999999999995,64
67.732,0.014,144p,394,7.717000000000006,64
68.482,0.738,144p,394,0.02599999999999625,64
70.001,2.256,144p,394,0.0010000000000047748,64
75.362,7.617,144p,394,0,64
78.999,7.704,144p,394,3.5500000000000114,64
79.75,8.379,144p,394,0.0759999999999934,64
80.001,8.63,144p,394,1.4210854715202004e-14,64
87.449,16.077,144p,394,0.000999999999990564,64
90.001,16.077,144p,394,2.5520000000000067,64
118.197,16.077,144p,394,28.195999999999998,64
120.001,16.077,144p,394,1.804000000000002,64
135.147,16.077,144p,394,15.145999999999987,64
140.001,16.077,144p,394,4.854000000000013,64
150.001,16.077,144p,394,10.0,64
166.524,16.077,144p,394,16.522999999999996,64
170.001,16.077,144p,394,3.477000000000004,64
340.001,16.077,144p,394,169.99999999999997,128
366.359,16.077,144p,394,26.358000000000004,128
370.001,16.077,144p,394,3.641999999999996,128
381.239,16.157,144p,394,11.158000000000015,128
381.998,16.18,144p,394,0.73599999999999,128
382.949,16.18,144p,394,0.9510000000000218,128
383.698,16.363,144p,394,0.5659999999999741,128
384.448,17.115,144p,394,0,128
390.001,22.666,144p,394,0.0020000000000095497,128
420.001,52.668,144p,394,0,128
480.001,112.67,144p,394,0,192
510.001,142.671,144p,394,0,192
515.0,147.671,144p,394,0,192
516.84,149.509,144p,394,0.0020000000000095497,192
520.001,149.509,144p,394,3.1609999999999445,192
527.603,149.509,144p,394,7.601999999999975,192
530.001,149.509,144p,394,2.3980000000000246,192
545.607,149.509,144p,394,15.605999999999995,192
550.001,149.509,144p,394,4.3940000000000055,192
572.611,149.509,144p,394,22.610000000000014,192
580.001,149.509,144p,394,7.389999999999986,192
588.819,149.509,144p,278,0.0,192
588.819,149.509,144p,278,8.817999999999984,192
603.223,149.509,144p,278,14.403999999999996,192
610.0,149.509,144p,278,6.777000000000044,192
640.001,149.509,144p,278,30.000999999999976,192
642.266,149.578,144p,278,2.1960000000000264,192
643.016,149.602,144p,278,0.7259999999999991,192
643.959,149.602,144p,278,0.9429999999999836,192
644.589,149.646,144p,278,0.5860000000001264,192
645.339,150.398,144p,278,0,192
650.001,155.059,144p,278,0.0009999999999763531,192
680.001,185.06,144p,278,0,192
710.001,215.061,144p,278,0,192
740.001,245.063,144p,278,0,256
770.001,275.064,144p,278,0,256
800.001,305.065,144p,278,0,256
811.072,316.136,144p,278,0.0,256
820.001,316.136,144p,278,8.928999999999974,256
820.993,316.221,144p,278,0.907000000000096,256
821.743,316.886,144p,278,0.08499999999997954,256
829.647,324.789,144p,278,0.0010000000000331966,256
830.001,324.789,144p,278,0.35399999999992815,256
860.001,324.789,144p,278,30.0,256
862.709,324.789,144p,278,2.70799999999997,256
870.001,324.789,144p,278,7.29200000000003,256
877.112,324.789,144p,278,7.11099999999999,256
880.001,324.789,144p,278,2.88900000000001,256
889.714,324.789,144p,278,9.71300000000008,256
890.001,324.789,144p,278,0.2869999999999209,256
911.057,324.789,144p,394,21.05600000000004,256
911.088,324.875,144p,394,0,256
911.838,324.898,144p,394,0.7269999999999754,256
912.759,324.898,144p,394,0.9210000000000491,256
913.398,324.93,144p,394,0.6070000000000846,256
914.148,325.682,144p,394,0,256
920.001,331.534,144p,394,0.0009999999999763531,256
950.001,361.536,144p,394,0,256
980.001,391.537,144p,394,0,192
