protocol, src_addr, dst_addr, tcp_bytes,quic_bytes,real_time
6	192.168.29.48	142.250.77.206	0		1.038664000
6	192.168.29.48	142.250.192.195	0		1.038676000
6	192.168.29.48	142.250.207.238	0		1.038680000
6	192.168.29.48	142.250.192.238	0		1.038684000
6	192.168.29.48	142.250.192.238	0		1.038688000
6	192.168.29.48	142.250.207.238	0		1.038691000
6	192.168.29.48	142.250.77.206	0		1.038695000
6	142.250.77.206	192.168.29.48	0		1.040793000
6	142.250.77.206	192.168.29.48	0		1.040807000
6	142.250.192.195	192.168.29.48	0		1.041045000
6	142.250.192.238	192.168.29.48	0		1.041299000
6	142.250.192.238	192.168.29.48	0		1.041308000
6	142.250.207.238	192.168.29.48	0		1.041310000
6	142.250.207.238	192.168.29.48	0		1.041311000
6	192.168.29.48	142.250.192.195	0		1.225906000
6	142.250.192.195	192.168.29.48	0		1.228533000
6	192.168.29.48	142.250.77.206	0		1.412475000
6	192.168.29.48	142.250.77.206	0		1.412486000
6	192.168.29.48	142.250.192.195	0		1.412490000
6	192.168.29.48	142.250.192.238	0		1.412494000
6	192.168.29.48	142.250.192.238	0		1.412497000
6	192.168.29.48	142.250.207.238	0		1.412500000
6	192.168.29.48	142.250.207.238	0		1.412503000
6	192.168.29.48	142.250.77.206	517		1.412507000
6	192.168.29.48	142.250.77.206	517		1.412510000
6	142.250.77.206	192.168.29.48	0		1.414412000
6	142.250.77.206	192.168.29.48	0		1.414500000
6	142.250.77.206	192.168.29.48	1430		1.480791000
6	142.250.77.206	192.168.29.48	1430		1.480813000
6	142.250.77.206	192.168.29.48	1430		1.481016000
6	142.250.77.206	192.168.29.48	1430		1.481149000
6	142.250.77.206	192.168.29.48	932		1.481158000
6	142.250.77.206	192.168.29.48	1430		1.481738000
6	142.250.77.206	192.168.29.48	1430		1.481854000
6	142.250.77.206	192.168.29.48	1430		1.481984000
6	142.250.77.206	192.168.29.48	1430		1.482099000
6	142.250.77.206	192.168.29.48	932		1.482108000
6	192.168.29.48	142.250.192.195	517		1.599396000
6	192.168.29.48	142.250.192.238	517		1.599406000
6	142.250.192.238	192.168.29.48	0		1.601324000
6	142.250.192.195	192.168.29.48	0		1.601613000
6	142.250.192.195	192.168.29.48	1430		1.668533000
6	142.250.192.195	192.168.29.48	1430		1.668549000
6	142.250.192.195	192.168.29.48	1430		1.668780000
6	142.250.192.195	192.168.29.48	393		1.668788000
6	142.250.192.238	192.168.29.48	1430		1.668927000
6	142.250.192.238	192.168.29.48	1430		1.669059000
6	142.250.192.238	192.168.29.48	1430		1.669067000
6	142.250.192.238	192.168.29.48	1430		1.669288000
6	142.250.192.238	192.168.29.48	932		1.669296000
6	157.240.7.54	192.168.20.4	0		1.740041000
6	192.168.29.48	142.250.192.238	517		1.786871000
6	192.168.29.48	142.250.207.238	517		1.786878000
6	192.168.29.48	142.250.207.238	517		1.786882000
6	192.168.29.48	142.250.192.195	0		1.786899000
6	142.250.207.238	192.168.29.48	0		1.788912000
6	142.250.192.238	192.168.29.48	0		1.788939000
6	142.250.207.238	192.168.29.48	0		1.789139000
6	142.250.192.238	192.168.29.48	1430		1.857345000
6	142.250.192.238	192.168.29.48	1430		1.857361000
6	142.250.207.238	192.168.29.48	1430		1.857575000
6	142.250.207.238	192.168.29.48	1430		1.857692000
6	142.250.207.238	192.168.29.48	1430		1.857806000
6	142.250.207.238	192.168.29.48	1430		1.857937000
6	142.250.192.238	192.168.29.48	1430		1.858062000
6	142.250.192.238	192.168.29.48	1430		1.858151000
6	142.250.207.238	192.168.29.48	934		1.858232000
6	142.250.192.238	192.168.29.48	933		1.858314000
6	142.250.207.238	192.168.29.48	1430		1.858544000
6	142.250.207.238	192.168.29.48	1430		1.858675000
6	142.250.207.238	192.168.29.48	1430		1.858789000
6	142.250.207.238	192.168.29.48	1430		1.858921000
