protocol,tcp_bytes,quic_bytes,real_time
17,0.0,1258.0,0.093317
17,0.0,86.0,0.094643
6,0.0,0.0,0.100825
17,0.0,1258.0,0.171046
17,0.0,1258.0,0.173422
6,0.0,0.0,0.17738
6,0.0,0.0,0.178257
6,783.0,0.0,0.178278
6,0.0,0.0,0.18103
17,0.0,1258.0,0.232973
17,0.0,1258.0,0.234397
17,0.0,49.0,0.236556
17,0.0,1258.0,0.23674
17,0.0,224.0,0.237453
17,0.0,173.0,0.239836
17,0.0,749.0,0.241209
17,0.0,1254.0,0.241368
17,0.0,1258.0,0.24143
17,0.0,1258.0,0.241455
17,0.0,454.0,0.241488
17,0.0,966.0,0.310029
17,0.0,129.0,0.311246
17,0.0,41.0,0.311908
17,0.0,35.0,0.313452
6,2716.0,0.0,0.324891
6,0.0,0.0,0.325996
6,2136.0,0.0,0.329077
6,0.0,0.0,0.329437
6,74.0,0.0,0.330903
6,0.0,0.0,0.331072
17,0.0,41.0,0.340294
17,0.0,33.0,0.348677
17,0.0,33.0,0.379422
6,974.0,0.0,0.388458
6,0.0,0.0,0.427015
17,0.0,1254.0,0.458719
17,0.0,43.0,0.460092
17,0.0,1142.0,0.460582
17,0.0,284.0,0.460661
17,0.0,41.0,0.462242
17,0.0,1258.0,0.500394
17,0.0,88.0,0.501175
17,0.0,356.0,0.501203
17,0.0,33.0,0.548471
17,0.0,1258.0,0.603729
17,0.0,1258.0,0.64112
17,0.0,796.0,0.641723
17,0.0,186.0,0.641874
17,0.0,33.0,0.641941
17,0.0,87.0,0.646501
17,0.0,41.0,0.646683
17,0.0,41.0,0.668926
17,0.0,128.0,0.707109
17,0.0,33.0,0.707231
17,0.0,41.0,0.708054
17,0.0,1254.0,0.715173
17,0.0,1258.0,0.715522
17,0.0,1258.0,0.71566
17,0.0,43.0,0.716829
17,0.0,41.0,0.716935
17,0.0,1258.0,0.718481
17,0.0,1258.0,0.721124
17,0.0,1258.0,0.72142
17,0.0,41.0,0.722362
17,0.0,1258.0,0.726294
17,0.0,1258.0,0.726558
17,0.0,1258.0,0.72665
17,0.0,1258.0,0.726703
17,0.0,41.0,0.727316
17,0.0,41.0,0.727426
17,0.0,183.0,0.73108
17,0.0,41.0,0.755643
17,0.0,33.0,0.775539
17,0.0,1258.0,1.225644
17,0.0,87.0,1.226336
6,0.0,0.0,1.22712
6,0.0,0.0,1.228772
6,0.0,0.0,1.230625
6,0.0,0.0,1.310985
6,0.0,0.0,1.311306
6,0.0,0.0,1.311328
6,0.0,0.0,1.311394
6,0.0,0.0,1.311407
6,0.0,0.0,1.31146
6,789.0,0.0,1.312217
6,789.0,0.0,1.312419
6,0.0,0.0,1.312549
6,0.0,0.0,1.312599
6,517.0,0.0,1.31262
6,0.0,0.0,1.312701
17,0.0,1258.0,1.335701
17,0.0,1258.0,1.343447
17,0.0,1258.0,1.34997
17,0.0,81.0,1.350109
17,0.0,258.0,1.350139
17,0.0,142.0,1.350163
17,0.0,134.0,1.350185
17,0.0,795.0,1.350214
17,0.0,209.0,1.35066
17,0.0,41.0,1.350969
17,0.0,33.0,1.35102
17,0.0,128.0,1.394946
17,0.0,37.0,1.395467
17,0.0,41.0,1.395921
17,0.0,33.0,1.396011
17,0.0,33.0,1.396159
6,387.0,0.0,1.398699
6,0.0,0.0,1.399093
6,74.0,0.0,1.399878
6,0.0,0.0,1.399986
17,0.0,37.0,1.401004
17,0.0,41.0,1.401544
6,387.0,0.0,1.403698
6,0.0,0.0,1.404146
6,74.0,0.0,1.405059
6,0.0,0.0,1.405177
6,5432.0,0.0,1.411071
6,0.0,0.0,1.412432
6,1483.0,0.0,1.412475
6,0.0,0.0,1.412655
6,74.0,0.0,1.413905
6,0.0,0.0,1.414006
17,0.0,979.0,1.428057
17,0.0,705.0,1.428199
17,0.0,33.0,1.428268
17,0.0,33.0,1.428313
17,0.0,43.0,1.429742
17,0.0,43.0,1.429839
17,0.0,41.0,1.429865
17,0.0,43.0,1.43277
17,0.0,43.0,1.444577
17,0.0,1258.0,1.447816
17,0.0,85.0,1.448394
17,0.0,1258.0,1.449069
17,0.0,85.0,1.449556
17,0.0,329.0,1.449586
17,0.0,330.0,1.449611
17,0.0,703.0,1.449645
17,0.0,33.0,1.449709
17,0.0,43.0,1.450716
17,0.0,49.0,1.45094
17,0.0,1258.0,1.456062
17,0.0,87.0,1.456742
17,0.0,328.0,1.456773
6,980.0,0.0,1.462707
6,980.0,0.0,1.46788
17,0.0,33.0,1.470001
6,980.0,0.0,1.470041
17,0.0,1258.0,1.497869
17,0.0,1258.0,1.500079
6,0.0,0.0,1.503303
6,0.0,0.0,1.506998
6,0.0,0.0,1.507014
17,0.0,1258.0,1.512833
17,0.0,1258.0,1.512923
17,0.0,49.0,1.513458
17,0.0,1258.0,1.514817
17,0.0,404.0,1.515232
17,0.0,455.0,1.516002
17,0.0,1258.0,1.51674
17,0.0,1258.0,1.51857
17,0.0,1258.0,1.518614
17,0.0,1258.0,1.518659
17,0.0,49.0,1.518858
17,0.0,1258.0,1.520621
17,0.0,396.0,1.520702
17,0.0,455.0,1.521273
17,0.0,33.0,1.524906
17,0.0,33.0,1.525036
17,0.0,1258.0,1.537845
17,0.0,1258.0,1.539945
17,0.0,1258.0,1.540046
17,0.0,1258.0,1.54018
17,0.0,1258.0,1.540268
17,0.0,49.0,1.540548
17,0.0,401.0,1.541686
17,0.0,49.0,1.541775
17,0.0,456.0,1.542621
17,0.0,538.0,1.558959
17,0.0,124.0,1.55948
17,0.0,41.0,1.559867
17,0.0,35.0,1.559955
17,0.0,215.0,1.559997
17,0.0,43.0,1.560805
17,0.0,538.0,1.590719
17,0.0,124.0,1.591477
17,0.0,41.0,1.591924
17,0.0,35.0,1.592033
17,0.0,215.0,1.592312
17,0.0,43.0,1.593055
17,0.0,538.0,1.615104
17,0.0,124.0,1.615259
17,0.0,35.0,1.615347
17,0.0,41.0,1.616105
17,0.0,215.0,1.616956
17,0.0,43.0,1.617633
17,0.0,33.0,1.643886
17,0.0,33.0,1.64574
17,0.0,33.0,1.679948
17,0.0,1258.0,1.765064
17,0.0,87.0,1.766073
17,0.0,971.0,1.766136
17,0.0,1254.0,1.766165
17,0.0,305.0,1.76619
17,0.0,1258.0,1.817668
17,0.0,1258.0,1.819556
17,0.0,1258.0,1.819685
17,0.0,1258.0,1.820162
17,0.0,49.0,1.820245
17,0.0,1258.0,1.826176
17,0.0,405.0,1.826304
17,0.0,96.0,1.827706
17,0.0,1258.0,1.827784
17,0.0,1258.0,1.82781
17,0.0,538.0,1.859718
17,0.0,124.0,1.859838
17,0.0,41.0,1.860732
17,0.0,35.0,1.869862
17,0.0,367.0,1.879813
17,0.0,1258.0,1.882177
17,0.0,85.0,1.883189
17,0.0,43.0,1.883227
17,0.0,1254.0,1.883256
17,0.0,1258.0,1.883289
17,0.0,1258.0,1.883315
17,0.0,270.0,1.883337
17,0.0,58.0,1.883359
17,0.0,1254.0,1.883394
17,0.0,1258.0,1.88403
17,0.0,41.0,1.884465
17,0.0,1258.0,1.885993
17,0.0,1258.0,1.886128
17,0.0,41.0,1.886566
17,0.0,1258.0,1.888184
17,0.0,1258.0,1.889815
17,0.0,41.0,1.890284
17,0.0,1258.0,1.903527
17,0.0,1258.0,1.903617
17,0.0,1099.0,1.903639
17,0.0,41.0,1.904283
17,0.0,41.0,1.929495
17,0.0,33.0,1.971747
17,0.0,1254.0,1.978812
17,0.0,41.0,1.979484
17,0.0,1258.0,1.983871
17,0.0,87.0,1.985188
17,0.0,787.0,1.985702
17,0.0,191.0,1.9858
17,0.0,41.0,1.986016
17,0.0,33.0,2.008595
17,0.0,41.0,2.011483
17,0.0,33.0,2.050732
17,0.0,35.0,2.057823
17,0.0,323.0,2.061738
17,0.0,33.0,2.061832
17,0.0,43.0,2.063064
17,0.0,128.0,2.063646
17,0.0,41.0,2.063967
17,0.0,33.0,2.130664
17,0.0,205.0,26.564431
17,0.0,206.0,26.564752
17,0.0,205.0,26.56486
17,0.0,35.0,26.599118
17,0.0,35.0,26.59951
17,0.0,35.0,26.599575
17,0.0,36.0,26.599645
17,0.0,43.0,26.600556
17,0.0,36.0,26.601669
17,0.0,36.0,26.601862
17,0.0,43.0,26.602364
17,0.0,43.0,26.602427
17,0.0,33.0,26.659243
17,0.0,33.0,26.670157
17,0.0,33.0,26.670276
17,0.0,1258.0,41.860336
17,0.0,88.0,41.861285
17,0.0,1258.0,41.97937
17,0.0,1258.0,42.019908
17,0.0,87.0,42.021366
17,0.0,792.0,42.02155
17,0.0,757.0,42.021646
17,0.0,1254.0,42.021753
17,0.0,1258.0,42.021835
17,0.0,1258.0,42.021914
17,0.0,950.0,42.021984
17,0.0,206.0,42.022057
17,0.0,33.0,42.022294
17,0.0,42.0,42.022657
17,0.0,128.0,42.098442
17,0.0,37.0,42.12354
17,0.0,41.0,42.124461
17,0.0,33.0,42.158361
17,0.0,33.0,42.198706
17,0.0,1258.0,42.25986
17,0.0,33.0,42.259976
17,0.0,41.0,42.26049
17,0.0,950.0,42.310286
17,0.0,33.0,42.323539
17,0.0,1254.0,42.419458
17,0.0,45.0,42.420629
17,0.0,1157.0,42.423483
17,0.0,286.0,42.42359
17,0.0,41.0,42.424382
17,0.0,33.0,42.425586
17,0.0,128.0,42.472499
17,0.0,1254.0,42.473994
17,0.0,1258.0,42.474245
17,0.0,33.0,42.475201
17,0.0,1258.0,42.475976
17,0.0,1258.0,42.476061
17,0.0,1258.0,42.48041
17,0.0,1258.0,42.480494
17,0.0,825.0,42.483674
17,0.0,37.0,42.548231
17,0.0,41.0,42.574307
17,0.0,34.0,42.658466
17,0.0,1258.0,42.732682
17,0.0,34.0,42.743647
17,0.0,33.0,42.779829
17,0.0,41.0,42.780452
17,0.0,34.0,42.825556
17,0.0,34.0,42.888306
17,0.0,34.0,42.915181
17,0.0,33.0,42.944891
17,0.0,33.0,42.983405
17,0.0,121.0,43.028261
17,0.0,43.0,43.029927
17,0.0,96.0,43.030564
17,0.0,41.0,43.056941
17,0.0,33.0,43.113297
17,0.0,1258.0,47.564271
17,0.0,85.0,47.565032
17,0.0,971.0,47.565112
17,0.0,828.0,47.565137
17,0.0,1254.0,47.565156
17,0.0,309.0,47.565173
17,0.0,1254.0,47.565189
17,0.0,308.0,47.565205
17,0.0,1258.0,47.665913
17,0.0,1258.0,47.666143
17,0.0,1258.0,47.66623
17,0.0,49.0,47.667195
17,0.0,1258.0,47.668322
17,0.0,49.0,47.66842
17,0.0,401.0,47.668532
17,0.0,96.0,47.669575
17,0.0,1258.0,47.669645
17,0.0,1258.0,47.669672
17,0.0,1258.0,47.669696
17,0.0,1068.0,47.669717
17,0.0,538.0,47.724505
17,0.0,124.0,47.726599
17,0.0,42.0,47.727111
17,0.0,36.0,47.7501
17,0.0,35.0,47.760815
17,0.0,41.0,47.761252
17,0.0,361.0,47.764446
17,0.0,1254.0,47.764574
17,0.0,43.0,47.765481
17,0.0,1258.0,47.767424
17,0.0,1258.0,47.767564
17,0.0,41.0,47.768009
17,0.0,1258.0,47.771451
17,0.0,1258.0,47.771839
17,0.0,41.0,47.771989
17,0.0,1258.0,47.775234
17,0.0,41.0,47.776056
17,0.0,1258.0,47.776241
17,0.0,1258.0,47.776367
17,0.0,41.0,47.776603
17,0.0,1258.0,47.778716
17,0.0,43.0,47.779243
17,0.0,1258.0,47.780989
17,0.0,1258.0,47.781108
17,0.0,1258.0,47.781161
17,0.0,41.0,47.781575
17,0.0,1258.0,47.784886
17,0.0,1258.0,47.784991
17,0.0,41.0,47.785412
17,0.0,1258.0,47.786578
17,0.0,41.0,47.786856
17,0.0,1258.0,47.788433
17,0.0,1258.0,47.790517
17,0.0,1258.0,47.790598
17,0.0,41.0,47.790814
17,0.0,1258.0,47.794459
17,0.0,41.0,47.794738
17,0.0,1258.0,47.798467
17,0.0,1258.0,47.803234
17,0.0,1258.0,47.803364
17,0.0,1258.0,47.803435
17,0.0,1258.0,47.80349
17,0.0,41.0,47.803666
17,0.0,41.0,47.803973
17,0.0,1258.0,47.805793
17,0.0,1258.0,47.80597
17,0.0,1258.0,47.806067
17,0.0,41.0,47.806522
17,0.0,41.0,47.806593
17,0.0,1258.0,47.808477
17,0.0,1258.0,47.810357
17,0.0,1258.0,47.810449
17,0.0,41.0,47.810835
17,0.0,1258.0,47.813608
17,0.0,41.0,47.814159
17,0.0,1258.0,47.815802
17,0.0,1258.0,47.815927
17,0.0,41.0,47.816325
17,0.0,1258.0,47.821932
17,0.0,1258.0,47.82203
17,0.0,1258.0,47.822085
17,0.0,1258.0,47.822136
17,0.0,1258.0,47.822186
17,0.0,41.0,47.822247
17,0.0,41.0,47.822361
17,0.0,1258.0,47.824561
17,0.0,41.0,47.824904
17,0.0,1258.0,47.826411
17,0.0,1258.0,47.826494
17,0.0,41.0,47.826711
17,0.0,1258.0,47.828593
17,0.0,1258.0,47.830515
17,0.0,1258.0,47.830595
17,0.0,1258.0,47.830657
17,0.0,1258.0,47.830707
17,0.0,41.0,47.831072
17,0.0,41.0,47.831115
17,0.0,1258.0,47.83443
17,0.0,41.0,47.834848
17,0.0,1258.0,47.836197
17,0.0,1258.0,47.836271
17,0.0,44.0,47.836618
17,0.0,1258.0,47.838927
17,0.0,1258.0,47.84089
17,0.0,1258.0,47.840968
17,0.0,1258.0,47.841018
17,0.0,41.0,47.841338
17,0.0,41.0,47.841375
17,0.0,1258.0,47.843848
17,0.0,1258.0,47.843935
17,0.0,41.0,47.84436
17,0.0,1258.0,47.845824
17,0.0,1258.0,47.845914
17,0.0,1258.0,47.845968
17,0.0,41.0,47.846345
17,0.0,1258.0,47.848635
17,0.0,1258.0,47.848721
17,0.0,41.0,47.849099
17,0.0,1258.0,47.850977
17,0.0,1258.0,47.851107
17,0.0,1258.0,47.851195
17,0.0,1258.0,47.851251
17,0.0,41.0,47.85164
17,0.0,41.0,47.851691
17,0.0,1258.0,47.854393
17,0.0,41.0,47.854735
17,0.0,1258.0,47.855607
17,0.0,1258.0,47.855689
17,0.0,1258.0,47.855744
17,0.0,41.0,47.855812
17,0.0,1258.0,47.858439
17,0.0,41.0,47.858892
17,0.0,1258.0,47.860978
17,0.0,1258.0,47.861058
17,0.0,1258.0,47.861127
17,0.0,41.0,47.861485
17,0.0,1258.0,47.863962
17,0.0,41.0,47.864465
17,0.0,1258.0,47.865946
17,0.0,1258.0,47.866101
17,0.0,41.0,47.866711
17,0.0,1258.0,47.868586
17,0.0,1258.0,47.870823
17,0.0,1258.0,47.870972
17,0.0,1258.0,47.87105
17,0.0,41.0,47.871684
17,0.0,41.0,47.871761
17,0.0,1258.0,47.873446
17,0.0,103.0,47.873559
17,0.0,41.0,47.873975
17,0.0,1258.0,47.875851
17,0.0,1258.0,47.875974
17,0.0,1258.0,47.876034
17,0.0,41.0,47.876244
17,0.0,1258.0,47.878389
17,0.0,41.0,47.878817
17,0.0,1258.0,47.88082
17,0.0,1258.0,47.88092
17,0.0,1258.0,47.881
17,0.0,41.0,47.881391
17,0.0,1258.0,47.884588
17,0.0,46.0,47.885004
17,0.0,1258.0,47.885678
17,0.0,1258.0,47.885812
17,0.0,41.0,47.886066
17,0.0,1258.0,47.890717
17,0.0,1258.0,47.89452
17,0.0,1258.0,47.894609
17,0.0,41.0,47.894967
17,0.0,1258.0,47.896585
17,0.0,1258.0,47.89667
17,0.0,1258.0,47.898973
17,0.0,1258.0,47.900819
17,0.0,1258.0,47.900905
17,0.0,1258.0,47.900957
17,0.0,1258.0,47.903533
17,0.0,41.0,47.903913
17,0.0,1258.0,47.905568
17,0.0,1258.0,47.905644
17,0.0,1258.0,47.905709
17,0.0,1258.0,47.905758
17,0.0,1258.0,47.905805
17,0.0,1258.0,47.90586
17,0.0,1258.0,47.908689
17,0.0,1258.0,47.908775
17,0.0,1258.0,47.908854
17,0.0,1258.0,47.908904
17,0.0,42.0,47.913913
17,0.0,1258.0,47.923752
17,0.0,1258.0,47.923858
17,0.0,1258.0,47.92391
17,0.0,1258.0,47.923958
17,0.0,1258.0,47.92606
17,0.0,1258.0,47.926188
17,0.0,1258.0,47.926254
17,0.0,1258.0,47.926309
17,0.0,1258.0,47.926373
17,0.0,1258.0,47.926423
17,0.0,1258.0,47.926494
17,0.0,1258.0,47.926552
17,0.0,1258.0,47.926619
17,0.0,1258.0,47.926669
17,0.0,1258.0,47.926726
17,0.0,1258.0,47.926817
17,0.0,1258.0,47.926876
17,0.0,1258.0,47.927044
17,0.0,1258.0,47.92714
17,0.0,1258.0,47.927196
17,0.0,1258.0,47.927266
17,0.0,1258.0,47.927319
17,0.0,1258.0,47.927373
17,0.0,507.0,47.927428
17,0.0,42.0,47.932073
17,0.0,823.0,47.938709
17,0.0,821.0,47.938808
17,0.0,1254.0,47.938836
17,0.0,292.0,47.938858
17,0.0,1254.0,47.938879
17,0.0,292.0,47.938909
17,0.0,34.0,47.951007
17,0.0,37.0,47.974446
17,0.0,37.0,47.97941
17,0.0,41.0,47.982108
17,0.0,34.0,47.985962
17,0.0,45.0,47.986048
17,0.0,44.0,47.986748
17,0.0,1254.0,47.989683
17,0.0,1258.0,47.989773
17,0.0,1258.0,47.989844
17,0.0,1258.0,47.989897
17,0.0,1258.0,47.989946
17,0.0,1258.0,47.990001
17,0.0,1258.0,47.990051
17,0.0,1258.0,47.9901
17,0.0,1258.0,47.991502
17,0.0,1258.0,47.991605
17,0.0,1258.0,47.991659
17,0.0,1258.0,47.991706
17,0.0,1258.0,47.991761
17,0.0,1258.0,47.991808
17,0.0,1258.0,47.993489
17,0.0,1258.0,47.993603
17,0.0,1258.0,47.993657
17,0.0,1258.0,47.993709
17,0.0,1258.0,47.995791
17,0.0,1258.0,47.995879
17,0.0,1258.0,47.995931
17,0.0,1258.0,47.995994
17,0.0,1258.0,47.996062
17,0.0,1258.0,47.99611
17,0.0,1258.0,47.996181
17,0.0,1258.0,47.996244
17,0.0,1258.0,47.996294
17,0.0,1258.0,47.996356
17,0.0,41.0,47.997726
17,0.0,1258.0,47.998465
17,0.0,1258.0,47.998548
17,0.0,1258.0,47.998598
17,0.0,1258.0,47.998673
17,0.0,1258.0,48.001541
17,0.0,1258.0,48.001649
17,0.0,1258.0,48.001725
17,0.0,1258.0,48.001775
17,0.0,1258.0,48.001829
17,0.0,1258.0,48.001889
17,0.0,1258.0,48.001941
17,0.0,1258.0,48.001992
17,0.0,1258.0,48.002052
17,0.0,1258.0,48.002104
17,0.0,1258.0,48.002153
17,0.0,44.0,48.0027
17,0.0,1258.0,48.005512
17,0.0,1258.0,48.005622
17,0.0,1258.0,48.005679
17,0.0,1258.0,48.00575
17,0.0,1258.0,48.005804
17,0.0,1258.0,48.005856
17,0.0,1258.0,48.005907
17,0.0,1258.0,48.005994
17,0.0,1258.0,48.006062
17,0.0,1258.0,48.006115
17,0.0,1258.0,48.006191
17,0.0,1258.0,48.006259
17,0.0,1258.0,48.006327
17,0.0,1258.0,48.006405
17,0.0,1258.0,48.008692
17,0.0,1258.0,48.008877
17,0.0,1258.0,48.008918
17,0.0,1258.0,48.008936
17,0.0,42.0,48.010367
17,0.0,1258.0,48.010871
17,0.0,1258.0,48.010979
17,0.0,1258.0,48.011036
17,0.0,1258.0,48.013842
17,0.0,1258.0,48.013941
17,0.0,1258.0,48.013995
17,0.0,1258.0,48.014043
17,0.0,1258.0,48.015554
17,0.0,1258.0,48.015641
17,0.0,1258.0,48.015692
17,0.0,1258.0,48.015742
17,0.0,1258.0,48.01581
17,0.0,1258.0,48.015862
17,0.0,42.0,48.018268
17,0.0,1258.0,48.035577
17,0.0,1258.0,48.037667
17,0.0,1258.0,48.039634
17,0.0,1258.0,48.039748
17,0.0,1258.0,48.039821
17,0.0,1258.0,48.041721
17,0.0,1258.0,48.041814
17,0.0,1258.0,48.041884
17,0.0,1258.0,48.041932
17,0.0,1258.0,48.04198
17,0.0,1258.0,48.042047
17,0.0,1258.0,48.042097
17,0.0,41.0,48.042641
17,0.0,1258.0,48.043451
17,0.0,1258.0,48.043556
17,0.0,1258.0,48.04361
17,0.0,1258.0,48.04366
17,0.0,1258.0,48.043708
17,0.0,41.0,48.050536
17,0.0,1258.0,48.059188
17,0.0,1258.0,48.059276
17,0.0,1258.0,48.059329
17,0.0,1258.0,48.0594
17,0.0,1258.0,48.059448
17,0.0,1258.0,48.059496
17,0.0,1258.0,48.05955
17,0.0,1258.0,48.059599
17,0.0,1258.0,48.059646
17,0.0,1258.0,48.059701
17,0.0,1258.0,48.059772
17,0.0,1258.0,48.05982
17,0.0,1258.0,48.059875
17,0.0,1258.0,48.059924
17,0.0,1258.0,48.059973
17,0.0,1258.0,48.060042
17,0.0,1258.0,48.060091
17,0.0,1258.0,48.060141
17,0.0,1258.0,48.060197
17,0.0,1258.0,48.060259
17,0.0,1258.0,48.06031
17,0.0,1258.0,48.060357
17,0.0,1258.0,48.060417
17,0.0,1258.0,48.060484
17,0.0,1258.0,48.060533
17,0.0,1258.0,48.060587
17,0.0,1258.0,48.060654
17,0.0,1258.0,48.060705
17,0.0,1258.0,48.060772
17,0.0,1258.0,48.06084
17,0.0,41.0,48.066563
17,0.0,1258.0,48.06855
17,0.0,1258.0,48.068705
17,0.0,1258.0,48.068768
17,0.0,1258.0,48.068821
17,0.0,1258.0,48.06888
17,0.0,1258.0,48.070542
17,0.0,1258.0,48.070674
17,0.0,1258.0,48.070757
17,0.0,1258.0,48.070923
17,0.0,1258.0,48.071024
17,0.0,1258.0,48.07113
17,0.0,1258.0,48.071252
17,0.0,1258.0,48.07134
