real_time (s),video_playback_time (s),video_quality,bitrate (kbps),stall_in_this_segment (s),bandwidth
0.027,0.0,480p,397,0.027,64
6.499,0.0,480p,397,6.4719999999999995,64
390.001,39.383,144p,394,344.11899999999997,128
408.684,39.383,144p,394,18.68300000000005,128
410.001,39.383,144p,394,1.3169999999999504,128
429.623,39.466,144p,394,19.538999999999987,128
430.001,39.487,144p,394,0.3569999999999709,128
430.374,39.487,144p,394,0.3730000000000473,128
431.242,39.487,144p,394,0.867999999999995,128
431.992,39.581,144p,394,0.6560000000000059,128
432.742,40.333,144p,394,0,128
440.001,47.592,144p,394,0.0,128
440.743,48.332,144p,394,0.0020000000000095497,128
444.013,48.332,144p,394,3.269999999999982,128
450.001,48.332,144p,394,5.9879999999999995,128
462.024,48.332,144p,394,12.023000000000025,128
470.002,48.332,144p,394,7.978000000000009,128
499.832,48.332,144p,394,29.829999999999984,192
500.001,48.332,144p,394,0.16899999999998272,192
700.001,48.332,144p,394,200.0,192
720.64,48.406,144p,394,20.565000000000055,256
721.39,48.427,144p,394,0.7289999999999281,256
722.382,48.427,144p,394,0.9919999999999618,256
722.992,48.502,144p,394,0.5350000000000819,256
723.742,49.254,144p,394,0,256
730.001,55.512,144p,394,0.00100000000009004,256
740.286,65.798,144p,394,0,256
750.001,75.513,144p,394,0.0,256
780.001,105.515,144p,394,0,256
810.001,135.516,144p,394,0,256
812.746,138.261,144p,394,0.0,256
813.542,139.055,144p,394,0.002000000000066393,256
820.001,139.055,144p,394,6.458999999999833,256
827.15,139.055,144p,394,7.149000000000115,256
830.001,139.055,144p,394,2.8509999999998854,256
845.154,139.055,144p,394,15.15300000000002,256
850.001,139.055,144p,394,4.84699999999998,256
872.158,139.055,144p,394,22.157000000000153,256
880.001,139.055,144p,394,7.842999999999847,256
910.001,139.055,144p,394,30.0,256
928.886,139.145,144p,394,18.795000000000073,256
929.636,139.168,144p,394,0.7269999999999754,256
930.001,139.168,144p,394,0.3650000000000091,256
930.632,139.168,144p,394,0.6309999999999718,256
931.291,139.297,144p,394,0.5300000000000864,256
932.042,140.05,144p,394,0,256
940.001,148.008,144p,394,0.0009999999999763531,256
970.001,178.01,144p,394,0,192
1000.001,208.011,144p,394,0,192
1030.001,238.012,144p,394,0,192
1060.001,268.013,144p,394,0,192
1090.001,298.015,144p,394,0,192
1160.001,335.261,144p,394,32.75400000000002,192
1182.896,335.261,144p,394,22.894999999999982,192
1190.001,335.261,144p,394,7.105000000000018,192
1190.722,335.261,144p,394,0.7210000000000036,192
1200.001,335.261,144p,394,9.278999999999996,128
1205.125,335.261,144p,394,5.124000000000024,128
1210.001,335.261,144p,394,4.875999999999976,128
1260.001,368.751,144p,394,16.50999999999999,128
1290.001,398.752,144p,394,0,128
1320.001,428.753,144p,394,0,128
1350.001,458.755,144p,394,0,128
1380.001,488.756,144p,394,0,128
1380.374,489.127,144p,394,0.002000000000066393,128
1385.057,489.204,144p,394,4.6059999999999945,128
1385.807,489.88,144p,394,0.07399999999995543,128
1390.001,494.074,144p,394,0,128
1393.514,497.587,144p,394,0.0,128
1396.094,497.677,144p,394,2.490000000000123,128
