real_time (s),video_playback_time (s),video_quality,bitrate (kbps),stall_in_this_segment (s),bandwidth
807.493,0.0,144p,394,807.493,128
823.394,0.019,144p,394,15.881999999999948,192
823.419,0.023,144p,394,0.020999999999958163,256
824.144,0.727,144p,394,0.02100000000007185,256
830.001,6.582,144p,394,0.0019999999999527063,256
831.036,7.617,144p,394,0.0,256
840.001,7.617,144p,394,8.965000000000032,256
857.789,7.708,144p,394,17.697000000000003,256
858.546,7.728,144p,394,0.73700000000008,256
859.537,7.728,144p,394,0.9909999999999854,256
860.001,7.728,144p,394,0.4639999999999418,256
860.286,7.952,144p,394,0.06099999999992178,256
861.036,8.704,144p,394,0,256
870.001,17.668,144p,394,0.0009999999999763531,256
880.663,28.331,144p,394,0,256
917.994,65.662,144p,394,0.0,256
919.762,65.746,144p,394,1.683999999999969,256
920.001,65.896,144p,394,0.08900000000005548,256
920.512,66.408,144p,394,0,256
928.814,74.709,144p,394,0.00100000000009004,256
930.001,74.709,144p,394,1.1869999999998981,256
930.987,74.783,144p,394,0.9120000000000346,256
931.737,75.456,144p,394,0.07699999999999818,256
940.001,83.72,144p,394,0.0,256
970.001,113.721,144p,394,0,192
1000.001,143.722,144p,394,0,192
1016.73,160.441,240p,395,0.009999999999990905,192
1050.001,193.724,240p,395,0,192
1080.001,223.726,240p,395,0,192
1110.001,253.727,240p,395,0,192
1140.001,283.728,240p,395,0,192
1170.001,313.729,240p,395,0,192
1179.778,323.506,144p,394,1.1368683772161603e-13,192
1210.001,353.731,144p,394,0,128
1240.001,383.732,144p,394,0,128
1270.001,413.733,144p,394,0,128
1286.556,430.288,240p,395,0.0,128
1320.001,463.735,240p,395,0,128
1350.001,493.737,240p,395,0,128
1380.001,523.738,240p,395,0,128
1410.001,553.739,240p,395,0,128
1432.814,576.554,144p,394,0,128
1446.156,589.895,144p,394,0.0009999999998626663,64
1450.001,589.895,144p,394,3.8450000000000273,64
1467.718,589.984,144p,394,17.628000000000043,64
1468.469,590.005,144p,394,0.7300000000000182,64
1469.533,590.005,144p,394,1.0639999999998508,64
1470.001,590.015,144p,394,0.4580000000000837,64
1470.06,590.06,144p,394,0.014000000000010004,64
1470.811,590.827,144p,394,0,64
1480.001,600.016,144p,394,0.00100000000009004,64
1510.001,630.017,144p,394,0,64
1540.001,660.018,144p,394,0,64
1570.001,690.019,144p,394,0,64
1600.001,720.02,144p,394,0,64
1610.349,730.369,240p,395,0,64
1650.001,770.023,240p,395,0,64
1680.001,800.024,240p,395,0,128
1710.001,830.025,240p,395,0,128
1723.469,843.494,240p,395,0,128
1730.001,850.026,240p,395,0.0,128
1760.001,880.027,240p,395,0,128
1768.642,888.668,144p,394,1.1368683772161603e-13,128
1786.514,906.54,144p,394,0,128
1790.001,906.54,144p,394,3.48700000000008,128
1790.237,906.619,144p,394,0.1570000000000391,128
1790.987,907.286,144p,394,0.08300000000008367,128
1799.075,915.374,144p,394,0,128
1800.001,915.374,144p,394,0.9259999999999309,128
1806.894,915.444,144p,394,6.823000000000093,128
1807.644,916.12,144p,394,0.07399999999995543,128
1810.001,918.476,144p,394,0.0009999999999763531,128
1840.001,948.478,144p,394,0,128
1870.002,978.48,144p,394,0,128
1910.001,1018.48,144p,394,0,128
1921.075,1029.556,240p,395,0,192
1960.001,1068.483,240p,395,0,192
1990.001,1098.484,240p,395,0,192
2020.001,1128.485,240p,395,0,192
2080.001,1188.488,240p,395,0,192
2097.205,1205.692,144p,394,0,192
2130.001,1238.49,144p,394,0,192
2160.001,1268.491,144p,394,0,256
2190.001,1298.492,144p,394,0,256
2196.207,1304.698,240p,395,0,256
2230.001,1338.494,240p,395,0,256
2260.001,1368.495,240p,395,0,256
2290.001,1398.496,240p,395,0,256
2320.001,1428.497,240p,395,0,256
2350.001,1458.499,240p,395,0,256
2366.712,1475.21,144p,394,0,256
2400.001,1508.501,144p,394,0,192
2430.001,1538.502,144p,394,0,192
2460.001,1568.503,144p,394,0,192
2490.001,1598.504,144p,394,0,192
2493.483,1601.987,240p,395,0,192
2530.001,1638.506,240p,395,0,192
2560.001,1668.507,240p,395,0,192
2590.001,1698.508,240p,395,0,192
2620.001,1728.51,240p,395,0,192
2650.001,1758.511,240p,395,0,128
2680.001,1788.512,240p,395,0,128
2710.001,1818.514,240p,395,0,128
2740.001,1848.515,240p,395,0,128
2749.465,1857.978,144p,394,0.0009999999999763531,128
2780.001,1888.517,144p,394,0,128
2810.001,1918.518,144p,394,0,128
2840.001,1948.519,144p,394,0,128
2870.001,1978.52,144p,394,0,128
2900.001,2008.521,144p,394,0,64
2903.825,2012.346,240p,395,0,64
2940.001,2048.523,240p,395,0,64
2970.001,2078.524,240p,395,0,64
3000.001,2108.525,240p,395,0,64
3030.001,2138.527,240p,395,0,64
3060.001,2168.528,240p,395,0,64
3090.001,2198.529,240p,395,0,64
3120.001,2228.53,240p,395,0,128
3150.001,2258.532,240p,395,0,128
3180.001,2288.533,240p,395,0,128
3210.001,2318.534,240p,395,0,128
3240.001,2348.535,240p,395,0,128
3248.903,2357.438,240p,395,0,128
3250.001,2358.536,240p,395,4.547473508864641e-13,128
3277.825,2386.362,144p,394,0,128
3310.001,2418.538,144p,394,4.547473508864641e-13,128
3340.001,2448.539,144p,394,0,128
3370.001,2478.541,144p,394,0,192
3400.001,2508.542,144p,394,0,192
3430.001,2538.543,144p,394,0,192
3516.098,2624.64,144p,394,0,192
