protocol,tcp_bytes,Quic-bytes,real_time,
17,,1358,7909.660194,
17,,1358,7909.660206,
17,,41,7909.66341,
17,,41,7909.66342,
17,,1358,7909.67684,
17,,1358,7909.676856,
17,,1358,7909.692242,
17,,1358,7909.692251,
17,,1358,7909.708157,
17,,1358,7909.708176,
17,,41,7909.805922,
17,,41,7909.805929,
17,,1358,7909.808239,
17,,1358,7909.808248,
17,,41,7909.809856,
17,,41,7909.814623,
17,,41,7909.816919,
17,,1358,7909.819236,
17,,1358,7909.819352,
17,,1358,7909.819451,
17,,1358,7909.819576,
17,,1358,7909.81968,
17,,1358,7909.819795,
17,,1358,7909.819903,
17,,1358,7909.820017,
17,,1358,7909.820123,
17,,1358,7909.820237,
17,,1358,7909.820336,
17,,1358,7909.82045,
17,,1358,7909.820565,
17,,1358,7909.82068,
17,,1358,7909.85194,
17,,1358,7909.852069,
17,,1358,7909.852078,
17,,1358,7909.852298,
6,24,,7909.995908,
17,,41,7910.115215,
17,,1358,7910.117506,
17,,41,7910.168285,
17,,1358,7910.170593,
6,0,,7910.245865,
17,,41,7910.27996,
17,,1358,7910.282241,
17,,1358,7910.282381,
17,,1358,7910.282387,
17,,1358,7910.282565,
17,,1358,7910.326001,
17,,1358,7910.326019,
17,,41,7910.435651,
17,,1358,7910.437964,
17,,41,7910.520962,
17,,1358,7910.523278,
17,,46,7910.529725,
17,,1358,7910.532027,
17,,41,7910.567836,
17,,1358,7910.570236,
17,,1358,7910.570247,
17,,41,7910.689722,
17,,1358,7910.692113,
17,,41,7910.696947,
17,,1358,7910.699696,
17,,41,7910.723859,
17,,1358,7910.726151,
17,,41,7910.798175,
17,,41,7910.798185,
17,,611,7910.798189,
17,,1358,7910.799925,
17,,1358,7910.815031,
17,,35,7910.82303,
17,,1358,7910.830316,
17,,76,7910.885131,
17,,33,7910.886109,
6,0,,7910.902792,
17,,41,7911.043149,
17,,1358,7911.045416,
6,24,,7911.147844,
17,,41,7911.168657,
17,,1358,7911.170905,
17,,41,7911.230058,
17,,1358,7911.232341,
17,,41,7911.244685,
17,,1358,7911.246963,
17,,41,7911.24811,
17,,41,7911.251552,
17,,41,7911.256677,
17,,1358,7911.262003,
17,,41,7911.273863,
17,,1358,7911.276153,
17,,43,7911.283771,
17,,41,7911.28378,
17,,1358,7911.291138,
17,,1358,7911.305429,
17,,1358,7911.319692,
17,,1358,7911.33353,
17,,33,7911.333539,
17,,1358,7911.348314,
17,,1358,7911.362974,
17,,1358,7911.378106,
17,,1358,7911.392591,
17,,1358,7911.406908,
17,,1358,7911.420867,
17,,1358,7911.435409,
17,,1358,7911.449309,
17,,1358,7911.464356,
17,,1358,7911.478879,
17,,1358,7911.493432,
6,39,,7911.50522,
17,,1358,7911.50713,
17,,1358,7911.52258,
17,,41,7911.635874,
17,,41,7911.635885,
6,0,,7911.635891,
17,,1358,7911.63819,
17,,41,7911.643454,
17,,1358,7911.653326,
17,,41,7911.769894,
17,,1358,7911.771817,
17,,41,7911.779067,
17,,46,7911.783403,
17,,1358,7911.784026,
17,,33,7911.786455,
17,,1358,7911.795428,
17,,41,7911.801599,
17,,1358,7911.81459,
17,,1358,7911.829231,
17,,41,7911.883068,
17,,1358,7911.885357,
17,,1358,7912.658871,
6,24,,7913.388025,
17,,1358,7914.127723,
17,,1358,7917.065241,
6,291,,7917.764856,
6,24,,7917.995928,
17,,41,7921.091613,
17,,41,7921.09162,
17,,41,7921.091624,
17,,41,7921.091628,
17,,39,7921.093727,
17,,1358,7921.094049,
17,,41,7921.80967,
17,,41,7921.809684,
17,,43,7921.809687,
17,,823,7921.80969,
17,,46,7921.810716,
17,,38,7921.810802,
17,,41,7923.768124,
17,,41,7923.778175,
17,,41,7923.790428,
17,,41,7923.801331,
17,,41,7923.81234,
17,,41,7923.824436,
17,,41,7923.83162,
17,,41,7923.837734,
6,0,,7923.917521,
17,,41,7923.940941,
17,,41,7923.940949,
17,,41,7923.962069,
6,0,,7923.988136,
17,,41,7924.127296,
17,,1358,7924.12967,
17,,42,7924.18263,
17,,1358,7924.184907,
17,,44,7924.425205,
17,,1358,7924.427484,
17,,46,7924.462443,
17,,1358,7924.464733,
17,,48,7924.476851,
17,,48,7924.476861,
17,,1358,7924.479217,
17,,52,7924.492163,
17,,1358,7924.494475,
17,,49,7924.504751,
17,,1358,7924.51011,
17,,1358,7924.524673,
17,,1358,7924.538797,
17,,1358,7924.553893,
17,,1358,7924.567095,
17,,1358,7924.581301,
17,,1358,7924.596565,
17,,1358,7924.610856,
17,,1358,7924.625007,
17,,1358,7924.639321,
17,,1358,7924.654407,
17,,1358,7924.668717,
17,,1358,7924.68321,
17,,1358,7924.697912,
17,,1358,7924.712024,
17,,1358,7924.726021,
17,,1358,7924.74088,
17,,1358,7924.755302,
17,,41,7924.770347,
17,,1358,7924.772793,
17,,41,7924.775953,
17,,41,7924.778274,
17,,41,7924.781259,
17,,1358,7924.783529,
17,,41,7924.785571,
17,,41,7924.788352,
17,,41,7924.789947,
17,,1358,7924.797586,
17,,41,7924.801258,
17,,1358,7924.808678,
6,24,,7924.818221,
17,,1358,7924.819889,
17,,1358,7924.831292,
17,,1358,7924.842756,
17,,1358,7924.85393,
17,,1358,7924.866087,
17,,1358,7924.877606,
17,,1358,7924.888894,
17,,1358,7924.901125,
17,,1358,7924.912573,
17,,1358,7924.923302,
17,,1358,7924.935276,
17,,1358,7924.946572,
17,,1358,7924.958743,
17,,1358,7924.969843,
17,,1358,7924.981579,
17,,1358,7924.993102,
17,,1358,7925.004632,
17,,1358,7925.016085,
17,,1358,7925.027374,
17,,1358,7925.038568,
17,,1358,7925.050851,
17,,1358,7925.062621,
17,,1358,7925.0734,
17,,1358,7925.085537,
17,,41,7925.74721,
17,,41,7925.747222,
17,,1358,7925.749526,
17,,1358,7925.769805,
17,,1358,7925.789688,
17,,41,7925.793599,
17,,1358,7925.808702,
17,,41,7925.815314,
17,,1358,7925.827609,
17,,1358,7925.846053,
17,,1358,7925.866182,
17,,1358,7925.884717,
17,,41,7925.894269,
17,,1358,7925.904926,
17,,1358,7925.923472,
17,,41,7926.273645,
17,,41,7926.273652,
17,,1358,7926.275943,
17,,1358,7926.291474,
17,,1358,7926.305075,
17,,1358,7926.319739,
17,,41,7927.211168,
17,,739,7927.211179,
17,,1358,7927.213536,
17,,35,7927.236031,
17,,74,7927.29921,
17,,33,7927.299734,
17,,41,7928.254116,
17,,739,7928.254126,
17,,1358,7928.256423,
6,0,,7928.269521,
17,,1358,7928.272206,
17,,33,7928.278609,
17,,1358,7928.286084,
6,0,,7928.311107,
17,,33,7928.62166,
17,,41,7929.129756,
17,,46,7929.129764,
17,,1358,7929.131246,
17,,41,7929.137784,
17,,1358,7929.145698,
17,,41,7929.149996,
17,,41,7929.153502,
17,,41,7929.15651,
17,,1358,7929.160929,
17,,1358,7929.174922,
17,,1358,7929.189737,
17,,1358,7929.204019,
17,,1358,7929.219255,
17,,1358,7929.233701,
17,,41,7929.244458,
17,,1358,7929.246768,
17,,1358,7929.262892,
17,,1358,7929.276601,
17,,1358,7929.290174,
17,,1358,7929.304908,
17,,1358,7929.319658,
17,,1358,7929.334682,
17,,1358,7929.348699,
17,,41,7929.355771,
17,,1358,7929.363176,
17,,1358,7929.377496,
17,,41,7929.388404,
17,,1358,7929.390684,
17,,41,7929.501214,
17,,1358,7929.503545,
17,,41,7929.505797,
17,,1358,7929.518481,
17,,1358,7929.534455,
17,,1358,7929.548186,
17,,41,7929.550439,
17,,41,7929.550449,
17,,1358,7929.562835,
17,,41,7929.575272,
17,,1358,7929.577534,
17,,1358,7929.591542,
17,,1358,7929.606251,
17,,1358,7929.620727,
17,,1358,7929.634998,
17,,43,7929.646449,
17,,42,7929.646456,
17,,41,7929.64646,
17,,41,7929.646462,
17,,1358,7929.649262,
17,,41,7929.650406,
17,,1358,7929.664556,
17,,33,7929.671199,
17,,1358,7929.678422,
17,,1358,7929.692332,
17,,1358,7929.706785,
17,,1358,7929.721086,
17,,1358,7929.735718,
17,,1358,7929.750504,
17,,1358,7929.764531,
17,,1358,7929.779631,
17,,1358,7929.793455,
17,,1358,7929.808462,
6,31,,7929.819195,
17,,1358,7929.822029,
17,,1358,7929.837089,
17,,1358,7929.851028,
17,,1358,7929.865504,
17,,41,7929.876058,
17,,41,7929.876067,
17,,1358,7929.878374,
17,,1358,7929.891153,
17,,41,7929.896284,
17,,41,7929.90378,
17,,1358,7929.903918,
17,,46,7929.910611,
17,,33,7929.913829,
17,,1358,7929.915238,
17,,41,7929.918465,
17,,41,7929.923806,
17,,1358,7929.92615,
17,,1358,7929.938177,
17,,1358,7929.94948,
17,,610,7929.960412,
17,,41,7930.09698,
17,,41,7930.139461,
17,,41,7930.173306,
17,,41,7930.227445,
17,,41,7930.241512,
17,,41,7930.255575,
17,,41,7930.287623,
17,,41,7930.296736,
17,,41,7930.304932,
17,,41,7930.314974,
17,,41,7930.323974,
17,,41,7930.333086,
17,,41,7930.343151,
6,0,,7930.555362,
6,0,,7930.55671,
6,0,,7930.711232,
17,,41,7930.736609,
17,,42,7931.170814,
17,,851,7931.170821,
17,,35,7931.195913,
17,,42,7931.262377,
17,,76,7931.262639,
17,,33,7931.263221,
17,,42,7931.411131,
17,,47,7931.488038,
17,,33,7931.491069,
17,,42,7931.565155,
17,,42,7931.736896,
17,,42,7931.832097,
17,,41,7931.910428,
17,,42,7931.976553,
6,24,,7932.376567,
17,,41,7932.424971,
17,,41,7932.504112,
17,,41,7932.584221,
17,,41,7932.657498,
17,,43,7932.67237,
17,,41,7932.672381,
17,,825,7932.672384,
17,,33,7932.673501,
17,,1358,7932.674873,
17,,1358,7932.675005,
17,,1358,7932.67502,
17,,1358,7932.675132,
17,,1358,7932.675358,
17,,1358,7932.675366,
17,,1358,7932.675572,
17,,1358,7932.675687,
17,,1358,7932.675802,
17,,1358,7932.675902,
17,,1358,7932.676018,
17,,1358,7932.69642,
17,,1358,7932.716108,
17,,33,7932.722422,
17,,1358,7932.736672,
17,,1358,7932.756154,
17,,1358,7932.776063,
17,,41,7932.783018,
17,,1358,7932.795884,
17,,44,7932.809266,
17,,41,7932.809272,
17,,33,7932.812383,
17,,1358,7932.816086,
17,,41,7932.829438,
17,,41,7932.845757,
17,,1358,7932.848136,
17,,1358,7932.882739,
17,,1358,7932.917438,
17,,1358,7932.950671,
17,,41,7932.964904,
17,,1358,7932.983023,
17,,1358,7933.008745,
17,,1358,7933.033832,
17,,1358,7933.05942,
17,,41,7933.063386,
6,267,,7933.069499,
17,,1358,7933.083952,
17,,1358,7933.109461,
17,,1358,7933.134248,
17,,1358,7933.15881,
17,,1358,7933.183815,
17,,1358,7933.208713,
17,,1358,7933.234685,
17,,1358,7933.260022,
17,,1358,7933.284902,
17,,41,7933.320363,
17,,1358,7933.322698,
17,,1358,7933.348952,
17,,41,7933.357589,
17,,1358,7933.373887,
17,,41,7933.39464,
17,,1358,7933.400407,
17,,1358,7933.426288,
17,,41,7933.432554,
17,,1358,7933.451755,
17,,41,7933.456109,
17,,1358,7933.477661,
17,,41,7933.481395,
17,,1358,7933.504016,
17,,41,7933.647432,
17,,1358,7933.64971,
17,,41,7933.784628,
6,0,,7933.784641,
17,,1358,7933.78689,
6,0,,7933.808595,
17,,41,7933.892833,
17,,1358,7933.895163,
17,,41,7933.992527,
17,,1358,7933.994846,
17,,1358,7934.020285,
17,,41,7934.068967,
17,,1358,7934.071258,
17,,41,7934.103852,
17,,41,7934.103861,
17,,1358,7934.10625,
17,,1358,7934.13311,
17,,1358,7934.157864,
6,0,,7934.1779,
17,,1358,7934.182438,
17,,1358,7934.207851,
17,,1358,7934.232867,
17,,41,7934.252083,
17,,1358,7934.258184,
17,,46,7934.266613,
17,,33,7934.269975,
17,,1358,7934.278924,
17,,41,7934.281996,
17,,41,7934.282002,
17,,41,7934.286384,
17,,41,7934.288589,
17,,41,7934.291861,
17,,1358,7934.299379,
17,,1358,7934.319492,
17,,1358,7934.340403,
17,,1358,7934.360271,
17,,1358,7934.379819,
17,,1358,7934.400692,
17,,1358,7934.420436,
17,,1358,7934.441165,
17,,1358,7934.459888,
17,,1358,7934.479927,
17,,1358,7934.500348,
17,,1358,7934.520169,
17,,1358,7934.540857,
17,,1358,7934.561293,
17,,41,7934.619377,
17,,1358,7934.621667,
17,,1358,7934.655779,
17,,41,7934.656031,
17,,41,7934.682453,
17,,1358,7934.689202,
17,,41,7934.70253,
17,,41,7934.715938,
17,,1358,7934.723574,
17,,41,7934.723801,
17,,41,7934.7269,
17,,41,7934.752217,
17,,41,7934.752228,
17,,1358,7934.754501,
17,,41,7934.768461,
17,,1358,7934.790427,
17,,41,7934.793088,
17,,41,7934.814051,
17,,41,7934.814057,
17,,1358,7934.814932,
17,,1358,7934.840514,
17,,1358,7934.865353,
17,,1358,7934.890434,
17,,1358,7934.914631,
17,,1358,7934.940346,
17,,41,7934.948602,
17,,1358,7934.965977,
17,,1358,7934.99136,
17,,1358,7935.015967,
17,,1358,7935.041004,
17,,1358,7935.066221,
17,,1358,7935.091065,
17,,1358,7935.116155,
17,,1358,7935.14039,
17,,1358,7935.165818,
17,,46,7935.490782,
17,,1358,7935.493072,
17,,41,7935.636859,
17,,1358,7935.639184,
17,,1358,7936.631107,
6,0,,7937.485488,
6,0,,7937.803886,
6,31,,7938.29433,
17,,1358,7939.272093,
17,,41,7940.331329,
17,,41,7940.33134,
17,,35,7940.333414,
6,0,,7940.362298,
17,,41,7940.607964,
17,,41,7940.614252,
17,,1358,7940.616551,
17,,41,7940.622273,
17,,41,7940.631179,
17,,1358,7940.64253,
17,,1358,7940.668783,
17,,41,7940.868615,
17,,1358,7940.870907,
17,,1358,7940.892122,
17,,41,7940.987864,
17,,112,7940.98995,
17,,41,7941.251072,
17,,41,7941.358925,
17,,41,7941.824426,
17,,41,7941.845547,
17,,41,7941.882646,
17,,41,7941.896731,
17,,41,7941.910412,
17,,41,7941.923903,
17,,41,7941.937922,
17,,41,7941.952128,
17,,41,7942.021247,
17,,41,7942.066309,
17,,41,7942.111593,
17,,46,7942.157515,
17,,35,7942.161621,
17,,41,7942.696153,
17,,41,7942.789803,
17,,41,7942.852134,
17,,42,7942.901879,
17,,44,7943.627669,
17,,44,7943.627677,
17,,44,7943.631704,
17,,45,7943.632986,
6,46,,7943.737484,
6,31,,7943.737488,
6,0,,7943.737934,
6,0,,7944.254519,
17,,45,7944.492219,
17,,825,7944.492226,
17,,33,7944.493337,
17,,33,7944.493376,
17,,139,7944.494241,
17,,1353,7944.49444,
17,,1358,7944.494539,
17,,1358,7944.494654,
17,,1358,7944.494781,
17,,1358,7944.494884,
17,,1358,7944.494998,
17,,1358,7944.495112,
17,,1358,7944.495227,
17,,1358,7944.495341,
17,,1358,7944.515656,
17,,1358,7944.535845,
17,,1358,7944.555081,
17,,1358,7944.575457,
17,,44,7944.595148,
17,,1358,7944.595757,
17,,33,7944.599236,
17,,1358,7944.615706,
17,,1358,7944.649006,
17,,1358,7944.683168,
17,,1358,7944.716512,
17,,1358,7944.749569,
17,,1358,7944.782577,
17,,1358,7944.816572,
17,,1358,7944.850093,
6,77,,7944.862629,
17,,1358,7944.88401,
17,,1358,7944.916755,
6,24,,7945.131907,
6,77,,7946.082652,
6,0,,7946.957522,
6,0,,7947.124946,
6,77,,7948.702543,
6,4,,7948.920664,
6,291,,7950.020911,
6,0,,7950.285521,
6,0,,7950.32631,
6,0,,7952.529749,
6,0,,7952.529969,
6,0,,7953.328241,
6,77,,7953.566506,
6,73,,7954.174566,
17,,1358,7954.792658,
6,1044,,7958.009653,
6,1044,,7958.257889,
6,1044,,7958.505847,
6,1044,,7959.010162,
17,,41,7959.496942,
17,,41,7959.496954,
17,,41,7959.496958,
17,,45,7959.496962,
17,,825,7959.496966,
6,0,,7959.496979,
17,,43,7959.497947,
6,0,,7959.498037,
17,,34,7959.498076,
6,24,,7960.097736,
6,0,,7960.21289,
6,24,,7960.265183,
6,0,,7960.265206,
17,,41,7962.559857,
17,,1358,7962.55987,
17,,1358,7962.584791,
17,,33,7962.609592,
6,38,,7962.904539,
17,,41,7963.010925,
17,,41,7963.122469,
17,,41,7963.173742,
6,38,,7963.210863,
17,,41,7963.224709,
17,,41,7963.275769,
6,77,,7963.294524,
17,,41,7963.477034,
6,38,,7963.498856,
6,38,,7964.07488,
6,0,,7964.621522,
6,0,,7964.86627,
6,38,,7965.230838,
6,24,,7965.265337,
6,0,,7965.483241,
6,0,,7966.157524,
6,0,,7966.228683,
17,,41,7966.410034,
17,,41,7966.410042,
17,,37,7966.411879,
6,0,,7967.053522,
17,,41,7967.178905,
17,,1358,7967.178922,
6,0,,7967.220492,
17,,1358,7967.245633,
17,,1358,7967.319369,
17,,630,7967.319388,
6,38,,7967.498832,
17,,87,7968.207033,
17,,1234,7968.207043,
17,,41,7968.207047,
17,,36,7968.23251,
17,,41,7968.260036,
17,,323,7968.295739,
17,,33,7968.296511,
17,,41,7968.314071,
17,,41,7968.367945,
17,,41,7968.422027,
17,,1358,7968.42433,
17,,41,7968.536193,
17,,1358,7968.53846,
17,,41,7968.615839,
17,,1358,7968.618203,
17,,41,7968.696089,
17,,1358,7968.698362,
6,61,,7968.903472,
17,,1358,7970.29032,
6,99,,7972.107092,
6,0,,7972.793222,
6,0,,7972.863188,
6,0,,7972.928068,
6,0,,7974.407854,
17,,42,7974.564956,
17,,42,7974.564966,
17,,41,7974.56497,
17,,45,7974.564973,
17,,821,7974.564976,
17,,41,7974.565912,
17,,34,7974.566083,
17,,1358,7974.567023,
17,,1358,7974.643093,
17,,1358,7974.667689,
17,,1358,7974.72333,
17,,1358,7975.30034,
17,,85,7975.300351,
17,,1358,7975.371224,
17,,1358,7975.446431,
17,,630,7975.44645,
17,,34,7975.47084,
17,,1358,7975.746454,
6,672,,7975.752254,
6,39,,7975.752261,
6,614,,7975.752264,
6,204,,7975.752268,
6,0,,7975.776315,
6,0,,7975.776324,
6,0,,7975.776357,
6,0,,7975.776455,
6,39,,7975.778067,
6,114,,7975.841579,
6,31,,7975.841797,
6,39,,7975.841874,
6,31,,7975.842014,
17,,1358,7976.335457,
17,,1358,7976.346474,
17,,1358,7976.350914,
17,,1358,7976.365951,
6,204,,7976.365961,
17,,1358,7976.38088,
1,17,,1358,7976.382049
1,17,,33,7976.382056
1,17,,1358,7976.382059
1,17,,1358,7976.382062
6,0,,7976.391223,
17,,1358,7976.395999,
17,,1358,7976.41101,
1,17,,630,7976.802747
1,17,,36,7976.802759
1,17,,323,7976.802762
1,17,,33,7976.802765
17,,1358,7977.342103,
17,,43,7977.342111,
17,,43,7977.342114,
17,,43,7977.342116,
17,,43,7977.342119,
17,,1358,7977.344709,
17,,1358,7977.37068,
17,,1358,7977.396028,
17,,1358,7977.421082,
1,17,,1358,7977.422232
17,,41,7977.422239,
17,,44,7977.422242,
1,17,,1358,7977.422245
17,,33,7977.42537,
17,,1358,7977.446572,
17,,1358,7977.470802,
17,,1358,7977.49664,
17,,1358,7977.521203,
17,,1358,7977.546612,
17,,1358,7977.57142,
17,,1358,7977.595993,
17,,1358,7977.622423,
17,,1358,7977.647067,
17,,1358,7977.672412,
17,,1358,7977.697426,
17,,1358,7977.722171,
17,,1358,7977.746681,
17,,1358,7977.772438,
17,,1358,7977.797225,
17,,1358,7977.821926,
17,,1358,7977.846969,
17,,1358,7977.873299,
17,,1358,7977.898285,
17,,1358,7977.922971,
17,,1358,7977.947531,
17,,1358,7977.972811,
17,,1358,7977.998395,
17,,1358,7978.022901,
6,0,,7978.030989,
17,,1358,7978.048313,
6,0,,7978.291795,
6,0,,7978.555708,
6,0,,7979.091721,
6,0,,7980.179997,
6,31,,7980.234144,
1,17,,1358,7982.21447
6,0,,7982.214484,
6,619,,7982.214488,
6,0,,7982.239702,
6,69,,7982.306355,
6,31,,7982.306816,
1,17,,1358,7982.332716
6,0,,7982.332731,
6,39,,7982.332735,
6,0,,7982.3578,
6,0,,7982.51246,
6,0,,7982.512732,
6,378,,7982.514086,
6,2048,,7982.514261,
6,2048,,7982.514442,
6,2048,,7982.514622,
6,1448,,7982.51476,
6,1448,,7982.514892,
6,1997,,7982.514993,
6,0,,7982.514994,
1,17,,1358,7982.533211
1,17,,1358,7982.641287
6,0,,7982.720714,
6,0,,7982.720969,
6,133,,7982.721102,
6,0,,7982.721586,
6,0,,7982.721587,
6,0,,7982.722079,
1,17,,1358,7982.799498
17,,41,7982.830424,
17,,1358,7982.832758,
17,,1358,7982.858234,
17,,41,7982.86104,
17,,1358,7982.883883,
17,,1358,7982.909997,
17,,41,7983.646252,
17,,41,7983.646262,
17,,45,7983.646265,
17,,819,7983.646268,
17,,41,7983.647242,
17,,33,7983.647386,
17,,1358,7983.648443,
17,,1358,7983.67417,
17,,41,7983.808769,
17,,1358,7983.811042,
17,,1358,7983.836454,
17,,41,7984.039914,
17,,1358,7984.042219,
17,,1358,7984.06799,
6,0,,7984.077494,
17,,41,7984.141086,
17,,1358,7984.143348,
6,0,,7984.147966,
17,,1358,7984.168917,
17,,41,7985.801967,
6,127,,7985.801978,
6,713,,7985.801983,
17,,1358,7985.804266,
6,0,,7985.827004,
6,0,,7985.827108,
17,,1358,7985.829844,
6,68,,7985.895258,
6,62,,7985.895363,
6,31,,7985.895692,
6,39,,7985.89577,
17,,41,7986.112257,
17,,1358,7986.11455,
17,,1358,7986.141076,
17,,41,7986.360623,
17,,1358,7986.363196,
17,,1358,7986.389329,
17,,1358,7986.4145,
17,,1358,7986.439418,
17,,41,7986.468844,
17,,1358,7986.471135,
17,,1358,7986.497282,
6,0,,7986.635823,
,0,,7986.635826,
6,0,,7986.636199,
,0,,7986.636351,
6,0,,7986.64442,
,0,,7986.644526,
6,0,,7986.644893,
,0,,7986.645018,
,0,,7986.645065,
6,24,,7986.819663,
6,0,,7987.256872,
6,0,,7987.421771,
6,0,,7987.423857,
6,0,,7988.429513,
6,0,,7988.471382,
17,,41,7988.879199,
17,,41,7988.884795,
17,,41,7988.890014,
17,,41,7988.890023,
17,,41,7988.895097,
17,,41,7992.696295,
6,614,,7992.696308,
6,219,,7992.696312,
6,0,,7992.721446,
6,0,,7992.721467,
6,69,,7992.831443,
6,31,,7992.832026,
6,400,,7994.636779,
17,,41,7994.677967,
17,,41,7994.686285,
17,,41,7994.696373,
17,,41,7994.705486,
17,,41,7995.959961,
17,,41,7995.959974,
17,,35,7995.96198,
17,,41,7996.045329,
6,0,,7996.168077,
17,,41,7996.317762,
6,0,,7996.72427,
,0,,7996.724274,
,0,,7996.72553,
17,,41,7997.365872,
17,,41,7997.463076,
17,,41,7997.56115,
6,4,,7997.75074,
6,0,,7997.750762,
6,0,,7997.901494,
6,0,,7998.227644,
6,99,,7999.755005,
6,0,,8003.608706,
6,0,,8003.608717,
6,0,,8003.608722,
17,,41,8003.608727,
17,,41,8003.788515,
17,,41,8004.658897,
17,,41,8004.778612,
17,,41,8005.282343,
17,,44,8006.228148,
17,,35,8006.231212,
6,0,,8006.382523,
6,0,,8006.77058,
17,,41,8007.082857,
17,,41,8007.082865,
17,,45,8007.082869,
17,,821,8007.082872,
17,,43,8007.08384,
17,,34,8007.083986,
6,672,,8007.192275,
17,,41,8007.192288,
6,0,,8007.218031,
6,0,,8007.245521,
6,67,,8007.281287,
6,31,,8007.281512,
6,0,,8007.412745,
6,0,,8010.445494,
6,0,,8010.486068,
6,99,,8012.659059,
6,39,,8014.398496,
6,39,,8014.653786,
6,39,,8014.90581,
6,24,,8015.26533,
6,24,,8015.432836,
6,0,,8015.432858,
6,39,,8015.433854,
17,,41,8015.68491,
17,,41,8016.089537,
17,,41,8016.180765,
17,,41,8016.271872,
17,,41,8016.361004,
6,39,,8016.461799,
6,0,,8016.587044,
6,0,,8016.587053,
6,0,,8016.587056,
6,0,,8016.587059,
6,39,,8016.587062,
6,612,,8016.587065,
17,,41,8016.587072,
6,0,,8016.612794,
6,0,,8016.612814,
6,1043,,8017.117884,
6,24,,8017.819883,
6,1042,,8018.144717,
6,39,,8018.473824,
6,198,,8019.658501,
6,24,,8020.432983,
6,0,,8020.65041,
17,,41,8021.025519,
17,,41,8021.086322,
17,,41,8021.151458,
17,,41,8021.21651,
17,,1358,8021.218886,
17,,41,8022.1875,
17,,1358,8022.189829,
6,31,,8022.24727,
6,0,,8022.247364,
6,0,,8022.316446,
6,31,,8022.556564,
6,0,,8022.667669,
6,73,,8022.836853,
6,0,,8022.858201,
17,,41,8022.859329,
17,,41,8022.859337,
17,,1358,8022.862214,
6,31,,8023.027459,
6,73,,8023.091192,
6,73,,8023.338931,
6,73,,8023.834897,
6,31,,8023.972435,
6,24,,8024.290525,
6,0,,8024.29053,
6,0,,8024.356116,
6,24,,8024.587862,
6,73,,8024.883104,
17,,41,8024.985557,
17,,1358,8024.987975,
6,0,,8025.037524,
6,24,,8025.051891,
6,0,,8025.264084,
6,31,,8025.892376,
6,72,,8025.906442,
6,0,,8026.317495,
6,0,,8026.388706,
6,222,,8027.317764,
6,0,,8027.317774,
17,,41,8027.317779,
17,,1358,8027.320067,
6,0,,8027.341496,
6,0,,8027.343138,
17,,1358,8027.35165,
6,0,,8027.379595,
6,0,,8027.379606,
6,0,,8027.379609,
17,,1358,8027.381032,
6,0,,8027.391814,
6,39,,8027.392308,
6,69,,8027.40378,
6,31,,8027.404076,
6,39,,8027.404151,
17,,1358,8027.411452,
17,,1358,8027.4408,
17,,1358,8027.47113,
17,,1358,8027.501666,
6,0,,8027.508402,
17,,1358,8027.530958,
17,,1358,8027.561256,
17,,1358,8027.590961,
17,,1358,8027.62152,
17,,1358,8027.651059,
17,,1358,8027.680991,
17,,1358,8027.710746,
17,,1358,8027.740939,
17,,1358,8027.771959,
17,,1358,8027.800918,
17,,1358,8027.830984,
17,,1358,8027.861184,
17,,1358,8027.891876,
17,,1358,8027.921786,
17,,1358,8027.951231,
17,,1358,8027.980961,
17,,44,8027.988665,
17,,35,8027.990654,
17,,1358,8028.011378,
17,,1358,8028.041866,
17,,1358,8028.071333,
17,,1358,8028.101182,
17,,1358,8028.131436,
17,,1358,8028.160996,
17,,1358,8028.191313,
17,,1358,8028.221915,
17,,1358,8028.251751,
17,,1358,8028.281062,
17,,1358,8028.31224,
17,,1358,8028.341439,
17,,1358,8028.371731,
17,,1358,8028.401634,
17,,1358,8028.431484,
17,,1358,8028.461662,
6,63,,8028.835284,
17,,41,8029.412616,
17,,41,8029.412628,
17,,832,8029.412631,
17,,43,8029.413818,
17,,1358,8029.415854,
17,,1358,8029.446072,
6,143,,8030.504524,
6,0,,8031.714149,
6,0,,8031.989912,
6,0,,8032.269588,
6,53,,8032.745385,
6,0,,8032.86828,
6,39,,8032.971063,
6,0,,8034.020437,
17,,41,8035.965458,
6,610,,8035.965469,
6,222,,8035.965473,
17,,1358,8035.967777,
6,0,,8035.990883,
6,0,,8035.990903,
17,,1358,8035.998775,
17,,1358,8036.029155,
17,,41,8036.039513,
6,69,,8036.0544,
6,31,,8036.055037,
17,,1358,8036.059069,
17,,1358,8036.088267,
17,,41,8036.118666,
17,,1358,8036.118753,
17,,1358,8036.149263,
17,,1358,8036.18069,
6,0,,8036.198489,
6,0,,8036.198498,
6,0,,8036.198501,
6,39,,8036.198504,
17,,41,8036.198508,
17,,1358,8036.209917,
6,0,,8036.223939,
17,,1358,8036.2404,
6,0,,8036.261613,
6,64,,8036.623032,
17,,41,8036.632533,
17,,1358,8036.634856,
17,,1358,8036.66584,
17,,41,8037.583106,
17,,1358,8037.585464,
6,143,,8037.60898,
17,,1358,8037.615662,
17,,41,8038.064289,
17,,41,8038.166626,
17,,41,8038.463973,
17,,41,8038.533117,
17,,41,8038.603214,
6,0,,8040.677568,
6,53,,8042.472886,
6,0,,8044.237523,
6,0,,8044.307971,
6,36,,8044.692597,
