protocol,tcp_bytes,Quic-bytes,real_time,
6,0,,1295.269875,
6,0,,1295.272941,
6,1430,,1295.289618,
6,1430,,1295.289747,
6,1430,,1295.292656,
6,1430,,1295.292761,
6,1430,,1295.295595,
6,1430,,1295.295705,
6,1430,,1295.299705,
6,1430,,1295.299714,
6,0,,1295.350133,
6,0,,1295.361968,
6,1430,,1295.374078,
6,1430,,1295.374111,
6,1430,,1295.385934,
6,1430,,1295.386047,
6,0,,1295.39428,
6,0,,1295.395377,
6,0,,1295.396464,
6,1430,,1295.41825,
6,1430,,1295.41827,
6,1430,,1295.420244,
6,1430,,1295.420254,
6,1430,,1295.424258,
6,1430,,1295.424274,
6,0,,1295.448693,
6,1430,,1295.472596,
6,1430,,1295.472711,
6,0,,1295.473648,
6,0,,1295.479938,
6,1430,,1295.497553,
6,1430,,1295.497693,
6,1430,,1295.503868,
6,1430,,1295.503995,
6,0,,1295.543279,
6,1430,,1295.567197,
6,1430,,1295.567218,
6,0,,1295.570465,
6,1430,,1295.594349,
6,1430,,1295.594476,
6,0,,1295.61964,
6,0,,1295.619649,
6,1430,,1295.643571,
6,1220,,1295.64359,
6,129,,1295.65054,
6,0,,1295.664855,
6,1430,,1295.688738,
6,1430,,1295.688879,
6,0,,1295.703966,
6,610,,1295.727841,
6,0,,1295.765152,
6,0,,1295.769119,
6,0,,1295.771301,
6,0,,1295.785423,
6,1430,,1295.789495,
6,1430,,1295.789608,
6,1430,,1295.793546,
6,1430,,1295.793659,
6,1430,,1295.795782,
6,1430,,1295.795898,
6,0,,1295.801742,
6,1430,,1295.809352,
6,1430,,1295.809368,
6,1430,,1295.825675,
6,1430,,1295.825696,
6,0,,1296.099188,
6,1430,,1296.123173,
6,1430,,1296.123184,
6,0,,1296.728807,
6,517,,1296.728819,
6,517,,1296.728825,
6,1430,,1296.752734,
6,1430,,1296.752753,
6,0,,1296.780178,
,0,,1296.780184,
6,0,,1296.780535,
,0,,1296.780772,
6,0,,1296.780905,
,0,,1296.780963,
6,0,,1296.781275,
,0,,1296.781432,
,0,,1296.781507,
6,0,,1296.889114,
6,1430,,1296.913019,
6,1430,,1296.913042,
6,0,,1297.089152,
6,1430,,1297.113161,
6,1430,,1297.113254,
6,0,,1297.11657,
6,1430,,1297.1405,
6,1430,,1297.140519,
6,0,,1297.201649,
6,517,,1297.201659,
6,1430,,1297.225551,
6,1430,,1297.22557,
6,0,,1297.31867,
6,0,,1297.31868,
6,0,,1297.336892,
6,1430,,1297.342613,
6,1430,,1297.342625,
6,1430,,1297.344566,
6,1430,,1297.344695,
6,1430,,1297.360802,
6,1430,,1297.36093,
6,0,,1297.614847,
6,0,,1297.617453,
6,1430,,1297.638775,
6,470,,1297.638795,
6,0,,1297.675661,
6,0,,1297.675672,
6,0,,1297.688131,
6,0,,1297.807673,
6,0,,1297.807684,
6,0,,1297.807688,
6,0,,1297.826254,
6,0,,1297.828319,
6,0,,1297.914551,
6,0,,1297.916685,
6,0,,1297.916693,
6,0,,1297.928786,
6,0,,1297.931904,
6,0,,1297.935145,
6,0,,1297.982373,
6,0,,1297.98239,
6,0,,1297.989502,
6,0,,1297.989509,
6,0,,1298.128801,
6,73,,1298.232801,
6,0,,1298.315715,
6,0,,1298.329165,
6,0,,1298.430261,
6,0,,1298.434359,
6,0,,1298.52553,
6,0,,1298.531599,
6,0,,1298.744929,
6,0,,1298.74807,
6,0,,1298.750226,
6,0,,1298.770331,
6,0,,1298.77363,
6,0,,1298.773637,
6,0,,1298.839655,
6,0,,1298.932668,
6,0,,1298.932679,
6,0,,1298.946249,
6,0,,1298.950434,
6,0,,1298.984734,
6,0,,1298.984751,
6,0,,1298.986872,
6,0,,1299.037644,
6,0,,1299.043105,
6,0,,1299.046189,
6,0,,1299.050367,
6,0,,1299.052507,
6,0,,1299.152818,
6,0,,1299.154947,
6,0,,1299.210155,
6,0,,1299.210169,
6,0,,1299.227414,
6,0,,1299.234476,
6,0,,1299.246693,
6,0,,1299.344942,
6,0,,1299.41116,
6,0,,1299.504446,
6,0,,1299.537642,
6,0,,1299.542849,
6,0,,1299.577047,
6,0,,1299.664664,
6,0,,1299.771502,
6,0,,1299.771522,
6,0,,1299.835649,
6,0,,1299.857752,
6,12,,1299.895361,
6,0,,1300.007708,
6,0,,1300.007718,
6,0,,1300.009113,
6,0,,1300.296583,
6,0,,1300.366802,
6,0,,1300.473639,
6,0,,1300.47365,
6,0,,1300.524507,
6,0,,1300.582655,
6,0,,1300.582664,
6,0,,1300.683723,
6,0,,1300.708804,
6,0,,1300.848117,
6,0,,1300.856427,
6,0,,1300.856434,
6,0,,1300.873515,
6,0,,1300.878669,
6,0,,1300.87975,
6,129,,1301.075348,
6,0,,1301.085772,
6,0,,1301.085783,
6,0,,1301.133538,
6,0,,1301.16337,
6,0,,1301.393524,
6,0,,1301.405864,
6,0,,1301.407947,
6,0,,1301.407955,
6,0,,1301.41013,
6,0,,1301.412316,
6,0,,1301.427563,
6,0,,1301.470648,
6,0,,1301.472703,
6,0,,1301.473793,
6,0,,1301.474897,
6,0,,1301.474904,
6,0,,1301.503103,
6,0,,1301.512375,
6,0,,1301.512386,
6,0,,1301.537612,
6,0,,1301.591631,
6,0,,1301.591641,
6,0,,1301.596202,
6,0,,1301.596213,
6,0,,1301.599267,
6,0,,1301.66749,
6,0,,1301.669603,
6,0,,1301.675813,
6,0,,1301.703921,
6,0,,1301.708007,
6,0,,1301.708833,
6,0,,1301.709089,
6,378,,1301.709689,
6,2048,,1301.709822,
6,2048,,1301.709989,
6,2048,,1301.710168,
6,1448,,1301.710347,
6,1448,,1301.710479,
6,1997,,1301.710573,
6,0,,1301.710575,
6,0,,1301.713174,
6,0,,1301.716413,
6,0,,1301.892252,
6,0,,1302.873255,
6,0,,1302.873264,
6,57,,1302.905872,
6,1387,,1302.906684,
6,57,,1302.907608,
6,57,,1302.908548,
6,57,,1302.908726,
6,0,,1302.908736,
6,132,,1302.908783,
6,1387,,1302.909417,
6,0,,1302.945523,
6,0,,1302.953509,
6,0,,1302.963545,
6,0,,1302.968787,
6,0,,1303.040651,
6,0,,1303.040661,
6,0,,1303.1531,
6,0,,1303.240243,
6,0,,1303.247471,
6,0,,1303.247479,
6,0,,1303.249682,
6,0,,1303.250754,
6,0,,1303.250763,
6,0,,1303.271995,
6,0,,1303.272005,
6,0,,1303.295226,
6,0,,1303.33459,
6,0,,1303.435577,
6,0,,1303.539838,
6,0,,1303.551034,
6,0,,1303.553236,
6,0,,1303.555455,
6,0,,1303.556557,
6,0,,1303.567771,
6,0,,1303.567781,
6,0,,1303.582914,
6,0,,1303.582922,
6,0,,1303.582926,
6,0,,1303.582929,
6,0,,1303.638185,
6,0,,1303.649337,
6,129,,1303.842707,
6,0,,1303.851669,
6,0,,1303.855855,
6,0,,1303.864966,
6,0,,1303.864974,
6,0,,1303.868096,
6,0,,1303.874321,
6,0,,1303.874329,
6,0,,1303.927648,
6,0,,1303.979656,
6,0,,1304.025892,
6,0,,1304.034098,
6,0,,1304.061239,
6,0,,1304.064487,
6,0,,1304.06766,
6,0,,1304.103753,
6,0,,1304.113033,
6,0,,1304.198653,
6,0,,1304.198663,
6,0,,1304.254343,
6,0,,1304.294395,
6,0,,1304.313563,
6,0,,1304.377845,
6,0,,1304.377855,
6,0,,1304.410884,
6,0,,1304.430024,
6,0,,1304.461145,
6,0,,1304.512346,
6,0,,1304.52247,
6,0,,1304.581646,
6,0,,1304.581655,
6,0,,1304.615931,
6,0,,1304.633047,
6,0,,1304.635119,
6,0,,1304.648347,
6,0,,1304.653505,
6,0,,1304.653515,
6,0,,1304.660742,
6,0,,1304.667962,
6,0,,1304.686063,
6,0,,1304.71022,
6,0,,1304.714341,
6,0,,1304.732637,
6,0,,1304.74877,
6,0,,1304.76401,
6,0,,1304.764017,
6,0,,1304.764027,
6,0,,1304.764031,
6,0,,1304.771203,
6,0,,1304.846664,
6,0,,1304.849499,
6,0,,1304.867756,
6,0,,1304.867767,
6,0,,1304.871922,
6,0,,1304.874033,
6,0,,1304.893241,
6,0,,1304.895399,
6,0,,1304.896519,
6,0,,1305.033775,
6,0,,1305.033785,
6,0,,1305.137641,
6,0,,1305.148197,
6,0,,1305.15032,
6,0,,1305.151424,
6,0,,1305.15143,
6,0,,1305.156612,
6,0,,1305.24365,
6,0,,1305.243661,
6,0,,1305.248939,
6,0,,1305.252155,
6,0,,1305.254371,
6,0,,1305.256592,
6,0,,1305.390658,
6,0,,1305.390667,
6,517,,1305.390672,
6,0,,1305.390676,
6,0,,1305.4261,
6,0,,1305.433236,
6,0,,1305.433243,
6,0,,1305.436342,
6,0,,1305.461714,
6,0,,1305.461725,
6,0,,1305.489816,
6,0,,1305.489823,
6,0,,1305.492064,
6,0,,1305.492073,
6,0,,1305.493142,
6,0,,1305.530353,
6,0,,1305.530365,
6,0,,1305.553453,
6,0,,1305.557572,
6,0,,1305.570761,
6,0,,1305.57486,
6,0,,1305.585008,
6,0,,1305.589137,
6,0,,1305.591409,
6,0,,1305.593594,
6,0,,1305.6078,
6,0,,1305.662014,
6,0,,1305.668236,
6,0,,1305.670302,
6,0,,1305.671401,
6,0,,1305.673591,
6,0,,1305.674647,
6,0,,1305.686865,
6,0,,1305.686872,
6,0,,1305.731087,
6,0,,1305.734259,
6,0,,1305.76447,
6,0,,1305.769643,
6,0,,1305.769649,
6,0,,1305.802955,
6,0,,1305.802963,
6,0,,1305.802966,
6,0,,1305.809126,
6,0,,1305.810261,
6,0,,1305.811352,
6,0,,1305.813559,
6,0,,1305.815764,
6,0,,1305.81577,
6,0,,1305.832883,
6,0,,1305.839977,
6,0,,1305.846107,
6,0,,1305.868271,
6,0,,1305.872366,
6,0,,1305.874521,
6,0,,1305.899802,
6,0,,1305.899809,
6,0,,1305.959687,
6,0,,1305.967116,
6,0,,1305.995395,
6,0,,1305.995405,
6,0,,1306.01356,
6,0,,1306.021745,
6,0,,1306.021752,
6,0,,1306.021755,
6,0,,1306.02389,
6,0,,1306.023904,
6,0,,1306.041045,
6,0,,1306.053732,
6,0,,1306.05374,
6,0,,1306.053743,
6,0,,1306.13242,
6,0,,1306.132431,
6,0,,1306.144017,
6,0,,1306.170176,
6,0,,1306.172284,
6,0,,1306.174524,
6,0,,1306.175595,
6,0,,1306.217966,
6,0,,1306.230783,
6,0,,1306.241875,
6,0,,1306.245346,
6,0,,1306.247449,
6,0,,1306.249658,
6,0,,1306.278896,
6,0,,1306.309061,
6,0,,1306.31752,
6,0,,1306.328238,
6,0,,1306.34649,
6,0,,1306.348712,
6,0,,1306.371946,
6,0,,1306.375035,
6,0,,1306.381154,
6,0,,1306.384316,
6,0,,1306.387873,
6,0,,1306.388463,
6,0,,1306.405636,
6,0,,1306.408798,
6,0,,1306.408805,
6,0,,1306.421034,
6,0,,1306.421045,
6,0,,1306.510606,
6,0,,1306.510616,
6,0,,1306.513502,
6,0,,1306.531689,
6,0,,1306.594998,
6,0,,1306.595008,
6,0,,1306.595011,
6,0,,1306.61625,
6,0,,1306.620344,
6,0,,1306.731685,
6,0,,1306.741723,
6,0,,1306.742741,
6,0,,1306.750943,
6,0,,1306.803137,
6,0,,1306.82931,
6,0,,1306.832488,
6,0,,1306.832494,
6,0,,1306.832497,
6,0,,1306.859808,
6,0,,1306.859819,
6,0,,1306.967663,
6,0,,1306.970134,
6,0,,1306.973321,
6,0,,1306.985537,
6,0,,1306.985547,
6,0,,1307.023763,
6,0,,1307.025859,
6,0,,1307.028983,
6,0,,1307.030064,
6,0,,1307.031172,
6,0,,1307.032332,
6,0,,1307.034515,
6,0,,1307.03663,
6,0,,1307.047823,
6,0,,1307.047832,
6,0,,1307.07739,
6,0,,1307.142885,
6,0,,1307.30371,
6,0,,1307.303721,
6,0,,1307.346475,
6,73,,1307.507629,
6,0,,1307.561739,
6,0,,1307.561751,
6,0,,1307.563962,
6,0,,1307.609237,
6,0,,1307.609247,
6,0,,1307.613245,
6,73,,1307.754374,
6,0,,1307.808759,
6,0,,1307.814595,
6,0,,1307.833895,
6,0,,1307.833904,
6,0,,1307.85108,
6,0,,1307.856266,
6,0,,1307.860477,
6,0,,1307.860483,
6,0,,1307.901548,
6,0,,1307.906658,
6,0,,1307.925938,
6,0,,1307.97008,
6,0,,1307.973268,
6,0,,1307.973275,
6,0,,1307.985457,
6,39,,1307.985476,
6,73,,1308.000363,
6,0,,1308.009101,
6,0,,1308.041558,
6,73,,1308.49608,
6,517,,1308.531635,
6,517,,1308.531646,
6,73,,1308.845324,
6,73,,1309.100671,
6,73,,1309.355036,
6,73,,1309.512339,
6,73,,1309.859344,
6,0,,1310.669523,
6,0,,1310.710819,
6,73,,1310.892547,
6,24,,1311.343296,
6,73,,1311.497904,
6,24,,1311.509765,
6,0,,1311.50979,
6,56,,1312.507954,
6,24,,1312.591244,
6,73,,1312.940293,
6,56,,1313.845404,
6,1070,,1313.994532,
6,1070,,1314.145662,
6,129,,1314.900546,
6,0,,1315.27751,
6,0,,1315.444801,
6,129,,1315.464603,
6,24,,1316.509895,
6,0,,1316.728203,
6,129,,1316.972874,
6,0,,1317.681581,
6,0,,1317.681591,
6,0,,1318.86152,
6,39,,1319.060301,
6,0,,1319.08833,
6,129,,1320.226559,
6,0,,1321.45116,
6,6,,1323.486356,
6,129,,1323.656289,
17,,77,1323.766524,
6,0,,1323.989899,
6,12,,1324.727751,
6,129,,1325.035068,
6,33,,1325.071482,
6,0,,1325.245128,
6,31,,1326.474844,
6,0,,1326.875259,
,0,,1326.875263,
6,0,,1326.938888,
6,0,,1327.541801,
6,72,,1328.954961,
6,0,,1329.992524,
6,0,,1329.992535,
6,517,,1329.992547,
6,0,,1329.992552,
6,0,,1329.992555,
6,0,,1329.992564,
6,0,,1330.033889,
6,0,,1330.033909,
6,0,,1330.037304,
6,0,,1330.037315,
6,0,,1330.340339,
6,0,,1330.346008,
6,0,,1330.70924,
6,0,,1330.709275,
6,0,,1330.70928,
6,0,,1330.750522,
6,0,,1330.75348,
6,0,,1332.173488,
6,0,,1332.508286,
6,0,,1332.666701,
6,0,,1332.666711,
6,0,,1332.666715,
6,0,,1332.666718,
6,0,,1332.666722,
6,0,,1332.666725,
6,517,,1332.666729,
6,517,,1332.666733,
6,517,,1332.677657,
6,517,,1332.677666,
6,0,,1332.677669,
6,0,,1332.677673,
6,0,,1332.685492,
6,0,,1332.708192,
6,0,,1332.711046,
6,0,,1332.726225,
6,1430,,1332.768795,
6,1430,,1332.771479,
6,0,,1332.861805,
6,1430,,1332.903097,
6,1430,,1332.903262,
6,1430,,1332.903274,
6,1092,,1332.903448,
6,0,,1333.026004,
6,1430,,1333.070372,
6,1430,,1333.070397,
6,1430,,1333.070509,
6,1093,,1333.070696,
6,0,,1333.081798,
6,0,,1333.324167,
6,0,,1333.361268,
6,0,,1333.365054,
6,0,,1333.376026,
6,74,,1333.376037,
6,92,,1333.376042,
6,0,,1333.391504,
6,0,,1333.403574,
6,0,,1333.416992,
6,0,,1333.417016,
6,910,,1333.417525,
6,31,,1333.417531,
6,73,,1333.536255,
6,0,,1333.669362,
6,0,,1333.669371,
6,74,,1333.669375,
6,1088,,1333.672086,
6,0,,1333.672098,
6,31,,1333.672101,
6,0,,1333.713324,
6,0,,1333.713401,
6,910,,1333.713957,
6,403,,1333.760124,
6,31,,1333.760548,
6,39,,1333.760629,
6,73,,1333.873095,
6,39,,1334.315407,
6,73,,1334.344748,
6,0,,1334.692759,
6,0,,1334.692776,
6,0,,1334.714478,
6,39,,1334.714489,
6,0,,1334.744818,
6,73,,1335.305858,
6,0,,1335.373521,
6,0,,1335.540403,
6,79,,1337.987029,
6,0,,1338.573523,
6,0,,1338.64469,
6,26,,1339.295578,
6,26,,1339.886297,
6,0,,1340.197068,
6,0,,1343.396531,
6,39,,1344.042629,
6,39,,1344.280314,
6,73,,1344.706044,
6,0,,1347.642137,
,0,,1347.642145,
6,0,,1348.286615,
6,0,,1349.230558,
6,0,,1349.506173,
6,0,,1349.531613,
6,0,,1349.767106,
17,,1358,1350.795652,
6,544,,1350.80978,
6,39,,1350.809789,
6,0,,1350.83446,
6,0,,1350.834479,
6,39,,1350.834964,
17,,1358,1350.836838,
17,,1358,1350.896299,
17,,1358,1350.896412,
17,,377,1350.896421,
17,,1358,1350.920656,
6,0,,1350.92067,
6,69,,1350.924414,
6,31,,1350.924969,
6,39,,1350.925153,
17,,49,1350.964919,
17,,49,1351.010663,
6,0,,1351.056334,
6,0,,1351.056344,
6,0,,1351.056348,
17,,49,1351.056353,
6,39,,1351.056358,
6,0,,1351.085897,
17,,1358,1351.146207,
17,,1358,1351.38697,
17,,49,1351.594283,
17,,49,1351.594293,
17,,1358,1351.63418,
17,,179,1351.688178,
17,,630,1351.728231,
17,,121,1351.730266,
17,,173,1351.751567,
17,,33,1351.791146,
17,,171,1351.801674,
17,,35,1351.841412,
17,,41,1352.526693,
17,,41,1352.526703,
17,,41,1352.526706,
17,,1358,1352.556207,
17,,37,1352.566326,
17,,41,1353.391206,
17,,43,1353.419863,
17,,39,1353.430853,
6,73,,1356.200144,
6,73,,1356.468528,
6,0,,1362.421399,
6,33,,1363.536045,
6,0,,1363.802327,
6,0,,1366.477524,
6,24,,1366.50989,
6,0,,1366.547954,
6,24,,1366.676475,
6,0,,1366.676497,
6,0,,1366.780793,
,0,,1366.780799,
6,0,,1366.781316,
,0,,1366.781385,
,0,,1366.781444,
6,0,,1366.938744,
6,0,,1366.940065,
6,0,,1370.82952,
6,0,,1370.871057,
6,517,,1371.460746,
6,24,,1371.676659,
6,12,,1371.832136,
6,0,,1371.892529,
6,0,,1374.369505,
6,24,,1374.593839,
6,46,,1375.415701,
6,0,,1375.565493,
6,0,,1375.732765,
6,0,,1376.7955,
,0,,1376.795507,
6,0,,1376.795904,
,0,,1376.796038,
,0,,1376.796097,
6,0,,1376.797084,
,0,,1376.797087,
,0,,1376.797518,
6,0,,1376.797521,
,0,,1376.797633,
6,0,,1379.277498,
6,0,,1379.533123,
6,0,,1381.054049,
6,39,,1381.097167,
6,0,,1381.097279,
6,0,,1381.210334,
6,39,,1381.457339,
6,0,,1382.059246,
6,0,,1383.466061,
6,517,,1383.466071,
6,517,,1383.466075,
6,6,,1383.485212,
6,0,,1383.510074,
17,,1358,1383.542198,
17,,1358,1383.58221,
17,,35,1383.582229,
6,0,,1384.047023,
6,0,,1384.071579,
1,17,,1358,1384.200042
1,17,,35,1384.200055
6,0,,1384.673953,
6,0,,1385.055663,
6,80,,1386.640972,
6,80,,1386.85735,
6,0,,1386.889831,
6,80,,1387.073425,
6,0,,1387.421432,
6,80,,1387.505346,
6,0,,1387.82288,
6,0,,1388.037319,
6,0,,1388.086794,
6,80,,1388.377313,
6,0,,1388.483452,
6,0,,1388.484287,
6,75,,1388.484621,
6,0,,1388.485627,
6,0,,1389.267388,
6,0,,1389.373211,
6,0,,1389.425108,
6,0,,1389.425234,
6,0,,1389.533208,
6,80,,1390.105377,
6,72,,1390.394902,
6,63,,1391.642055,
6,0,,1391.727532,
6,0,,1392.545165,
6,0,,1392.589522,
6,0,,1392.845526,
6,0,,1392.886267,
6,0,,1392.915682,
6,0,,1392.938396,
6,0,,1392.938408,
6,0,,1392.940866,
6,0,,1392.940881,
6,0,,1393.247822,
6,0,,1393.248315,
6,143,,1393.561489,
6,129,,1394.121125,
6,0,,1394.280794,
6,0,,1394.701137,
6,0,,1394.701149,
6,344,,1394.701153,
6,344,,1394.701157,
6,344,,1394.701161,
6,0,,1394.703297,
6,0,,1394.703307,
6,0,,1394.703309,
6,1430,,1394.802085,
6,1430,,1394.802105,
6,1430,,1394.802313,
6,1430,,1394.802443,
6,1430,,1394.802452,
6,1430,,1394.802669,
6,1430,,1394.802791,
6,1430,,1394.802889,
6,1430,,1394.803004,
6,1430,,1394.803135,
6,0,,1395.011259,
6,0,,1395.011269,
6,0,,1395.366924,
6,1430,,1395.36927,
6,1430,,1395.379201,
6,0,,1395.661523,
6,0,,1395.832338,
6,1430,,1396.57611,
6,0,,1396.655401,
6,24,,1397.474025,
6,4,,1397.500247,
6,0,,1397.500269,
6,0,,1397.776708,
6,0,,1397.776717,
6,1430,,1397.779046,
6,0,,1397.780498,
6,0,,1397.784315,
6,1430,,1397.788995,
6,0,,1397.789429,
6,0,,1397.789434,
6,0,,1397.794239,
6,0,,1397.801364,
6,1430,,1397.808886,
6,1430,,1397.828807,
6,1430,,1397.848701,
6,1430,,1397.868606,
6,1430,,1397.888496,
6,1430,,1397.908324,
6,63,,1397.922371,
6,1430,,1397.928265,
6,1430,,1397.948201,
6,1430,,1397.96811,
6,0,,1398.733522,
6,0,,1398.804757,
6,63,,1399.714509,
6,143,,1400.857542,
6,0,,1401.593542,
6,0,,1403.577911,
6,0,,1403.585289,
6,0,,1403.595077,
6,0,,1403.604435,
6,0,,1403.909612,
6,0,,1404.860526,
6,0,,1404.94467,
6,0,,1405.216803,
6,0,,1405.337151,
6,0,,1405.55785,
6,0,,1405.57432,
6,24,,1405.59498,
6,0,,1405.851529,
6,0,,1406.265277,
6,0,,1406.362574,
6,0,,1406.460646,
6,1430,,1406.463005,
6,0,,1406.495233,
6,0,,1412.513545,
6,1430,,1412.515911,
6,1430,,1412.525823,
6,0,,1412.687807,
6,1430,,1412.690158,
6,1430,,1412.700086,
6,0,,1413.557997,
6,1430,,1413.560351,
6,1430,,1413.57028,
6,0,,1413.677272,
6,1430,,1413.679599,
6,1430,,1413.689542,
6,0,,1414.182071,
6,1430,,1414.184419,
6,1430,,1414.194354,
6,143,,1414.681586,
6,0,,1415.127541,
6,1430,,1415.129901,
6,1430,,1415.139804,
6,0,,1415.982356,
6,1430,,1415.984713,
6,1430,,1415.99466,
6,1430,,1416.01455,
6,1430,,1416.034473,
6,1430,,1416.054359,
6,1430,,1416.074253,
6,0,,1416.091538,
6,1430,,1416.094154,
6,1430,,1416.114049,
6,39,,1417.019265,
6,24,,1417.019271,
6,0,,1417.019272,
6,0,,1417.058062,
6,39,,1417.364293,
6,31,,1418.679582,
6,0,,1418.679659,
6,0,,1419.440049,
6,31,,1421.223818,
6,24,,1421.676629,
6,24,,1421.843123,
6,0,,1421.84315,
6,24,,1422.562263,
6,0,,1422.630389,
6,39,,1422.630395,
6,0,,1424.575736,
17,,1358,1424.575755,
17,,1358,1424.646352,
17,,1358,1424.681283,
17,,630,1424.681303,
6,31,,1424.800005,
17,,82,1424.988606,
17,,1358,1424.98862,
17,,1358,1425.033297,
17,,1358,1425.079775,
6,0,,1425.079787,
17,,1358,1425.124603,
17,,1358,1425.169919,
17,,1358,1425.259922,
17,,85,1425.259935,
17,,1358,1425.32836,
17,,1358,1425.363748,
17,,630,1425.363769,
17,,34,1425.387935,
6,544,,1425.486218,
6,39,,1425.486228,
6,0,,1425.486231,
6,0,,1425.486234,
6,0,,1425.51097,
6,0,,1425.51099,
6,39,,1425.511228,
6,69,,1425.574189,
6,31,,1425.574335,
6,39,,1425.574468,
17,,1358,1425.663065,
6,39,,1426.155795,
6,0,,1426.175318,
17,,1358,1426.263088,
6,0,,1426.637525,
6,0,,1426.707995,
6,24,,1426.843257,
6,0,,1427.059502,
6,0,,1427.425945,
17,,1358,1427.463196,
6,178,,1427.629514,
6,0,,1428.871562,
6,0,,1429.247101,
17,,1358,1429.864179,
17,,1358,1429.920947,
6,0,,1429.920962,
6,0,,1429.920966,
6,0,,1429.920969,
17,,1358,1429.963498,
17,,1358,1429.985725,
6,39,,1429.985737,
6,0,,1430.012067,
17,,1358,1430.028295,
17,,1358,1430.050007,
6,0,,1430.050025,
17,,1358,1430.09259,
6,0,,1430.094231,
17,,1358,1430.115632,
6,0,,1430.115648,
6,0,,1430.115652,
6,0,,1430.115655,
6,1430,,1430.118191,
6,1430,,1430.128142,
6,178,,1430.508351,
6,0,,1430.989493,
6,0,,1431.030774,
6,0,,1431.085588,
6,591,,1431.0856,
6,202,,1431.085605,
6,1430,,1431.087939,
6,1430,,1431.097885,
6,0,,1431.110672,
6,0,,1431.110691,
6,0,,1431.757794,
6,1430,,1431.760147,
6,1430,,1431.770074,
6,31,,1431.951864,
6,0,,1433.8865,
6,1430,,1433.888843,
6,1430,,1433.8988,
6,0,,1435.853525,
6,0,,1436.021062,
6,0,,1436.215732,
6,0,,1436.21574,
6,0,,1436.215751,
6,51,,1436.215755,
6,0,,1436.215759,
6,0,,1436.215765,
6,0,,1436.21577,
6,0,,1436.215772,
6,1430,,1436.218106,
6,1430,,1436.228051,
6,0,,1436.240729,
6,100,,1436.241552,
6,0,,1436.259892,
6,0,,1436.259913,
6,0,,1436.259917,
6,0,,1436.259934,
6,0,,1436.259936,
6,278,,1436.269601,
6,0,,1436.278328,
6,1430,,1436.280693,
6,1430,,1436.290623,
6,0,,1436.567133,
6,0,,1436.56737,
6,24,,1436.595906,
6,0,,1436.887469,
6,1430,,1436.889751,
6,1430,,1436.899755,
6,0,,1438.310755,
6,0,,1438.310766,
6,0,,1438.310769,
6,0,,1438.310773,
6,0,,1438.312814,
6,1430,,1438.313129,
6,1430,,1438.323074,
6,0,,1438.354843,
6,0,,1438.354862,
6,0,,1439.693526,
6,0,,1439.920338,
6,0,,1440.3753,
6,0,,1440.382924,
6,143,,1442.329719,
6,1448,,1442.597553,
6,1448,,1442.597664,
6,1448,,1442.599006,
6,1448,,1442.599119,
6,1448,,1442.599219,
6,1448,,1442.599495,
6,1448,,1442.599613,
6,1448,,1442.599744,
6,1448,,1442.599844,
6,1448,,1442.599984,
6,1448,,1442.600074,
6,1448,,1442.600205,
6,1448,,1442.60032,
6,1448,,1442.600451,
6,1448,,1442.600581,
6,1448,,1442.600713,
6,1448,,1442.600837,
6,1448,,1442.600958,
6,1448,,1442.601073,
6,1448,,1442.601205,
6,1448,,1442.601318,
6,1448,,1442.60145,
6,1448,,1442.601508,
6,1448,,1442.60168,
6,1448,,1442.60181,
6,1448,,1442.601925,
6,1448,,1442.602056,
6,1448,,1442.602171,
6,1448,,1442.602302,
6,1448,,1442.602417,
6,1448,,1442.602548,
6,1448,,1442.602679,
6,1448,,1442.602809,
6,1448,,1442.60294,
6,1448,,1442.603054,
6,1448,,1442.603187,
6,1448,,1442.6033,
6,1448,,1442.603433,
6,1448,,1442.603547,
6,1448,,1442.603677,
6,1448,,1442.603793,
6,1448,,1442.603923,
6,1448,,1442.604022,
6,1448,,1442.604154,
6,1448,,1442.604269,
6,1448,,1442.6044,
6,1448,,1442.604515,
6,1448,,1442.604646,
6,1448,,1442.60476,
6,1448,,1442.604891,
6,1448,,1442.605006,
6,1448,,1442.605137,
6,1448,,1442.605251,
6,1448,,1442.605382,
6,1448,,1442.605498,
6,1448,,1442.605628,
6,1448,,1442.605743,
6,1448,,1442.605874,
6,1448,,1442.605988,
6,1448,,1442.60612,
6,1448,,1442.606234,
6,1448,,1442.606365,
6,1448,,1442.60648,
6,1448,,1442.606611,
6,1448,,1442.606726,
6,1448,,1442.606857,
6,1448,,1442.606972,
6,1448,,1442.607102,
6,1448,,1442.607217,
6,1448,,1442.607348,
6,1448,,1442.607463,
6,1448,,1442.607594,
6,1448,,1442.607709,
6,1448,,1442.60784,
6,1448,,1442.607955,
6,1448,,1442.608086,
6,1448,,1442.608201,
6,1448,,1442.608331,
6,1448,,1442.608446,
6,1448,,1442.608577,
6,1448,,1442.608692,
6,1448,,1442.608823,
6,1448,,1442.608938,
6,1448,,1442.609069,
6,1448,,1442.609184,
6,1448,,1442.609314,
6,1448,,1442.609446,
6,1448,,1442.60956,
6,1448,,1442.609691,
6,1448,,1442.609806,
6,1448,,1442.609937,
6,1448,,1442.610052,
6,1448,,1442.610183,
6,1448,,1442.610298,
6,1448,,1442.610429,
6,1448,,1442.610543,
6,1448,,1442.610674,
6,1448,,1442.610789,
6,1448,,1442.61092,
