real_time (s),video_playback_time (s),video_quality,bitrate (kbps),stall_in_this_segment (s),bandwidth
0.019,0.0,480p,397,0.019,64
8.975,0.0,480p,397,8.956,64
15.019,0.0,480p,397,6.0440000000000005,64
20.001,0.0,480p,397,4.982000000000001,64
21.029,0.0,480p,397,1.0279999999999987,64
23.392,0.0,480p,397,2.3629999999999995,64
23.402,0.0,480p,397,0.010000000000001563,64
30.001,0.0,480p,397,6.599,64
50.001,0.0,480p,397,19.999999999999996,64
60.001,0.0,480p,397,10.0,64
70.741,0.0,144p,394,10.740000000000002,64
70.742,0.0,144p,394,0.0010000000000047748,64
97.82,0.009,144p,394,27.06899999999999,64
98.571,0.692,144p,394,0.06800000000001205,64
100.001,2.121,144p,394,0.0010000000000047748,64
105.498,7.616,144p,394,0.001999999999995339,64
110.001,7.616,144p,394,4.503,64
122.551,7.706,144p,394,12.459999999999994,64
123.302,7.728,144p,394,0.7290000000000134,64
124.266,7.728,144p,394,0.9639999999999986,64
124.997,7.898,144p,394,0.5609999999999928,64
125.747,8.65,144p,394,0,64
130.001,12.903,144p,394,0.0010000000000047748,64
133.145,16.046,144p,394,0.0010000000000189857,64
140.001,16.046,144p,394,6.8559999999999945,64
890.0,29.903,144p,394,736.1419999999999,128
920.001,29.903,144p,394,30.000999999999976,192
950.001,29.903,144p,394,30.0,256
980.001,29.903,144p,394,30.0,192
1010.001,29.903,144p,394,30.0,192
1040.001,29.903,144p,394,30.0,192
1070.001,29.903,144p,394,30.0,192
1100.001,29.903,144p,394,30.0,192
1123.789,29.98,144p,394,23.711000000000013,192
1124.539,30.002,144p,394,0.7280000000000655,192
1125.616,30.002,144p,394,1.0769999999999982,192
1126.12,30.054,144p,394,0.4519999999997708,192
1126.87,30.806,144p,394,0,192
1130.001,33.936,144p,394,0.0010000000002037268,192
1135.961,39.894,144p,394,0.0019999999999527063,192
1140.001,39.894,144p,394,4.039999999999964,192
1163.814,39.988,144p,394,23.71900000000005,192
1164.565,40.01,144p,394,0.7290000000000418,192
1165.516,40.01,144p,394,0.9510000000000218,192
1166.21,40.131,144p,394,0.5729999999998654,192
1166.96,40.882,144p,394,0,192
1170.0,43.923,144p,394,0,192
1200.001,73.924,144p,394,0.0,128
1230.001,103.925,144p,394,0,128
1260.001,133.926,144p,394,0,128
1300.001,173.928,144p,394,0,128
1302.55,176.47,240p,395,0.007000000000061846,128
1340.0,213.93,240p,395,0,128
1370.001,243.931,240p,395,0.0,128
1430.001,303.933,240p,395,0,128
1460.001,333.935,240p,395,0,64
1470.887,344.82,144p,394,0.0009999999999763531,64
1510.001,383.937,144p,394,0,64
1540.001,413.938,144p,394,0,64
1570.001,443.939,144p,394,0,64
1600.001,473.94,144p,394,0,64
1630.203,504.143,240p,395,0,64
1670.0,543.943,240p,395,0,64
1700.001,573.945,240p,395,0,128
1740.001,613.946,240p,395,0,128
1780.001,653.948,240p,395,0,128
1805.215,679.163,144p,394,0,128
1840.001,713.95,144p,394,0,128
1870.001,743.952,144p,394,0,128
1900.001,773.953,144p,394,0,128
1904.547,778.498,240p,395,0.0009999999999763531,128
1940.001,813.954,240p,395,0,192
1980.0,853.956,240p,395,0,192
2010.001,883.957,240p,395,0.0,192
2050.001,923.959,240p,395,0,192
2080.001,953.96,240p,395,0,192
2093.96,967.92,144p,394,0,192
2130.001,1003.962,144p,394,0,192
2160.001,1033.963,144p,394,0,256
2190.989,1064.953,240p,395,0,256
2230.001,1103.966,240p,395,0,256
2260.001,1133.967,240p,395,0,256
2300.0,1173.969,240p,395,0,256
2330.001,1203.97,240p,395,2.2737367544323206e-13,256
2350.21,1224.181,144p,394,0,256
2375.923,1249.886,144p,394,0.007999999999810825,256
2376.057,1249.975,144p,394,0.04500000000007276,256
2376.808,1250.637,144p,394,0.08900000000016917,256
2380.001,1253.83,144p,394,2.2737367544323206e-13,256
2384.901,1258.73,144p,394,0,256
2390.001,1258.73,144p,394,5.100000000000364,256
2396.702,1258.801,144p,394,6.630000000000109,256
2397.452,1259.483,144p,394,0.06799999999998363,256
2400.0,1262.031,144p,394,0,192
2430.001,1292.033,144p,394,0,192
2460.001,1322.034,144p,394,0,192
2490.001,1352.035,144p,394,0,192
2519.292,1381.327,240p,395,0,192
2550.0,1412.038,240p,395,0,192
2580.001,1442.039,240p,395,2.2737367544323206e-13,192
2589.014,1451.053,240p,395,0,192
2590.001,1452.039,240p,395,0.0010000000002037268,192
