real_time (s),video_playback_time (s),video_quality,bitrate (kbps),stall_in_this_segment (s),bandwidth
0.018,0.0,480p,397,0.018,64
4.89,0.0,480p,397,4.872,64
920.001,55.675,144p,278,859.436,128
942.652,55.756,144p,278,22.57000000000005,192
943.403,55.776,144p,278,0.7309999999999945,256
944.431,55.776,144p,278,1.02800000000002,256
944.934,55.784,144p,278,0.49499999999989086,256
945.685,56.537,144p,278,0,256
950.001,60.852,144p,278,0.00100000000009004,256
980.001,90.853,144p,278,0,192
1010.001,120.854,144p,278,0,192
1037.183,148.029,240p,395,0.007000000000061846,192
1070.0,180.857,240p,395,0,192
1100.001,210.858,240p,395,0.0,192
1130.001,240.859,240p,395,0,192
1152.026,262.885,144p,278,0,192
1188.029,298.889,144p,278,0,192
1190.001,298.889,144p,278,1.97199999999998,192
1200.012,298.978,144p,278,9.921999999999912,128
1200.762,299.66,144p,278,0.06799999999998363,128
1209.228,308.126,144p,278,2.2737367544323206e-13,128
1210.001,308.126,144p,278,0.7729999999999109,128
1210.425,308.217,144p,278,0.33299999999997,128
1211.175,308.888,144p,278,0.07900000000006457,128
1220.001,317.714,144p,278,0.0,128
1250.001,347.715,144p,278,0,128
1280.001,377.716,144p,278,0,128
1293.442,391.157,240p,395,1.1368683772161603e-13,128
1310.001,407.718,240p,395,0,128
1350.001,447.719,240p,395,0,128
1360.001,457.719,240p,395,0.0,128
1390.001,487.721,240p,395,0,128
1414.545,512.266,144p,278,0,128
1432.177,529.898,144p,278,0,128
1440.001,529.898,144p,278,7.824000000000069,64
1509.905,576.885,144p,278,22.91700000000003,64
1510.001,576.885,144p,278,0.09600000000000364,64
1524.012,576.969,144p,278,13.926999999999907,64
1524.762,577.651,144p,278,0.06800000000009732,64
1530.001,582.89,144p,278,0.0,64
1532.463,585.352,144p,278,0.0,64
1536.289,585.442,144p,278,3.73599999999999,64
1537.039,586.118,144p,278,0.07399999999995543,64
1540.001,589.08,144p,278,0.0,64
1547.728,596.806,144p,278,0.00100000000009004,64
1550.001,596.806,144p,278,2.272999999999911,64
1568.226,596.892,144p,278,18.139000000000124,64
1568.976,596.913,144p,278,0.7290000000000418,64
1569.978,596.913,144p,278,1.0019999999999527,64
1570.001,596.913,144p,278,0.02299999999991087,64
1570.728,597.14,144p,278,0.5000000000001137,64
1571.478,597.892,144p,278,0,64
1580.001,606.414,144p,278,0.0009999999999763531,64
1610.001,636.415,144p,278,0,64
1640.001,666.416,144p,278,0,64
1656.891,683.306,144p,278,1.1368683772161603e-13,64
1660.001,683.306,144p,278,3.1099999999999,64
1679.906,683.386,144p,278,19.825000000000045,64
1680.001,683.407,144p,278,0.07399999999995543,128
1680.656,683.407,144p,278,0.6549999999999727,128
1681.641,683.407,144p,278,0.9850000000001273,128
1682.39,683.616,144p,278,0.5400000000000773,128
1683.14,684.367,144p,278,0,128
1690.0,691.227,144p,278,0,128
1720.001,721.229,144p,278,0,128
1723.739,724.965,144p,278,0.002000000000066393,128
1730.001,724.965,144p,278,6.261999999999944,128
1737.198,724.965,240p,395,7.197000000000116,128
1737.199,724.965,240p,395,0.0009999999999763531,128
1755.205,724.965,240p,395,18.005999999999744,128
1760.001,724.965,240p,395,4.7960000000002765,128
1767.808,724.965,240p,395,7.806999999999789,128
1770.001,724.965,240p,395,2.193000000000211,128
1800.001,724.965,240p,395,30.0,128
1817.068,734.89,240p,395,7.141999999999825,128
1820.001,734.89,240p,395,2.9329999999999927,128
1830.376,734.979,240p,395,10.286000000000058,128
1831.126,735.658,240p,395,0.07099999999991269,128
1840.001,744.533,240p,395,0.0,128
1845.355,749.887,240p,395,2.2737367544323206e-13,128
1850.001,749.887,240p,395,4.645999999999958,128
1857.286,749.974,240p,395,7.197999999999865,128
1858.036,750.653,240p,395,0.07100000000014006,128
1860.0,752.618,240p,395,0,128
1873.783,766.399,240p,395,0.0019999999999527063,128
1880.001,766.399,240p,395,6.217999999999847,128
1881.455,766.483,240p,395,1.3700000000001182,128
1882.205,767.161,240p,395,0.07199999999988904,128
1890.001,774.957,240p,395,0.0,128
1894.951,779.905,240p,395,0.00200000000018008,128
1900.001,779.905,240p,395,5.0499999999999545,128
1902.47,779.986,240p,395,2.38799999999992,128
1903.22,780.665,240p,395,0.07100000000014006,128
1910.001,787.446,240p,395,0,128
1947.17,824.615,240p,395,2.2737367544323206e-13,192
1950.001,824.615,240p,395,2.8309999999999036,192
1980.001,824.615,240p,395,30.0,192
1989.014,824.695,240p,395,8.932999999999993,192
1989.764,824.718,240p,395,0.7269999999998618,192
1990.001,824.718,240p,395,0.23700000000008004,192
1990.669,824.718,240p,395,0.66800000000012,192
1991.419,824.848,240p,395,0.6200000000001182,192
1992.169,825.6,240p,395,0,192
2000.0,833.431,240p,395,0.0,192
2014.244,847.673,240p,395,0.0019999999999527063,192
2020.001,847.673,240p,395,5.757000000000062,192
2049.644,847.673,240p,395,29.6429999999998,192
2050.001,847.673,240p,395,0.35700000000042564,192
2067.647,847.673,240p,395,17.64599999999973,192
2070.001,847.673,240p,395,2.354000000000269,192
2082.052,847.673,240p,395,12.05099999999993,192
2090.001,847.673,240p,395,7.949000000000069,192
2109.057,847.673,240p,395,19.055999999999585,192
2110.001,847.673,240p,395,0.9440000000004147,192
2127.06,847.673,240p,395,17.05899999999974,192
2130.001,847.673,240p,395,2.9410000000002583,192
2157.665,847.673,240p,395,27.66399999999976,192
2160.001,847.673,240p,395,2.33600000000024,256
2175.668,847.673,240p,395,15.666999999999916,256
2180.001,847.673,240p,395,4.333000000000084,256
2188.27,847.673,240p,395,8.268999999999778,256
2190.001,847.673,240p,395,1.731000000000222,256
2222.685,857.291,240p,395,23.065999999999576,256
2230.0,857.291,240p,395,7.315000000000055,256
2247.346,857.367,240p,395,17.27000000000021,256
2248.096,857.388,240p,395,0.7290000000000418,256
2248.934,857.388,240p,395,0.8380000000001928,256
