real_time,qoe,bitrate,avg_bitrate,avg_bitrate_variation,avg_stall
10.11,87.195,87195,87195.0,0.0,0
10.11,87.195,87195,87195.0,0.0,0
10.11,81.38333333333333,87195,87195.0,5811.666666666666,0
10.11,68.54197500000002,104630,87195.0,4358.75,3.3242499999999957
10.11,72.27258000000002,104630,87195.0,3487.0,2.6593999999999967
10.11,-202.4491666666666,104630,87195.0,2905.833333333333,66.68333333333332
48.497,-173.64601348124626,104630,100995.38651875373,2490.714285714286,63.29085714285714
49.177,-139.3032054913882,104630,101045.64450861176,2179.375,55.38825
57.104,-112.10020861196722,104630,101543.21361025497,1937.2222222222222,49.233999999999995
59.898,-90.59231026044274,104630,101687.19973955725,1743.5000000000002,44.310700000000004
59.898,-75.92885480589729,104630,101687.19973955725,1585.0,40.93745454545454
59.898,-63.40221692710941,104630,101687.19973955725,1452.9166666666667,38.055
59.898,-58.57230795275042,104630,101687.19973955725,8002.461538461538,35.40861538461539
59.898,-50.427293117585606,191227,101687.19973955725,7430.857142857143,33.647357142857146
59.898,-40.28661359377607,191227,101687.19973955725,6935.466666666666,31.40426666666667
59.898,-35.76780651044274,191227,101687.19973955725,6502.0,30.4541875
59.898,-28.45242378985452,191227,101687.19973955725,6119.529411764705,28.84188235294118
59.898,-24.795505815998283,191227,101687.19973955725,5779.555555555556,28.070499999999996
59.898,-19.279831839390113,191227,101687.19973955725,5475.368421052632,26.858526315789476
59.898,-48.917825260442754,191227,101687.19973955725,5201.6,33.814750000000004
59.898,-42.56868597472845,191227,101687.19973955725,4953.9047619047615,32.395809523809525
59.981,-38.08402036152354,191227,101811.10236574916,4728.727272727272,31.43404545454545
60.003,-32.10494387911035,191227,101843.88655567223,4523.130434782608,30.098999999999993
60.003,-26.698430110994465,191227,101843.88655567223,4334.666666666667,28.885500000000008
60.199,-21.361005822156528,191227,102134.9061778435,4161.280000000001,27.752240000000008
60.951,-15.511633672445598,191227,103234.10478909289,4001.2307692307695,26.684769230769238
66.406,-3.8853621288125453,191227,110462.38601933562,3853.037037037037,25.69644444444445
72.885,7.37762504483581,191227,117641.83218769295,3715.428571428571,24.778785714285718
72.885,10.658056325624003,191227,117641.83218769295,3587.310344827586,24.045689655172414
72.96,13.91612150219298,191227,117717.47483552631,3467.7333333333336,23.3334
73.639,17.93237131498961,191227,118395.28099240894,3355.8709677419356,22.58303225806451
80.137,26.977614580226657,191227,124300.92395522668,3251.0,21.877281250000006
110.139,48.157812377664925,191227,142531.6699534225,3152.484848484849,21.21427272727273
140.14,61.35827731008487,191227,152956.30672184957,3059.764705882353,20.59029411764706
170.141,70.72376649590633,191227,159704.58649590635,2972.342857142857,20.001971428571434
200.142,77.92074015548961,191227,164429.7512666007,2889.777777777778,19.44633333333333
230.144,83.75239316780282,191227,167923.0904651001,2811.6756756756754,18.9207027027027
260.145,88.65502814467841,191227,170610.5939341521,2737.684210526316,18.42276315789474
279.897,92.21121802630144,191227,172065.46930835274,2667.4871794871797,17.950410256410258
279.897,94.18102180835272,191227,172065.46930835274,2600.8,17.507825000000004
