6	976		0.000000000
6	0		0.000054000
6	0		0.047299000
6	48		0.071126000
6	0		0.071168000
6	280		0.079806000
6	0		0.319650000
6	0		0.481599000
6	0		0.481635000
6	0		0.481643000
6	0		0.483046000
6	0		0.483105000
6	0		0.483279000
6	16		0.485573000
6	68		0.485610000
6	0		0.485629000
6	68		0.485687000
6	0		0.517132000
6	0		0.517154000
6	0		0.517158000
6	517		0.517165000
6	517		0.517169000
6	0		0.517912000
6	0		0.518005000
6	4254		0.523863000
6	1418		0.523901000
6	1106		0.523904000
6	5672		0.524354000
6	1105		0.524378000
6	517		0.536084000
6	0		0.536118000
6	0		0.536127000
6	0		0.536133000
6	0		0.536901000
6	0		0.537172000
6	0		0.537219000
6	0		0.537335000
6	2836		0.543920000
6	2836		0.543955000
6	961		0.543961000
6	0		0.571354000
6	0		0.589498000
6	1105		0.603284000
6	0		0.607650000
6	0		0.607674000
6	961		0.619514000
6	0		0.625949000
6	0		0.643506000
6	0		0.643540000
6	0		0.643546000
6	0		0.643551000
6	0		0.644341000
6	0		0.644402000
6	0		0.644618000
6	0		0.661234000
6	0		0.661268000
6	0		0.661277000
6	0		0.662157000
6	0		0.662487000
6	0		0.679717000
6	0		0.697497000
6	0		0.715914000
6	0		0.715940000
6	0		0.715947000
6	0		0.715952000
6	0		0.727122000
6	0		0.734095000
6	0		0.751235000
6	0		0.769374000
6	1418		0.771315000
6	1418		0.781527000
6	0		0.787511000
6	0		0.808394000
6	0		0.808414000
6	84		0.819889000
6	68		0.820428000
6	0		0.823860000
6	0		0.823903000
6	0		0.823912000
6	0		0.823918000
6	0		0.823922000
6	0		0.823927000
6	517		0.823931000
6	517		0.823935000
6	0		0.824734000
6	0		0.825089000
6	5672		0.831051000
6	963		0.831089000
6	2836		0.831093000
6	1482		0.831098000
6	0		0.841362000
6	0		0.859510000
6	0		0.877767000
6	0		0.895797000
6	0		0.913935000
6	0		0.932056000
6	0		0.949205000
6	64		0.949228000
6	92		0.949234000
6	608		0.950688000
6	31		0.950712000
6	1256		0.967752000
6	0		0.967775000
6	0		0.974132000
6	0		0.985402000
6	575		0.993869000
6	1418		0.993973000
6	819		0.993988000
6	135		0.997270000
6	39		0.997792000
6	0		1.003524000
6	0		1.003542000
6	31		1.003547000
6	64		1.003553000
6	92		1.003557000
6	312		1.003561000
6	32		1.003565000
6	608		1.004537000
6	31		1.004825000
6	0		1.010140000
6	0		1.021661000
6	824		1.022454000
6	182		1.022483000
6	211		1.022666000
6	112		1.022698000
6	39		1.022993000
6	0		1.057777000
6	0		1.057796000
6	0		1.057801000
6	39		1.057805000
6	31		1.057811000
6	0		1.058999000
6	0		1.061946000
6	0		1.064115000
6	0		1.076031000
6	39		1.076072000
6	0		1.076853000
6	0		1.111431000
6	0		1.112529000
6	0		1.129459000
6	0		1.129486000
6	0		1.129494000
6	0		1.129500000
6	0		1.129507000
6	0		1.130792000
6	0		1.130821000
6	0		1.147156000
6	517		1.147182000
6	0		1.147889000
6	2836		1.154334000
6	2836		1.154382000
6	1822		1.154387000
6	0		1.165505000
6	0		1.165527000
6	517		1.165533000
6	517		1.165549000
6	0		1.166201000
6	0		1.166291000
6	2688		1.167383000
6	1597		1.167409000
6	2132		1.170120000
6	0		1.201545000
6	0		1.201569000
6	0		1.211159000
6	0		1.212082000
6	0		1.212398000
6	100		1.219444000
6	0		1.219725000
6	0		1.237937000
6	672		1.244348000
6	253		1.253556000
6	0		1.255142000
6	0		1.260350000
6	0		1.273379000
6	64		1.273402000
6	92		1.273409000
6	372		1.273413000
6	608		1.274370000
6	31		1.274662000
6	464		1.275399000
6	1418		1.275409000
6	2836		1.276951000
6	2836		1.280164000
6	2836		1.283185000
6	2836		1.286325000
6	2836		1.289414000
6	0		1.291654000
6	2836		1.292525000
6	2836		1.295685000
6	2828		1.298719000
6	0		1.309816000
6	0		1.327865000
6	0		1.327886000
6	64		1.327892000
6	0		1.328736000
6	0		1.345558000
6	0		1.345579000
6	0		1.345583000
6	0		1.345587000
6	0		1.345594000
6	517		1.345597000
6	517		1.345601000
6	517		1.363759000
6	64		1.363786000
6	372		1.363793000
6	0		1.363801000
6	0		1.363807000
6	0		1.364527000
6	0		1.364590000
6	512		1.364652000
6	0		1.381684000
6	31		1.381715000
6	0		1.382410000
6	0		1.417904000
6	0		1.426768000
6	3468		1.427240000
6	0		1.427926000
6	1448		1.428182000
6	2020		1.428205000
6	0		1.446222000
6	3467		1.446508000
6	0		1.453542000
6	0		1.489984000
6	0		1.525715000
6	0		1.561496000
6	64		1.579524000
6	0		1.580301000
6	0		1.597541000
6	64		1.597566000
6	0		1.598201000
6	512		1.621281000
6	0		1.633519000
6	31		1.633544000
6	0		1.634261000
6	0		1.669762000
6	0		1.687423000
6	39		1.687454000
6	0		1.688212000
17		1358	1.705460000
6	191		1.705490000
6	0		1.705499000
6	0		1.706314000
6	247		1.707301000
6	1418		1.707426000
17		1358	1.707822000
6	2836		1.708994000
6	2836		1.712107000
17		1358	1.713630000
17		1358	1.713660000
17		1358	1.713664000
17		256	1.713666000
6	2836		1.715200000
6	2836		1.718337000
6	2836		1.721439000
6	0		1.723605000
6	2836		1.724527000
6	2836		1.727632000
6	2437		1.730829000
6	0		1.741162000
6	64		1.741181000
6	0		1.759307000
6	0		1.759336000
6	0		1.759345000
6	0		1.760110000
6	0		1.760139000
6	0		1.777393000
6	0		1.777419000
6	64		1.777426000
6	0		1.795522000
6	0		1.813731000
6	303		1.823143000
6	303		1.823217000
6	0		1.831433000
6	0		1.831451000
6	64		1.831455000
6	0		1.849615000
6	303		1.860186000
6	303		1.860228000
17		1358	1.867430000
6	0		1.903775000
6	303		1.913963000
6	303		1.913999000
6	0		1.939373000
17		49	1.957901000
17		49	1.976028000
17		173	1.993303000
17		630	1.994354000
17		113	1.994414000
6	0		2.011670000
6	0		2.012485000
17		33	2.019068000
6	0		2.029826000
6	0		2.060686000
6	0		2.062377000
6	0		2.065597000
6	0		2.101985000
6	0		2.137310000
6	0		2.173704000
6	0		2.209676000
6	0		2.209700000
6	0		2.209709000
6	517		2.209717000
6	517		2.209723000
6	0		2.209731000
6	39		2.209736000
