real_time (s),video_playback_time (s),video_quality,bitrate (kbps),stall_in_this_segment (s),bandwidth
0.026,0.0,360p,396,0.026,1152
0.896,0.0,360p,396,0.87,1152
5.429,0.0,480p,397,4.533,1152
6.579,0.006,480p,397,1.1439999999999992,1152
7.329,0.714,480p,397,0.0420000000000007,1152
10.001,3.385,480p,397,0.0009999999999994458,1152
40.001,33.387,480p,397,0,1152
70.001,63.387,480p,397,7.105427357601002e-15,1152
100.001,93.389,480p,397,0,1152
130.001,123.39,480p,397,0,1152
170.001,163.392,480p,397,0,1152
200.001,193.393,480p,397,0,1152
240.001,233.395,480p,397,0,896
270.001,263.396,480p,397,0,896
300.001,293.397,480p,397,0,896
330.001,323.398,480p,397,0,896
360.001,353.4,480p,397,0,896
400.001,393.401,480p,397,0,896
430.001,423.402,480p,397,0,896
460.001,453.404,480p,397,0,896
490.001,483.405,480p,397,0,1152
530.001,523.406,480p,397,0,1152
560.001,553.408,480p,397,0,1152
590.001,583.409,480p,397,0,1152
620.001,613.41,480p,397,0,1152
650.001,643.411,480p,397,0,1152
680.001,673.413,480p,397,0,1152
710.001,703.414,480p,397,0,1152
740.001,733.415,480p,397,0,896
770.001,763.416,480p,397,0,896
810.001,803.418,480p,397,0,896
840.001,833.419,480p,397,0,896
880.001,873.421,480p,397,0,896
910.001,903.422,480p,397,0,896
940.001,933.423,480p,397,0,896
970.001,963.424,480p,397,0,1152
1000.001,993.426,480p,397,0,1152
1030.001,1023.427,480p,397,0,1152
1060.001,1053.428,480p,397,0,1152
1090.001,1083.429,480p,397,0,1152
1120.001,1113.431,480p,397,0,1152
1150.001,1143.432,480p,397,0,1152
1180.001,1173.433,480p,397,0,1152
1210.001,1203.434,480p,397,0,896
1240.001,1233.436,480p,397,0,896
1270.001,1263.437,480p,397,0,896
1310.001,1303.439,480p,397,0,896
1340.001,1333.44,480p,397,0,896
1370.001,1363.441,480p,397,0,896
1400.001,1393.442,480p,397,0,896
1430.001,1423.443,480p,397,0,896
1460.001,1453.445,480p,397,0,1152
1490.001,1483.446,480p,397,0,1152
1520.001,1513.447,480p,397,0,1152
1550.001,1543.448,480p,397,0,1152
1580.001,1573.449,480p,397,0,1152
1610.001,1603.451,480p,397,0,1152
1640.001,1633.452,480p,397,0,1152
1670.001,1663.453,480p,397,0,1152
1700.001,1693.454,480p,397,0,896
1730.001,1723.456,480p,397,0,896
1760.001,1753.457,480p,397,0,896
1790.001,1783.458,480p,397,0,896
1830.001,1823.46,480p,397,0,896
1860.001,1853.461,480p,397,0,896
1890.001,1883.462,480p,397,0,896
1920.001,1913.464,480p,397,0,1152
1950.001,1943.465,480p,397,0,1152
1980.001,1973.466,480p,397,0,1152
2010.001,2003.467,480p,397,0,1152
2040.001,2033.468,480p,397,0,1152
2070.001,2063.47,480p,397,0,1152
2100.001,2093.471,480p,397,0,1152
2130.001,2123.472,480p,397,0,1152
2160.001,2153.473,480p,397,0,896
2190.001,2183.475,480p,397,0,896
2230.001,2223.476,480p,397,0,896
2260.001,2253.477,480p,397,0,896
2290.001,2283.479,480p,397,0,896
2320.001,2313.48,480p,397,0,896
2350.001,2343.481,480p,397,0,896
2380.001,2373.482,480p,397,0,896
2410.001,2403.484,480p,397,0,1152
2440.001,2433.485,480p,397,0,1152
2470.001,2463.487,480p,397,0,1152
2510.001,2503.488,480p,397,0,1152
2540.001,2533.489,480p,397,0,1152
2570.001,2563.49,480p,397,0,1152
2600.001,2593.491,480p,397,0,1152
2630.001,2623.493,480p,397,0,1152
2670.001,2663.494,480p,397,0,896
2710.001,2703.496,480p,397,0,896
2740.001,2733.497,480p,397,0,896
2770.001,2763.499,480p,397,0,896
2800.001,2793.5,480p,397,0,896
2830.001,2823.501,480p,397,0,896
2870.001,2863.503,480p,397,0,896
2910.001,2903.504,480p,397,0,1152
2940.001,2933.506,480p,397,0,1152
2970.001,2963.507,480p,397,0,1152
3000.001,2993.508,480p,397,0,1152
3030.001,3023.509,480p,397,0,1152
3070.001,3063.511,480p,397,0,1152
3100.001,3093.512,480p,397,0,1152
3130.001,3123.513,480p,397,0,896
3160.001,3153.514,480p,397,0,896
3190.001,3183.516,480p,397,0,896
3309.565,3303.08,480p,397,0,896
