real_time,qoe,bitrate,avg_bitrate,avg_bitrate_variation,avg_stall
0.015,11.813975,81894,81894.0,47085.41666666667,5.347583333333334
0.692,17.180269230769245,81894,81894.00000000001,43463.46153846154,4.941923076923077
3.799,21.802371428571433,81894,81894.00000000001,40358.92857142858,4.589
35.74,25.80905333333333,81894,81894.0,37668.333333333336,4.282933333333333
65.741,29.314362499999998,81894,81894.0,35314.0625,4.015250000000001
95.741,32.40728235294118,81894,81894.0,33236.76470588235,3.7790588235294122
125.742,35.15678333333332,81894,81894.0,31390.27777777778,3.569055555555556
151.35,37.61686315789474,81894,81894.0,29738.15789473684,3.381157894736843
155.743,39.83072,81894,81894.0,28251.25,3.212100000000001
159.882,41.83270952380952,81894,81894.0,26905.95238095238,3.059380952380953
159.882,42.50909545454545,81894,81894.0,25682.954545454548,3.1865000000000006
159.882,43.5456347826087,81894,81894.0,24566.304347826088,3.205130434782609
159.882,43.99950416666666,81894,81894.0,23542.708333333336,3.337625
159.882,44.136359999999996,81894,81894.0,22601.0,3.5248
159.882,45.260784615384615,81894,81894.0,21731.73076923077,3.465461538461539
159.882,45.809807407407405,81894,81894.0,20926.851851851854,3.524962962962963
159.882,46.34172857142857,81894,81894.0,20179.464285714286,3.575071428571428
159.882,47.47573793103448,81894,81894.0,19483.620689655174,3.473172413793103
159.882,47.27840333333334,81894,81894.0,18834.166666666668,3.670099999999999
159.882,47.19921935483872,81894,81894.0,18226.612903225807,3.829806451612903
159.882,48.098262500000004,81894,81894.0,17657.03125,3.7531874999999992
159.981,47.87407272727273,81894,81894.0,17121.969696969696,3.9297575757575745
160.244,48.867197058823535,81894,81894.0,16618.38235294118,3.8159117647058816
160.678,49.81069714285715,81894,81894.0,16143.57142857143,3.7069142857142845
170.248,50.70249722222223,81894,81894.0,15695.13888888889,3.603805555555555
200.249,51.545627027027024,81894,81894.0,15270.945945945947,3.5063783783783777
240.25,52.34438157894736,81894,81894.0,14869.078947368422,3.41407894736842
270.25,53.10206410256411,81894,81894.0,14487.820512820514,3.3265384615384606
310.251,53.822077500000006,81894,81894.0,14125.625000000002,3.243325
340.252,54.50675853658536,81894,81894.0,13781.097560975611,3.164219512195121
380.253,55.1589380952381,81894,81894.0,13452.976190476189,3.088857142857142
382.992,55.78068372093021,81894,81893.99999999999,13140.116279069765,3.017023255813954
390.253,56.37416818181817,81894,81894.0,12841.477272727274,2.9484545454545463
397.396,56.94127555555555,81894,81894.0,12556.11111111111,2.882933333333334
400.254,57.48381956521739,81894,81894.0,12283.152173913042,2.820239130434782
405.955,58.003093617021285,81894,81894.0,12021.808510638295,2.7602553191489365
405.955,58.13863541666665,81894,81894.0,11771.354166666666,2.7869791666666672
405.955,58.60114897959184,81894,81894.0,11531.122448979591,2.7352857142857157
405.955,58.005078000000005,81894,81894.0,11300.499999999998,2.92754
405.955,57.82823529411763,81894,81894.0,11078.921568627451,3.0201960784313733
406.044,57.5564,81894,81894.0,10865.865384615385,3.13296153846154
406.738,58.011056603773596,81894,81894.0,10660.849056603773,3.0749056603773597
407.016,58.453412962962965,81894,81894.0,10463.425925925925,3.0179444444444443
437.018,58.87976181818181,81894,81894.0,10273.181818181818,2.9630363636363644
477.019,59.29080714285715,81894,81894.0,10089.732142857143,2.910107142857143
507.02,59.68742982456141,81894,81894.00000000001,9912.719298245616,2.859035087719299
547.022,58.312962068965525,81894,81894.0,11499.224137931033,2.8097241379310334
557.655,60.65624798472841,183824,83837.53442540638,11304.322033898305,2.7620847457627127
597.022,67.63567634204433,183824,90430.53634204435,11115.916666666666,2.7160333333333333
627.023,72.47800487523884,183824,94899.10815392736,10933.688524590163,2.6714918032786885
657.024,75.25615703634136,183824,98959.59252021233,12401.370967741936,2.628387096774194
666.225,75.39664687230287,81894,98723.90560246161,12204.523809523811,2.58668253968254
683.046,75.3466744159663,81894,98309.4447284663,12013.828124999998,2.546265625
683.149,75.48452357896468,81894,98306.96973281085,11829.0,2.5566153846153856
683.727,75.81136142232207,81894,98293.09475565539,11649.772727272726,2.5190606060606062
683.822,76.14469561520701,81894,98290.8165107294,11475.895522388058,2.481447761194031
689.885,76.32620849757996,81894,98146.71437993289,11307.132352941177,2.444970588235295
689.885,76.40301872775898,81894,98146.71437993289,11143.260869565218,2.4652173913043485
689.982,75.66928380416547,81894,98144.4295184512,10984.07142857143,2.672342857142858
690.68,75.96626320083003,81894,98128.00686280186,10829.366197183099,2.6354366197183117
692.87,76.2228727422011,81894,98076.69496442332,10678.958333333332,2.598805555555556
722.87,75.85063829275653,81894,97405.09308727708,10532.671232876713,2.5632054794520553
728.612,76.01961774594446,81894,97282.85423243095,10390.337837837837,2.528581081081083
728.612,76.05905956576427,81894,97282.85423243095,10251.799999999997,2.5516266666666674
728.691,76.10818587165201,81894,97281.18587165201,10116.907894736842,2.571184210526315
729.332,76.36354929573338,81894,97267.66228274636,9985.519480519482,2.539207792207792
734.466,76.52408711470957,81894,97160.1986531711,9857.5,2.506653846153846
774.467,75.99691776424004,81894,96371.70384018941,9732.721518987342,2.474898734177216
804.468,75.71173978302426,81894,95831.78728302427,9611.0625,2.443950000000001
834.468,75.45905735688949,81894,95330.70920874133,9492.407407407409,2.4137777777777774
864.469,75.23513218570601,81894,94864.39438082796,9376.646341463416,2.3843292682926815
894.47,75.03659538784558,81894,94429.36044808653,9263.67469879518,2.3556024096385526
908.347,75.07595641320492,81894,94237.85522272871,9153.392857142857,2.3275595238095224
908.347,74.99163875214049,81894,94237.85522272871,9045.70588235294,2.3722117647058814
