real_time (s),video_playback_time (s),video_quality,bitrate (kbps),stall_in_this_segment (s),bandwidth
0.02,0.0,480p,397,0.02,64
2.924,0.0,480p,397,2.904,64
15.021,0.0,480p,397,12.097000000000001,64
17.344,0.0,480p,397,2.3230000000000004,64
17.353,0.0,480p,397,0.009000000000000341,64
20.001,0.0,480p,397,2.6479999999999997,64
21.037,0.0,480p,397,1.0359999999999978,64
30.001,0.0,480p,397,8.964000000000002,64
31.155,0.0,144p,394,1.154,64
31.753,0.0,144p,394,0.597999999999999,64
37.285,0.0,144p,394,5.5319999999999965,64
40.001,0.0,144p,394,2.716000000000001,64
50.001,0.0,144p,394,10.0,64
56.713,0.014,144p,394,6.698,64
57.465,0.722,144p,394,0.044000000000004036,64
60.001,3.259,144p,394,0,64
64.368,7.617,144p,394,0.009000000000000341,64
67.732,7.704,144p,394,3.277000000000001,64
68.482,8.368,144p,394,0.08599999999999852,64
70.001,9.887,144p,394,7.105427357601002e-15,64
76.182,16.066,144p,394,0.001999999999995339,64
80.001,16.066,144p,394,3.8190000000000026,64
88.075,16.156,144p,394,7.984000000000009,64
88.834,16.845,144p,394,0.06999999999999318,64
90.001,18.012,144p,394,0.0,64
120.001,48.013,144p,394,0,64
150.001,78.014,144p,394,0,64
180.001,108.015,144p,394,0,64
208.299,136.315,144p,394,0,64
210.001,138.017,144p,394,0.0,64
219.111,147.127,144p,394,0,64
220.001,148.017,144p,394,2.842170943040401e-14,64
233.515,161.532,144p,394,0,64
240.001,168.018,144p,394,2.842170943040401e-14,128
251.528,179.546,144p,394,0,128
260.001,188.019,144p,394,0,128
278.342,206.358,144p,278,0.0020000000000095497,128
278.536,206.358,144p,278,0.19400000000001683,128
278.537,206.358,144p,278,0.0009999999999763531,128
370.001,206.358,144p,278,91.464,128
371.807,206.358,144p,394,0.0,128
371.807,206.358,144p,394,1.80600000000004,128
381.826,206.358,144p,278,10.019000000000005,128
381.827,206.358,144p,278,0.0009999999999763531,128
391.842,206.358,144p,278,10.014999999999986,128
400.001,206.358,144p,278,8.158999999999992,128
429.65,206.358,144p,278,29.649,128
430.001,206.358,144p,278,0.3509999999999991,128
460.001,206.358,144p,278,30.0,128
467.458,206.358,144p,278,7.4570000000000505,128
470.001,206.358,144p,278,2.5429999999999495,128
710.001,206.358,144p,394,240.0,192
737.495,206.446,144p,394,27.406000000000006,256
738.246,206.467,144p,394,0.7300000000000182,256
739.116,206.467,144p,394,0.8700000000000045,256
739.84,206.535,144p,394,0.6560000000000628,256
740.001,206.697,144p,394,0,256
740.59,207.287,144p,394,0,256
750.001,216.698,144p,394,0.0,256
780.001,246.699,144p,394,0,256
793.2,259.897,144p,394,0.0010000000002037268,256
