real_time (s),video_playback_time (s),video_quality,bitrate (kbps),stall_in_this_segment (s),bandwidth
0.018,0.0,480p,397,0.018,64
3.768,0.0,480p,397,3.75,64
15.019,0.0,480p,397,11.251000000000001,64
18.183,0.0,480p,397,3.1639999999999997,64
18.189,0.0,480p,397,0.006000000000000227,64
20.001,0.0,480p,397,1.8120000000000012,64
21.029,0.0,480p,397,1.0279999999999987,64
30.001,0.0,480p,397,8.972000000000001,64
32.596,0.0,144p,394,2.5949999999999953,64
34.474,0.0,144p,394,1.8780000000000001,64
50.0,0.0,144p,394,15.526000000000003,64
57.412,0.0,144p,394,7.411999999999999,64
60.008,0.0,144p,394,2.5960000000000036,64
80.818,0.0,144p,394,20.809999999999995,64
90.001,0.0,144p,394,9.183000000000007,64
96.064,0.017,144p,394,6.045999999999992,64
96.816,0.725,144p,394,0.04400000000001114,64
100.0,3.91,144p,394,0,64
360.001,16.043,144p,394,247.86799999999997,128
400.001,16.043,144p,394,40.0,128
401.154,16.043,144p,394,1.15300000000002,128
410.001,16.043,144p,394,8.84699999999998,128
432.536,16.043,144p,394,22.535000000000025,128
440.001,16.043,144p,394,7.464999999999975,128
446.449,16.043,144p,278,6.448000000000036,128
799.695,16.043,144p,278,353.24600000000004,192
800.0,16.043,144p,278,0.30499999999995,256
830.001,16.043,144p,278,30.000999999999976,256
860.001,16.043,144p,278,30.0,256
890.001,16.043,144p,278,30.0,256
912.521,16.043,144p,278,22.519999999999982,256
920.001,16.043,144p,278,7.480000000000018,256
925.578,16.135,144p,278,5.485000000000014,256
926.329,16.156,144p,278,0.7300000000000182,256
927.283,16.156,144p,278,0.9540000000000646,256
928.036,16.336,144p,278,0.5729999999998654,256
928.786,17.091,144p,278,0,256
930.001,18.305,144p,278,0.00100000000009004,256
939.069,27.371,144p,278,0.0019999999999527063,256
939.958,27.371,144p,278,0.88900000000001,256
940.006,27.371,144p,278,0.04800000000000182,256
957.962,27.371,144p,278,17.956000000000017,256
960.001,27.371,144p,278,2.0389999999999873,192
1000.0,27.371,144p,278,39.999000000000024,192
1023.744,27.371,144p,278,23.744000000000028,192
1030.0,27.371,144p,278,6.255999999999972,192
1134.002,27.443,144p,278,103.92999999999995,192
1134.752,27.465,144p,278,0.7280000000000655,192
1135.807,27.465,144p,278,1.0550000000000637,192
1136.32,27.498,144p,278,0.4799999999997908,192
1137.071,28.261,144p,278,0,192
1140.001,31.19,144p,278,0.0009999999999763531,192
1148.724,39.911,144p,278,0.0019999999999527063,192
1150.0,39.911,144p,278,1.2760000000000673,192
1161.838,39.911,144p,394,11.837999999999965,192
1176.241,39.911,144p,278,14.40300000000002,192
1176.242,39.911,144p,278,0.0009999999999763531,192
1210.0,39.911,144p,278,33.75800000000004,128
1212.249,39.911,144p,278,2.2490000000000236,128
1220.001,39.911,144p,278,7.751999999999953,128
1250.001,39.911,144p,278,30.0,128
1268.057,39.911,144p,278,18.05600000000004,128
1270.001,39.911,144p,278,1.94399999999996,128
1278.077,39.911,144p,278,8.076000000000022,128
1280.001,39.911,144p,278,1.9239999999999782,128
1310.001,39.911,144p,278,30.0,128
1317.872,39.989,144p,278,7.79300000000012,128
1318.622,40.01,144p,278,0.7290000000000418,128
1319.557,40.01,144p,278,0.9349999999999454,128
1320.001,40.01,144p,278,0.44399999999996,128
1320.223,40.086,144p,278,0.14599999999995816,128
1320.973,40.839,144p,278,0,128
1330.001,49.866,144p,278,0.0009999999999763531,128
1333.103,52.967,144p,278,0.0009999999999763531,128
1340.0,52.967,144p,278,6.8969999999999345,128
1549.352,59.91,144p,278,202.4090000000001,64
1550.0,59.91,144p,278,0.6479999999999109,64
1554.599,59.981,144p,278,4.52800000000002,64
1555.35,60.003,144p,278,0.7290000000000418,64
1556.236,60.003,144p,278,0.8860000000001946,64
1556.986,60.114,144p,278,0.6389999999998963,64
1557.736,60.867,144p,278,0,64
1560.001,63.131,144p,278,0.0009999999997489795,64
1600.0,103.132,144p,278,0,64
1630.0,133.133,144p,278,0,64
1660.0,163.135,144p,278,0,64
1690.0,193.136,144p,278,0,128
1716.761,219.896,144p,278,0.0009999999999763531,128
1717.938,219.896,144p,278,1.1770000000001346,128
1720.001,219.896,144p,278,2.0629999999998745,128
1726.94,219.896,144p,278,6.939000000000078,128
1730.0,219.896,144p,278,3.0599999999999454,128
1783.771,219.896,144p,278,53.77099999999996,128
1790.0,219.896,144p,278,6.229000000000042,128
1803.574,219.896,144p,278,13.57400000000007,128
1810.001,219.896,144p,278,6.426999999999907,128
1876.846,258.714,144p,278,28.027000000000044,128
1880.0,258.714,144p,278,3.1539999999999964,128
1880.623,258.797,144p,278,0.5399999999999636,128
1881.374,259.472,144p,278,0.07600000000002183,128
1890.001,268.1,144p,278,0,128
1930.0,308.101,144p,278,0,192
1960.0,338.102,144p,278,0,192
1968.747,346.848,144p,278,0.0009999999999763531,192
1970.0,346.848,144p,278,1.252999999999929,192
1973.022,346.936,144p,278,2.933999999999969,192
1973.772,347.597,144p,278,0.08899999999994179,192
1980.001,353.826,144p,278,0.0,192
1980.822,354.645,144p,278,0.0019999999999527063,192
1990.001,354.645,144p,278,9.179000000000087,192
1994.503,354.727,144p,278,4.419999999999845,192
1995.254,355.41,144p,278,0.06799999999998363,192
2000.001,360.157,144p,278,2.2737367544323206e-13,192
2009.735,369.89,144p,278,0.0009999999997489795,192
2010.001,369.89,144p,278,0.2660000000000764,192
2069.257,386.95,144p,278,42.19600000000014,192
2070.001,386.95,144p,278,0.7440000000001419,192
2072.705,386.95,144p,278,2.7039999999997235,192
2080.0,386.95,144p,278,7.295000000000073,192
2090.708,386.95,144p,278,10.708000000000084,192
2100.001,386.95,144p,278,9.29300000000012,192
2134.536,396.563,144p,278,24.921999999999798,192
2134.731,396.634,144p,278,0.12400000000025102,192
2135.481,397.299,144p,278,0.08500000000003638,192
2140.0,401.819,144p,278,0,192
2148.075,409.893,144p,278,0.0009999999997489795,192
2150.0,409.893,144p,278,1.925000000000182,192
2151.466,409.975,144p,278,1.3840000000000146,192
2152.216,410.635,144p,278,0.08999999999991815,192
2159.894,418.312,144p,278,0.0009999999999763531,192
2160.001,418.312,144p,278,0.10700000000042564,256
2161.263,418.385,144p,278,1.1889999999996235,256
2162.013,419.066,144p,278,0.06899999999995998,256
2170.001,427.054,144p,278,2.2737367544323206e-13,256
2170.298,427.351,144p,394,0,256
2210.001,467.055,144p,394,0,256
2240.001,497.057,144p,394,0,256
2270.001,527.058,144p,394,0,256
2287.228,544.284,144p,394,0.0009999999997489795,256
2290.001,544.284,144p,394,2.7730000000001382,256
2440.001,544.284,144p,394,150.0,192
2442.64,544.284,144p,394,2.638999999999669,192
2450.001,544.284,144p,394,7.361000000000331,192
2457.648,544.369,144p,394,7.561999999999898,192
2458.398,544.391,144p,394,0.7280000000000655,192
2459.227,544.391,144p,394,0.8289999999997235,192
2459.976,544.444,144p,394,0.6960000000003674,192
2460.001,544.469,144p,394,0.0,192
2460.726,545.196,144p,394,0,192
2470.0,554.47,144p,394,0,192
2500.001,584.471,144p,394,2.2737367544323206e-13,192
2530.001,614.473,144p,394,0,192
2560.001,644.474,144p,394,0,192
2590.001,674.475,144p,394,0,192
2749.312,709.358,144p,278,124.42799999999966,128
2750.0,709.358,144p,278,0.6880000000001019,128
2780.0,709.358,144p,278,29.999999999999773,128
2830.0,740.338,144p,278,19.020000000000437,128
2860.001,770.34,144p,278,0,128
