real_time,qoe,bitrate,avg_bitrate,avg_bitrate_variation,avg_stall
0.014,682.5732,690124,690124.0,0.0,1.756
0.714,684.40715,690124,690124.0,0.0,1.3295
3.82,609.60826,690124,690124.0,75941.40000000001,1.0637999999999999
7.597,370.96342863410996,310417,501345.0953007766,126569.0,0.8866666666666665
11.254,450.93391341745155,690124,562689.0134174515,108487.71428571428,0.7598571428571429
19.883,520.205974742242,690124,617994.374742242,94926.75,0.6655000000000002
19.982,531.040760236435,690124,618351.7380142128,84379.33333333333,0.6817777777777781
20.634,541.9976018377436,690124,620619.6218377436,75941.4,0.6234000000000002
22.904,556.0335902668847,690124,627508.1539032484,69037.63636363637,0.5667272727272729
52.905,597.4979214039316,690124,663015.9130705983,63284.5,0.5194166666666664
82.905,612.347098173999,690124,672825.2443278452,58416.46153846153,0.47946153846153877
112.906,621.2638396797842,690124,677421.8111083556,54243.85714285714,0.4451428571428571
142.907,627.6746090412646,690124,680088.4290412646,50627.6,0.4153999999999996
172.908,632.6919979570059,690124,681829.685457006,47463.37500000001,0.38937500000000114
202.908,636.8087667018608,690124,683056.0019959785,44671.41176470588,0.3664705882352952
232.909,640.2887250117476,690124,683966.4305673032,42189.666666666664,0.34605555555555634
262.91,643.2901998286386,690124,684669.078776007,39969.15789473684,0.3278421052631541
302.911,646.0799249810835,690124,685389.4299810835,37970.7,0.31134999999999874
332.912,648.3786757431966,690124,685816.0947908156,36162.57142857143,0.2964761904761904
362.913,650.4366945066098,690124,686172.2172338825,34518.818181818184,0.2829545454545439
392.913,652.292142487733,690124,686473.9468355591,33018.0,0.27065217391304197
422.914,653.9754937929854,690124,686732.8771263188,31642.249999999996,0.25933333333333286
452.915,655.5105884346069,690124,686957.5044346069,30376.56,0.24891999999999828
482.916,656.9169680992777,690124,687154.2219454315,29208.23076923077,0.23930769230769156
512.916,658.2105660631889,690124,687327.9216187446,28126.44444444444,0.2304444444444437
542.917,659.4051334253475,690124,687482.4298539188,27121.92857142857,0.22217857142857156
572.918,660.5117908440529,690124,687620.7563612943,26186.689655172413,0.21448275862069058
602.919,661.5401267291128,690124,687745.3167291129,25313.8,0.2073000000000017
632.919,662.4982036705966,690124,687858.0649609192,24497.225806451614,0.2006129032258081
662.92,663.3933804995322,690124,687960.6117495323,23731.6875,0.19431250000000233
692.921,664.2316393261456,690124,688054.2787200849,23012.545454545456,0.18839393939393895
722.922,665.0183243414106,690124,688140.171400234,22335.705882352944,0.18282352941176497
752.922,665.757993727045,690124,688219.2165841879,21697.54285714286,0.17760000000000026
782.923,666.4550258466065,690124,688292.2064021621,21094.833333333332,0.17263888888888979
812.924,667.1129385642578,690124,688359.8088345281,20524.702702702703,0.16794594594594744
842.925,667.7349701699907,690124,688422.599117359,19984.57894736842,0.1635000000000021
872.926,668.3240067404719,690124,688481.0734071386,19472.153846153848,0.159282051282051
902.926,668.8825201593042,690124,688535.6601593042,18985.350000000002,0.15529999999999974
932.927,669.4130476348381,690124,688586.7378787406,18522.29268292683,0.15148780487804908
962.928,669.9175614131361,690124,688634.6328417076,18081.285714285714,0.14785714285714371
992.928,670.3978413934741,690124,688679.6320911484,17660.79069767442,0.14441860465116363
1022.929,670.8557955459651,690124,688721.9932732377,17259.409090909092,0.14111363636363514
1052.93,671.2928649162704,690124,688761.940471826,16875.86666666667,0.13795555555555236
1082.931,671.7104547492124,690124,688799.6743144298,16509.0,0.13493478260869304
1112.932,672.1098461359492,690124,688835.3737955237,16157.744680851063,0.1320425531914873
1142.932,672.4921188512379,690124,688869.1980179045,15821.125,0.12929166666666467
1172.933,672.8585277370435,690124,688901.2930431659,15498.244897959185,0.126632653061223
1202.934,673.2099631778499,690124,688931.7871778499,15188.28,0.12407999999999901
1232.935,673.5473286578882,690124,688960.7972853392,14890.470588235296,0.12162745098039165
1262.935,673.8713724562913,690124,688988.428225522,14604.115384615385,0.11928846153846105
1292.936,674.1830306111458,690124,689014.7777809572,14328.566037735849,0.11701886792452827
1322.937,674.4829266929185,690124,689039.9322484741,14063.22222222222,0.11483333333333373
1352.938,674.7716384029636,690124,689063.9711302363,13807.527272727271,0.1127454545454508
1392.939,675.0574530284487,690124,689094.41195702,13560.964285714286,0.11069642857142575
1422.939,675.3254223986186,690124,689116.1188898467,13323.052631578947,0.10875438596490951
1452.94,675.5840783768983,690124,689136.9301010362,13093.344827586207,0.10686206896551492
1482.941,675.8338297681211,690124,689156.8992596465,12871.42372881356,0.10503389830508286
1512.942,676.0751297916507,690124,689176.0764583173,12656.900000000001,0.10326666666666522
1542.943,676.3084013363036,690124,689194.5078936807,12449.409836065573,0.10155737704917928
1572.943,676.5339695292207,690124,689212.235658253,12248.612903225807,0.09991935483870865
1602.944,676.752344854814,690124,689229.3004103696,12054.190476190477,0.09831746031745968
1632.945,676.963802186564,690124,689245.7381240639,11865.84375,0.09676562499999974
1662.946,677.1686658132234,690124,689261.5827363003,11683.292307692307,0.09526153846153858
1692.946,677.3671743689509,690124,689276.8652780418,11506.272727272728,0.09381818181818194
1722.947,677.5597459532729,690124,689291.6161025265,11334.537313432837,0.09240298507462734
1752.948,677.7465826063897,690124,689305.8620181545,11167.85294117647,0.09102941176470335
1782.949,677.9279372083016,690124,689319.6285126494,11006.0,0.08969565217391089
1812.949,678.1039860931529,690124,689332.9389502958,10848.771428571428,0.08841428571428359
1842.95,678.275078440536,690124,689345.8164687051,10695.971830985914,0.08715492957746303
1872.951,678.4413633864042,690124,689358.2814419598,10547.416666666668,0.08593055555555414
