protocol,tcp_bytes,quic_bytes,real_time,
6,39,,0.131639,
6,73,,0.52292,
6,0,,0.556737,
6,0,,0.55675,
6,0,,0.556757,
6,0,,0.559024,
6,0,,0.559275,
6,0,,0.599948,
6,0,,0.599968,
6,517,,0.599979,
6,517,,0.599987,
6,0,,0.601945,
6,0,,0.602348,
6,1430,,0.667981,
6,1430,,0.668007,
6,1430,,0.66818,
6,1430,,0.668336,
6,1095,,0.668347,
6,1430,,0.678425,
6,1430,,0.67847,
6,1430,,0.678664,
6,1430,,0.678779,
6,1095,,0.678876,
6,73,,0.687393,
6,0,,0.694474,
6,0,,0.708656,
6,0,,0.72186,
6,0,,0.735984,
6,0,,0.750167,
6,0,,0.765448,
6,0,,0.779581,
6,0,,0.79269,
6,0,,0.797778,
6,74,,0.797791,
6,0,,0.79965,
6,910,,0.800153,
6,0,,0.801247,
6,0,,0.801258,
6,74,,0.801262,
6,0,,0.803254,
6,910,,0.80379,
6,0,,0.804117,
6,120,,0.805208,
6,272,,0.805797,
6,148,,0.806229,
6,116,,0.80673,
6,124,,0.807188,
6,164,,0.808466,
6,148,,0.808891,
6,39,,0.85152,
6,910,,1.087933,
6,0,,1.149103,
6,0,,1.151194,
6,0,,1.301581,
6,0,,1.301593,
6,0,,1.301599,
6,0,,1.303702,
6,0,,1.303941,
6,0,,1.304185,
6,0,,1.305724,
6,0,,1.305734,
6,0,,1.305739,
6,517,,1.306823,
6,517,,1.306831,
6,0,,1.308744,
6,517,,1.308902,
6,0,,1.309163,
6,0,,1.311345,
6,1430,,1.386482,
6,1430,,1.386581,
6,1430,,1.386712,
6,1430,,1.386826,
6,952,,1.386832,
6,1430,,1.387555,
6,1430,,1.387669,
6,1430,,1.387784,
6,391,,1.387788,
6,1430,,1.396541,
6,1430,,1.39664,
6,1430,,1.396771,
6,1430,,1.396886,
6,951,,1.396891,
6,952,,1.398152,
6,391,,1.398948,
6,951,,1.40897,
6,0,,1.578376,
6,0,,1.581465,
6,0,,1.586747,
6,0,,1.590095,
6,0,,1.590119,
6,0,,1.593232,
6,0,,1.593251,
6,0,,1.593259,
6,0,,1.593266,
6,0,,1.593274,
6,0,,1.59328,
6,0,,1.593288,
6,0,,1.593294,
6,0,,1.593301,
6,0,,1.593308,
6,0,,1.593314,
6,0,,1.593329,
6,64,,1.596637,
6,92,,1.596653,
6,252,,1.59666,
